VTuber ID,YouTube Subscriber Count,YouTube View Count,YouTube Recent Median View Count,YouTube Recent Popularity,YouTube Recent Highest View Count,YouTube Recent Highest Viewed Video URL,Twitch Follower Count,Twitch Recent Median View Count,Twitch Recent Popularity,Twitch Recent Highest View Count,Twitch Recent Highest Viewed Video URL
1c5619a4ece046dd8ba68ed343489ca3,424000,61832807,8578,3054,26796,https://www.youtube.com/watch?v=6GXym-hdv68,29465,230,179,557,https://www.twitch.tv/videos/1585410890
f6a4e7aa8d0c4e5cb39d199845ec4d02,402000,32575021,13591,4639,31739,https://www.youtube.com/watch?v=XMuS1bGo1Gw,39144,11569,9061,20015,https://www.twitch.tv/videos/1579760389
664e1b310cf343b78623f99b31e40fae,398000,52768087,5560,3149,44986,https://www.youtube.com/watch?v=YI2L9RohQrU,13020,1230,737,2722,https://www.twitch.tv/videos/1579622711
4b6b055ada4d4f0ab63b7ad02a3fa3ef,203000,10422878,20430,8755,151193,https://www.youtube.com/watch?v=Zlef92wDMnA,42589,9778,7138,12132,https://www.twitch.tv/videos/1575109626
5535c9524eb046c38e172ebfa06b302f,194000,32769984,18896,6531,141706,https://www.youtube.com/watch?v=hCu-_krOy5Q,34191,3493,2547,24198,https://www.twitch.tv/videos/1580630085
21428cae24af4607bffe25cb2746daa6,178000,0,0,0,0,,0,0,0,0,
7c06b9e316ce4ac18ce836cd72442bbe,140000,14693936,14075,6057,58269,https://www.youtube.com/watch?v=PqaisLobVUI,29193,9218,5251,22961,https://www.twitch.tv/videos/1575035469
b126053a1356460ebf85a874a6a55aca,102000,27879506,5273,2668,10021,https://www.youtube.com/watch?v=BWOCI0picsQ,0,0,0,0,
a3ce195c0069494c99849d0b1a10a7fd,82700,4742189,4488,2354,58907,https://www.youtube.com/watch?v=pbk9OCgdGjY,0,0,0,0,
312fdd3c5e6d4aefa73fd3860ecc5613,75200,566574,147909,102514,218154,https://www.youtube.com/watch?v=LzRhJS6g4ko,0,0,0,0,
494d2c5daf9f4a8a8e4538687e6be14c,66400,2558947,4653,2349,27795,https://www.youtube.com/watch?v=OcNSAhxDcC8,0,0,0,0,
98e3a5838fec4a6caa936ae35485de23,65100,2504948,4864,2059,7091,https://www.youtube.com/watch?v=yiwzhw-XFQQ,0,0,0,0,
01f26342ae4e419280bcfd6ec6e86db1,64600,3203045,7365,3003,15811,https://www.youtube.com/watch?v=_AAID48k7gQ,478,0,0,0,
2e01ec6b25684995ab109ac0f74f1456,62300,18529642,317,221,3365,https://www.youtube.com/watch?v=80jrsDBFleI,47834,1021,689,1669,https://www.twitch.tv/videos/1573992107
e113ace92bbe445385bcc4635a9ca570,54600,2636688,4866,2315,7263,https://www.youtube.com/watch?v=lJndXRarxTM,0,0,0,0,
512b64ec20174d018540516e9edf2b2f,54300,4999095,1037,582,3349,https://www.youtube.com/watch?v=874_VXzI950,1131,0,0,0,
0bf0ec441dc6489583f7218e02ab6a89,52200,6352666,1685,822,15483,https://www.youtube.com/watch?v=jlDCfSLwleA,1317,185,151,223,https://www.twitch.tv/videos/1581609165
a02bb0332f5942ec892c932d6a089014,50700,4499452,17898,11380,44276,https://www.youtube.com/watch?v=HByOA_kEvbU,0,0,0,0,
265a18972d244affae35711cfd1f9931,48800,2655203,6430,3165,23861,https://www.youtube.com/watch?v=k05QDaAfyLs,0,0,0,0,
5c4241def363418d9b7167d8369d0350,47900,1972704,1495,919,4305,https://www.youtube.com/watch?v=UCXiE8m1vZ4,41,0,0,0,
f110fd69b66941bab04de9ada563c6ac,46800,2149287,4197,1737,82254,https://www.youtube.com/watch?v=pVxiD3OxiPo,1647,1938,1223,2422,https://www.twitch.tv/videos/1577559067
ea4c1a67c2e445ad8028768616ceb659,43800,2419610,6444,2642,16048,https://www.youtube.com/watch?v=9VdI4cxqqmk,0,0,0,0,
c41044006a014ed28107f33221a7de98,43100,2968289,2714,1243,22609,https://www.youtube.com/watch?v=hiZ4FHXZ_J8,4108,0,0,0,
22ca620b93c94e5cb48175bbecf8d3af,42300,3735780,2220,848,4587,https://www.youtube.com/watch?v=F0WdE6qwTPs,0,0,0,0,
f18407d79b4b43ffa6adf629d1723a8f,41600,1261265,6095,3024,27831,https://www.youtube.com/watch?v=B6Ufd34-yI4,0,0,0,0,
dee8efe8990e458c915e4f6a6a16b49f,40200,2683068,2176,796,3973,https://www.youtube.com/watch?v=c8a_SYHHH1E,2239,824,660,932,https://www.twitch.tv/videos/1585251951
8a4988902b5640e6ae1829285307c636,38500,1920557,5333,1809,12874,https://www.youtube.com/watch?v=VxisNOQONmw,0,0,0,0,
c65e7caaf81a43249d5132b9fe312b24,37300,1200276,4195,2846,4596,https://www.youtube.com/watch?v=XcuLjV2W_O8,3814,0,0,0,
a8ce4642418b4fe8ba1471a32097f4c4,36600,1103601,2784,1295,6019,https://www.youtube.com/watch?v=urLxLsspe2U,0,0,0,0,
4b6655120fbd4431a8f7894cac4a4d49,36300,2276845,3402,1402,20301,https://www.youtube.com/watch?v=_LMCvJZLmYE,0,0,0,0,
521fb650b9534787b19c8762957fb5d2,35200,0,0,0,0,,0,0,0,0,
b4a1791208fd4d85b7b08ee2bad0c236,33100,88511,25699,20351,65309,https://www.youtube.com/watch?v=Ehhd1Qcym7w,0,0,0,0,
30114f720b104e7f89d9dc0399a00dd4,32200,0,0,0,0,,0,0,0,0,
04d2ff1dde6b4bb68503a734274f4b7e,31800,744362,8633,5294,44741,https://www.youtube.com/watch?v=qUNjdgNoxNM,0,0,0,0,
e73551cd98ec47388899522353fc89e3,31700,1779692,459,187,934,https://www.youtube.com/watch?v=TCtyCl8CSp0,0,0,0,0,
1323f1b775bf43659f8b8ec2899522cd,30100,89801,45454,27242,67897,https://www.youtube.com/watch?v=TaEqUM1qoz0,0,0,0,0,
b08047f2566246ac995e03a5db727cfe,29000,1331728,942,319,2986,https://www.youtube.com/watch?v=G7b4Rbp5Es0,3584,511,402,2112,https://www.twitch.tv/videos/1573856508
be6c475c291d45a0a7349abdb70be20d,28600,7220034,4285,1182,14737,https://www.youtube.com/watch?v=4_yKyfho0AY,0,0,0,0,
