Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount,HighestViewedVideoURL
鬼鬼,811000,257232676,40064,148142,https://www.youtube.com/watch?v=xEdIqLLcJU4
杏仁ミル,320000,18735034,16215,42494,https://www.youtube.com/watch?v=H9QS3VL-D8M
梓凜,275000,21740754,1532,3770,https://www.youtube.com/watch?v=6fX1sZIh_C4
高雄林小姐,104000,27733894,4327,7317,https://www.youtube.com/watch?v=Rv1NpAYt8OU
鳥羽樂奈,51600,3220602,8192,28295,https://www.youtube.com/watch?v=LkG6T6sjqhc
香草奈若,47200,4438041,17701,57983,https://www.youtube.com/watch?v=YwjS16dfu9w
璐洛洛,45900,4384089,9660,46999,https://www.youtube.com/watch?v=uCmwqXj9Jic
悠白,35600,952601,4693,6899,https://www.youtube.com/watch?v=TOOUuTKAVAY
虎妮,35300,1124836,2086,7918,https://www.youtube.com/watch?v=pYmZ7I8jkwM
泰多貝亞,33700,708127,12424,35402,https://www.youtube.com/watch?v=kdpMXHeO-u4
兔姬,29700,999463,5107,6579,https://www.youtube.com/watch?v=HwhgAxuBnJ0
Asa Ifrit,27400,955058,6531,10157,https://www.youtube.com/watch?v=NhLipopje4k
灰名,24000,717154,6117,35702,https://www.youtube.com/watch?v=M1C9p9kmVLk
空,20800,1289318,1021,11895,https://www.youtube.com/watch?v=DuJwYt9mNco
Naya,18600,4687197,1153,5317,https://www.youtube.com/watch?v=Uz7aTAyp2-4
藤乃熊,16500,70956,502,1004,https://www.youtube.com/watch?v=glVwDID_SpQ
三毛,15400,696872,5375,14492,https://www.youtube.com/watch?v=YctgSgYk7cY
水野魚娜,15200,666957,4234,8344,https://www.youtube.com/watch?v=8wTi3eeb-wg
平平子,15100,231705,4482,8904,https://www.youtube.com/watch?v=zEHJINkdhSA
鼠屋栗太,14500,160420,775,1751,https://www.youtube.com/watch?v=724OId7VYro
十五號,12600,220290,4622,13741,https://www.youtube.com/watch?v=DL0OJ5Z4ItA
諳石,11300,2652644,249,2380,https://www.youtube.com/watch?v=8B2FgiBWmpQ
一介,10800,738329,511,577,https://www.youtube.com/watch?v=42dh_tsODlk
星見遙,10000,289990,1038,3094,https://www.youtube.com/watch?v=AYjGVjtWbpU
須多夜花,9480,140741,2206,7614,https://www.youtube.com/watch?v=a6AY-ea-OGM
蕾兒,8100,174696,1257,2497,https://www.youtube.com/watch?v=_mNIMhZfJBI
風絮,6480,42130,156,488,https://www.youtube.com/watch?v=dTSKpIyqAUs
祈菈‧貝希毛絲,6400,371849,2102,4507,https://www.youtube.com/watch?v=Zb8r9pJYVOY
TSMATCH火柴,5900,135567,560,929,https://www.youtube.com/watch?v=zoYWJwJeonU
夏日葵,5690,309666,432,9173,https://www.youtube.com/watch?v=ch_qIhqWfVw
姬宮優花,5590,98284,429,588,https://www.youtube.com/watch?v=_t8Fpt3YBKk
魔法!,5580,1757017,453,510,https://www.youtube.com/watch?v=NoPKE5zooAg
いくせん,5540,346455,232,792,https://www.youtube.com/watch?v=57YNeYFEepY
瀰婭,5390,198234,565,1410,https://www.youtube.com/watch?v=MFhTssWx-2s
邱可,5340,59330,711,1892,https://www.youtube.com/watch?v=I0rBWVEc7CU
希靈,5160,79481,1166,2932,https://www.youtube.com/watch?v=RywQ9FtIl_E
綾瑞香,5100,241083,1814,4938,https://www.youtube.com/watch?v=H_cKXlJISPg
LMPAPER,4820,416115,68,94,https://www.youtube.com/watch?v=leYM9iQI7gs
夏莎莎,4810,42252,878,3295,https://www.youtube.com/watch?v=IxIONNW-6FA
祈霓,4680,49357,622,1611,https://www.youtube.com/watch?v=6ThtBDi_Y6Q
貝莉莓,4300,36621,851,5163,https://www.youtube.com/watch?v=iwXh9Km2q2A
綾賢ラピス,4270,51618,309,648,https://www.youtube.com/watch?v=EjgVWAa_GR4
Lumina,4150,150489,225,376,https://www.youtube.com/watch?v=883qyMFEt7I
蝦拉拉,3850,117380,842,2169,https://www.youtube.com/watch?v=Yzsb1RHAEvg
楠橋詩耶,3740,98177,244,581,https://www.youtube.com/watch?v=a4HCEKpGHCI
秋月莉莉卡,3460,35289,727,1830,https://www.youtube.com/watch?v=sS1bu8pN8Aw
卡滋可可,3320,104868,434,1499,https://www.youtube.com/watch?v=6J4iZxXTk_0
天堂密室,3300,70530,1924,6803,https://www.youtube.com/watch?v=HQgMtHmFN94
醬油Mochi,0,138736,1239,2494,https://www.youtube.com/watch?v=ZhIWDnQ531I
