Display Name,YouTube Subscriber Count,YouTube View Count,YouTube Recent Median View Count,YouTube Recent Highest View Count,YouTube Recent Highest Viewed Video URL,Twitch Follower Count,Twitch Recent Median View Count,Twitch Recent Highest View Count,Twitch Recent Highest Viewed Video URL
鬼鬼,812000,255600644,40717,126553,https://www.youtube.com/watch?v=aKYkhvsH0Wo,0,0,0,
杏仁ミル,320000,18902829,13302,42234,https://www.youtube.com/watch?v=_OTn1vq2tbo,15211,11132,21920,https://www.twitch.tv/videos/1024620917
梓凜,275000,21756564,1597,3998,https://www.youtube.com/watch?v=6fX1sZIh_C4,0,0,0,
高雄林小姐,104000,27813317,4324,10048,https://www.youtube.com/watch?v=EIQGteMBX0s,0,0,0,
鳥羽樂奈,52100,3294359,8266,29148,https://www.youtube.com/watch?v=LkG6T6sjqhc,1210,0,0,
香草奈若,48100,4651229,15759,65634,https://www.youtube.com/watch?v=YwjS16dfu9w,0,0,0,
璐洛洛,46600,4500070,10410,48520,https://www.youtube.com/watch?v=uCmwqXj9Jic,4085,493,1530,https://www.twitch.tv/videos/1016636371
悠白,36600,1021591,5065,19126,https://www.youtube.com/watch?v=EGWxy8QCEWU,0,0,0,
虎妮,35400,1136134,2219,8114,https://www.youtube.com/watch?v=pYmZ7I8jkwM,19,0,0,
泰多貝亞,35200,774221,14400,27320,https://www.youtube.com/watch?v=RI_5PT0Jo0Y,0,0,0,
兔姬,30400,1009343,4613,7152,https://www.youtube.com/watch?v=HwhgAxuBnJ0,0,0,0,
Asa Ifrit,27800,1010815,5620,10433,https://www.youtube.com/watch?v=NhLipopje4k,0,0,0,
灰名,25100,780163,6668,13566,https://www.youtube.com/watch?v=x4NvTiJhj2g,0,0,0,
空,21100,1331717,1008,16599,https://www.youtube.com/watch?v=maTvIFUp3uA,0,0,0,
Naya,18600,4691337,1092,5372,https://www.youtube.com/watch?v=Uz7aTAyp2-4,3161,203,203,https://www.twitch.tv/videos/1019899928
藤乃熊,17200,74901,577,886,https://www.youtube.com/watch?v=CCWRB20uew0,0,0,0,
平平子,16000,257589,4595,8776,https://www.youtube.com/watch?v=pbdi6ehnF7Y,0,0,0,
三毛,15900,754200,5369,15014,https://www.youtube.com/watch?v=YctgSgYk7cY,0,0,0,
水野魚娜,15900,712178,4053,8548,https://www.youtube.com/watch?v=8wTi3eeb-wg,312,0,0,
鼠屋栗太,14800,172293,922,2773,https://www.youtube.com/watch?v=5TyghUwzloc,0,0,0,
十五號,14600,270117,4847,18520,https://www.youtube.com/watch?v=4xch0T4J4KA,0,0,0,
諳石,11400,2664081,290,4912,https://www.youtube.com/watch?v=8B2FgiBWmpQ,1372,14,27,https://www.twitch.tv/videos/1011874904
一介,10800,741310,525,525,https://www.youtube.com/watch?v=VLra9iWZkms,0,0,0,
