Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount,HighestViewedVideoURL
鬼鬼,811000,257119120,39979,146687,https://www.youtube.com/watch?v=xEdIqLLcJU4
杏仁ミル,320000,18715070,16563,42142,https://www.youtube.com/watch?v=H9QS3VL-D8M
梓凜,275000,21739583,1518,3742,https://www.youtube.com/watch?v=6fX1sZIh_C4
高雄林小姐,104000,27725499,4306,7315,https://www.youtube.com/watch?v=Rv1NpAYt8OU
鳥羽樂奈,51600,3214522,8200,28209,https://www.youtube.com/watch?v=LkG6T6sjqhc
香草奈若,47200,4406274,17489,57590,https://www.youtube.com/watch?v=YwjS16dfu9w
璐洛洛,45900,4370272,9548,46878,https://www.youtube.com/watch?v=uCmwqXj9Jic
悠白,35500,945666,4662,6862,https://www.youtube.com/watch?v=TOOUuTKAVAY
虎妮,35300,1124142,2075,7909,https://www.youtube.com/watch?v=pYmZ7I8jkwM
泰多貝亞,33600,695257,12475,35286,https://www.youtube.com/watch?v=kdpMXHeO-u4
兔姬,29700,998596,5096,6567,https://www.youtube.com/watch?v=HwhgAxuBnJ0
Asa Ifrit,27300,961535,6491,10141,https://www.youtube.com/watch?v=NhLipopje4k
灰名,24000,704339,6310,35572,https://www.youtube.com/watch?v=M1C9p9kmVLk
空,20800,1287759,977,11893,https://www.youtube.com/watch?v=DuJwYt9mNco
Naya,18600,4686693,1152,5311,https://www.youtube.com/watch?v=Uz7aTAyp2-4
藤乃熊,16400,70180,483,984,https://www.youtube.com/watch?v=glVwDID_SpQ
三毛,15400,688695,5392,14467,https://www.youtube.com/watch?v=YctgSgYk7cY
水野魚娜,15200,653941,4265,8323,https://www.youtube.com/watch?v=8wTi3eeb-wg
平平子,15100,225178,4608,8878,https://www.youtube.com/watch?v=zEHJINkdhSA
鼠屋栗太,14500,158685,742,1751,https://www.youtube.com/watch?v=724OId7VYro
十五號,12500,211905,4598,13690,https://www.youtube.com/watch?v=DL0OJ5Z4ItA
諳石,11300,2650615,249,1906,https://www.youtube.com/watch?v=8B2FgiBWmpQ
一介,10800,737974,504,567,https://www.youtube.com/watch?v=42dh_tsODlk
星見遙,10000,288718,1050,3087,https://www.youtube.com/watch?v=xnJVAa1GUJk
須多夜花,9480,138477,2281,7601,https://www.youtube.com/watch?v=a6AY-ea-OGM
蕾兒,8100,172359,1192,2495,https://www.youtube.com/watch?v=_mNIMhZfJBI
風絮,6480,42074,156,486,https://www.youtube.com/watch?v=dTSKpIyqAUs
祈菈‧貝希毛絲,6380,368303,2028,4481,https://www.youtube.com/watch?v=Zb8r9pJYVOY
TSMATCH火柴,5900,135435,558,929,https://www.youtube.com/watch?v=zoYWJwJeonU
夏日葵,5690,309521,429,9134,https://www.youtube.com/watch?v=ch_qIhqWfVw
姬宮優花,5590,97831,451,586,https://www.youtube.com/watch?v=_t8Fpt3YBKk
魔法!,5580,1756326,450,508,https://www.youtube.com/watch?v=NoPKE5zooAg
いくせん,5540,345291,231,792,https://www.youtube.com/watch?v=57YNeYFEepY
瀰婭,5380,197571,566,1409,https://www.youtube.com/watch?v=MFhTssWx-2s
邱可,5340,58666,710,1889,https://www.youtube.com/watch?v=I0rBWVEc7CU
希靈,5160,77042,1210,2926,https://www.youtube.com/watch?v=RywQ9FtIl_E
綾瑞香,5080,237196,1787,4867,https://www.youtube.com/watch?v=H_cKXlJISPg
LMPAPER,4820,416047,66,91,https://www.youtube.com/watch?v=leYM9iQI7gs
夏莎莎,4810,42161,878,3293,https://www.youtube.com/watch?v=IxIONNW-6FA
祈霓,4680,49202,617,1607,https://www.youtube.com/watch?v=6ThtBDi_Y6Q
綾賢ラピス,4270,51588,325,877,https://www.youtube.com/watch?v=iHfpTz8VLI0
貝莉莓,4260,34934,848,5157,https://www.youtube.com/watch?v=iwXh9Km2q2A
Lumina,4150,150292,225,402,https://www.youtube.com/watch?v=883qyMFEt7I
蝦拉拉,3840,117114,825,2132,https://www.youtube.com/watch?v=Yzsb1RHAEvg
楠橋詩耶,3730,97829,241,575,https://www.youtube.com/watch?v=a4HCEKpGHCI
秋月莉莉卡,3450,34181,749,1826,https://www.youtube.com/watch?v=sS1bu8pN8Aw
卡滋可可,3320,104830,406,1499,https://www.youtube.com/watch?v=6J4iZxXTk_0
天堂密室,3300,68233,1919,6788,https://www.youtube.com/watch?v=HQgMtHmFN94
醬油Mochi,0,136931,1227,2493,https://www.youtube.com/watch?v=ZhIWDnQ531I
