Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount,HighestViewedVideoURL
鬼鬼,811000,256564610,43061,124541,https://www.youtube.com/watch?v=xEdIqLLcJU4
杏仁ミル,319000,18639222,17772,40094,https://www.youtube.com/watch?v=H9QS3VL-D8M
梓凜,276000,21727925,1608,5179,https://www.youtube.com/watch?v=iXakeVY8l_s
高雄林小姐,104000,27683516,4442,9248,https://www.youtube.com/watch?v=BE12OcNDvGY
鳥羽樂奈,51000,3114424,8264,25485,https://www.youtube.com/watch?v=bmQOA44dbNE
香草奈若,46500,4243021,17028,54813,https://www.youtube.com/watch?v=FJvPw15zPOc
璐洛洛,45200,4241580,4173,44680,https://www.youtube.com/watch?v=uCmwqXj9Jic
虎妮,35300,1115892,2026,7790,https://www.youtube.com/watch?v=pYmZ7I8jkwM
悠白,34900,919087,5282,6665,https://www.youtube.com/watch?v=tPS7LTN-xBo
泰多貝亞,32700,609769,12069,33431,https://www.youtube.com/watch?v=kdpMXHeO-u4
兔姬,29400,988857,4931,8039,https://www.youtube.com/watch?v=tG12m1QgOTM
Asa Ifrit,26900,929621,4391,11823,https://www.youtube.com/watch?v=worGj9FJSE0
灰名,22700,642709,6090,33061,https://www.youtube.com/watch?v=M1C9p9kmVLk
喵太,22500,570477,4839,4839,https://www.youtube.com/watch?v=nczLpp4FyzY
空,21000,1273390,910,11868,https://www.youtube.com/watch?v=DuJwYt9mNco
Naya,18600,4681536,1189,5241,https://www.youtube.com/watch?v=Uz7aTAyp2-4
藤乃熊,16500,67561,497,6358,https://www.youtube.com/watch?v=jWqywYzCeV8
三毛,15000,655912,5393,13880,https://www.youtube.com/watch?v=YctgSgYk7cY
水野魚娜,14700,627269,4233,8201,https://www.youtube.com/watch?v=uZU_Yf4kqHY
鼠屋栗太,14400,150031,781,1731,https://www.youtube.com/watch?v=724OId7VYro
平平子,14400,204610,4570,8601,https://www.youtube.com/watch?v=zEHJINkdhSA
十五號,11700,192086,4613,12902,https://www.youtube.com/watch?v=DL0OJ5Z4ItA
諳石,11200,2642506,250,792,https://www.youtube.com/watch?v=_TqfYSGte84
星見遙,9830,278602,1052,2997,https://www.youtube.com/watch?v=xnJVAa1GUJk
須多夜花,9120,123819,2385,7968,https://www.youtube.com/watch?v=jJDtGWDHchw
蕾兒,8020,170161,1310,2467,https://www.youtube.com/watch?v=jYE6fxHCLbc
風絮,6470,40358,162,261,https://www.youtube.com/watch?v=1ZduTcDiTj8
TSMATCH火柴,5820,131166,576,917,https://www.youtube.com/watch?v=zoYWJwJeonU
祈菈‧貝希毛絲,5790,355276,1818,6274,https://www.youtube.com/watch?v=EeG4CIJUGQI
夏日葵,5660,307610,402,8734,https://www.youtube.com/watch?v=ch_qIhqWfVw
魔法!,5580,1752601,389,436,https://www.youtube.com/watch?v=P1NBHihxhW8
姬宮優花,5560,96547,465,740,https://www.youtube.com/watch?v=H_xxJmsdmBI
いくせん,5430,341881,216,776,https://www.youtube.com/watch?v=57YNeYFEepY
邱可,5320,57713,720,1855,https://www.youtube.com/watch?v=I0rBWVEc7CU
瀰婭,5260,193723,496,1395,https://www.youtube.com/watch?v=MFhTssWx-2s
希靈,5020,69332,1409,2944,https://www.youtube.com/watch?v=-1RzMgDh7Hw
綾瑞香,4890,208207,651,1551,https://www.youtube.com/watch?v=B9uHZNegTsQ
LMPAPER,4810,415574,186,292,https://www.youtube.com/watch?v=aj-upnSdv5U
夏莎莎,4780,39967,795,3214,https://www.youtube.com/watch?v=IxIONNW-6FA
祈霓,4650,46636,899,1575,https://www.youtube.com/watch?v=6ThtBDi_Y6Q
綾賢ラピス,4250,51394,307,868,https://www.youtube.com/watch?v=iHfpTz8VLI0
Lumina,4140,148695,196,217,https://www.youtube.com/watch?v=17Ex_KG3NAA
貝莉莓,3880,27224,715,5073,https://www.youtube.com/watch?v=iwXh9Km2q2A
蝦拉拉,3760,114468,1007,1566,https://www.youtube.com/watch?v=Yzsb1RHAEvg
楠橋詩耶,3700,97543,256,440,https://www.youtube.com/watch?v=KsPmaCb0AI8
秋月莉莉卡,3400,32748,898,5260,https://www.youtube.com/watch?v=z9mKyEh68NQ
卡滋可可,3280,102899,348,1444,https://www.youtube.com/watch?v=6J4iZxXTk_0
天堂密室,3180,61062,2127,9094,https://www.youtube.com/watch?v=Z9tD0EmJuGQ
罷工,3160,79595,138,2523,https://www.youtube.com/watch?v=JV2MaD4YqqU
狐媚娘‧達亞,3160,60294,468,2888,https://www.youtube.com/watch?v=bdBav-0sJtI
観空部,3080,146005,378,602,https://www.youtube.com/watch?v=F_PWv99QRQU
艾黎,3040,32182,333,1030,https://www.youtube.com/watch?v=isDU4y9SOGc
Joyce昕,3030,301260,152,263,https://www.youtube.com/watch?v=0t04dqWLy3Y
櫻野露,3020,79413,451,753,https://www.youtube.com/watch?v=xNZhjYYRT8A
明石巴,2950,16172,265,300,https://www.youtube.com/watch?v=qSo8NsGSeWA
南琳,2660,22698,167,390,https://www.youtube.com/watch?v=-hXnomylRfw
布魯斯,2620,31889,1115,8216,https://www.youtube.com/watch?v=2zpBetbVcr0
星形KARAS,2610,377791,339,619,https://www.youtube.com/watch?v=REFRwtEHzYI
撇嘴耳包前滾翻,2610,134579,446,651,https://www.youtube.com/watch?v=b_4VL4UG2tM
uiru,2460,58783,310,637,https://www.youtube.com/watch?v=xZ97wAoY2w4
小森,2450,22259,524,3057,https://www.youtube.com/watch?v=mHKoXmqu5Dg
鬼塚魅華,2380,12358,441,2013,https://www.youtube.com/watch?v=jFOBsP4-dLI
仙貝兔兔,2360,152703,426,1112,https://www.youtube.com/watch?v=vT1I6x1lMxM
Shaya,2360,96895,303,459,https://www.youtube.com/watch?v=gx2HRZeVHNk
砂糖,2330,372853,0,0,
西園寺兆兆,2330,43650,368,814,https://www.youtube.com/watch?v=s4zzq5fiLSA
塔芭絲可,2330,26329,487,1883,https://www.youtube.com/watch?v=EXrkEcmcrh0
蘭希,2280,309417,308,930,https://www.youtube.com/watch?v=lKC6Gul-5To
櫻坂くりこ,2280,97883,231,450,https://www.youtube.com/watch?v=s_2Ow9yB6eI
斜胖,2220,48239,523,1142,https://www.youtube.com/watch?v=UNBYMpfM1a4
鴨鴨伊比,2210,32754,899,3882,https://www.youtube.com/watch?v=DaBoaPwwvSU
貓耳小宇,2120,76292,6,36,https://www.youtube.com/watch?v=E3a2t-2VP2s
海姬依莉亞,2100,31737,465,2702,https://www.youtube.com/watch?v=obL3wWlhVt4
希莉亞,2090,91209,2061,4033,https://www.youtube.com/watch?v=qlcRS8JVRJ4
周默,2090,39948,387,736,https://www.youtube.com/watch?v=h7egOtmeUe0
墨子,2070,63954,53,284,https://www.youtube.com/watch?v=igNXBm4T6_8
羽蔚陌攸,2060,27702,63,63,https://www.youtube.com/watch?v=JZji3JRnbeM
喵控,2050,38781,130,227,https://www.youtube.com/watch?v=RgNylKk_6jc
雨宮夢,1950,43972,170,235,https://www.youtube.com/watch?v=19iWbgMxktA
水手緞帶,1940,92026,210,728,https://www.youtube.com/watch?v=t0yzoc8LrG4
希爾艾姆,1930,39354,169,485,https://www.youtube.com/watch?v=vrjxwR1RRDc
草莓電波,1900,22572,0,0,
嗚夫沃夫,1880,52349,1319,4638,https://www.youtube.com/watch?v=hEAGT872CME
蛋塔レイ,1740,67793,74,120,https://www.youtube.com/watch?v=2QvMcqbj0Qs
冬華凜,1740,25535,261,1058,https://www.youtube.com/watch?v=y_N41odEv74
茂矢門,1720,90196,243,479,https://www.youtube.com/watch?v=vbeho1fH1wc
詠星優宇奈,1720,23689,360,961,https://www.youtube.com/watch?v=LMgT2pG2fCI
