Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount,HighestViewedVideoURL
鬼鬼,812000,257359084,41674,152660,https://www.youtube.com/watch?v=xEdIqLLcJU4
杏仁ミル,320000,18756313,16312,43152,https://www.youtube.com/watch?v=H9QS3VL-D8M
梓凜,275000,21744356,1512,3815,https://www.youtube.com/watch?v=6fX1sZIh_C4
高雄林小姐,104000,27743710,4353,7318,https://www.youtube.com/watch?v=Rv1NpAYt8OU
鳥羽樂奈,51700,3235847,7724,28469,https://www.youtube.com/watch?v=LkG6T6sjqhc
香草奈若,47400,4481725,18105,58912,https://www.youtube.com/watch?v=YwjS16dfu9w
璐洛洛,46100,4404959,10074,47260,https://www.youtube.com/watch?v=uCmwqXj9Jic
悠白,35700,963105,4866,8215,https://www.youtube.com/watch?v=EGWxy8QCEWU
虎妮,35300,1125536,2107,7944,https://www.youtube.com/watch?v=pYmZ7I8jkwM
泰多貝亞,33900,715586,12585,35794,https://www.youtube.com/watch?v=kdpMXHeO-u4
兔姬,29800,1000608,5180,6632,https://www.youtube.com/watch?v=HwhgAxuBnJ0
Asa Ifrit,27400,957200,6638,10205,https://www.youtube.com/watch?v=NhLipopje4k
灰名,24200,726186,6179,36097,https://www.youtube.com/watch?v=M1C9p9kmVLk
空,20900,1296869,1027,11898,https://www.youtube.com/watch?v=DuJwYt9mNco
Naya,18600,4687839,1160,5320,https://www.youtube.com/watch?v=Uz7aTAyp2-4
藤乃熊,16800,72122,502,1064,https://www.youtube.com/watch?v=glVwDID_SpQ
三毛,15500,709058,5244,14580,https://www.youtube.com/watch?v=YctgSgYk7cY
水野魚娜,15300,665198,4320,8383,https://www.youtube.com/watch?v=8wTi3eeb-wg
平平子,15200,236672,4506,8953,https://www.youtube.com/watch?v=zEHJINkdhSA
鼠屋栗太,14600,161120,778,1762,https://www.youtube.com/watch?v=724OId7VYro
十五號,12700,222613,4698,13890,https://www.youtube.com/watch?v=DL0OJ5Z4ItA
諳石,11300,2654611,244,3019,https://www.youtube.com/watch?v=8B2FgiBWmpQ
一介,10800,738822,520,587,https://www.youtube.com/watch?v=42dh_tsODlk
星見遙,10000,290457,1038,3121,https://www.youtube.com/watch?v=xnJVAa1GUJk
須多夜花,9580,144253,2418,7629,https://www.youtube.com/watch?v=a6AY-ea-OGM
蕾兒,8120,176270,1164,2502,https://www.youtube.com/watch?v=_mNIMhZfJBI
風絮,6480,42385,156,491,https://www.youtube.com/watch?v=dTSKpIyqAUs
祈菈‧貝希毛絲,6450,372549,2146,4545,https://www.youtube.com/watch?v=Zb8r9pJYVOY
TSMATCH火柴,5910,135730,563,930,https://www.youtube.com/watch?v=zoYWJwJeonU
夏日葵,5700,309832,410,9234,https://www.youtube.com/watch?v=ch_qIhqWfVw
魔法!,5590,1757834,457,537,https://www.youtube.com/watch?v=NoPKE5zooAg
姬宮優花,5590,98377,408,591,https://www.youtube.com/watch?v=_t8Fpt3YBKk
いくせん,5550,347329,248,792,https://www.youtube.com/watch?v=57YNeYFEepY
瀰婭,5400,199053,566,1335,https://www.youtube.com/watch?v=XmKVVhxDidw
邱可,5340,60126,682,1896,https://www.youtube.com/watch?v=I0rBWVEc7CU
希靈,5180,78962,1218,2941,https://www.youtube.com/watch?v=RywQ9FtIl_E
綾瑞香,5140,246822,1956,5057,https://www.youtube.com/watch?v=H_cKXlJISPg
LMPAPER,4820,416185,27,107,https://www.youtube.com/watch?v=leYM9iQI7gs
夏莎莎,4820,42289,878,3308,https://www.youtube.com/watch?v=IxIONNW-6FA
祈霓,4690,49472,628,1617,https://www.youtube.com/watch?v=6ThtBDi_Y6Q
貝莉莓,4360,37670,855,5178,https://www.youtube.com/watch?v=iwXh9Km2q2A
綾賢ラピス,4270,51707,309,676,https://www.youtube.com/watch?v=EjgVWAa_GR4
Lumina,4150,150568,225,405,https://www.youtube.com/watch?v=883qyMFEt7I
蝦拉拉,3860,117915,792,2254,https://www.youtube.com/watch?v=Yzsb1RHAEvg
楠橋詩耶,3750,98230,246,588,https://www.youtube.com/watch?v=a4HCEKpGHCI
秋月莉莉卡,3480,36051,709,1832,https://www.youtube.com/watch?v=sS1bu8pN8Aw
天堂密室,3330,72370,1718,6850,https://www.youtube.com/watch?v=HQgMtHmFN94
卡滋可可,3320,104947,406,1501,https://www.youtube.com/watch?v=6J4iZxXTk_0
醬油Mochi,0,140786,1231,2496,https://www.youtube.com/watch?v=ZhIWDnQ531I
