Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount,HighestViewedVideoURL
鬼鬼,811000,256564610,42293,128680,https://www.youtube.com/watch?v=xEdIqLLcJU4
杏仁ミル,319000,18639222,17830,40446,https://www.youtube.com/watch?v=H9QS3VL-D8M
梓凜,276000,21727925,1638,5530,https://www.youtube.com/watch?v=iXakeVY8l_s
高雄林小姐,104000,27683516,4429,9248,https://www.youtube.com/watch?v=BE12OcNDvGY
鳥羽樂奈,51100,3114424,8175,26025,https://www.youtube.com/watch?v=LkG6T6sjqhc
香草奈若,46600,4269798,16844,55044,https://www.youtube.com/watch?v=FJvPw15zPOc
璐洛洛,45300,4241580,4424,45072,https://www.youtube.com/watch?v=uCmwqXj9Jic
虎妮,35300,1115892,2004,7823,https://www.youtube.com/watch?v=pYmZ7I8jkwM
悠白,34900,919087,5217,6711,https://www.youtube.com/watch?v=tPS7LTN-xBo
泰多貝亞,32800,609769,12237,33750,https://www.youtube.com/watch?v=kdpMXHeO-u4
兔姬,29400,988857,4946,8054,https://www.youtube.com/watch?v=tG12m1QgOTM
Asa Ifrit,26900,929621,4627,11892,https://www.youtube.com/watch?v=worGj9FJSE0
灰名,22900,642709,6160,33476,https://www.youtube.com/watch?v=M1C9p9kmVLk
喵太,22500,570925,4872,4872,https://www.youtube.com/watch?v=nczLpp4FyzY
空,20800,1273390,923,11875,https://www.youtube.com/watch?v=DuJwYt9mNco
Naya,18600,4681536,1163,5248,https://www.youtube.com/watch?v=Uz7aTAyp2-4
藤乃熊,16000,67561,514,6383,https://www.youtube.com/watch?v=jWqywYzCeV8
三毛,15000,655912,5398,14000,https://www.youtube.com/watch?v=YctgSgYk7cY
水野魚娜,14700,632138,4268,8199,https://www.youtube.com/watch?v=uZU_Yf4kqHY
平平子,14500,204610,4460,8630,https://www.youtube.com/watch?v=zEHJINkdhSA
鼠屋栗太,14400,150031,782,1736,https://www.youtube.com/watch?v=724OId7VYro
十五號,11900,192086,4511,13010,https://www.youtube.com/watch?v=DL0OJ5Z4ItA
諳石,11200,2642506,256,802,https://www.youtube.com/watch?v=_TqfYSGte84
星見遙,9840,278602,1040,3013,https://www.youtube.com/watch?v=xnJVAa1GUJk
須多夜花,9220,123819,2396,8000,https://www.youtube.com/watch?v=jJDtGWDHchw
蕾兒,8030,170161,1252,2476,https://www.youtube.com/watch?v=_mNIMhZfJBI
風絮,6470,40358,172,205,https://www.youtube.com/watch?v=xcGFG2AtnT4
祈菈‧貝希毛絲,5890,355276,1891,6313,https://www.youtube.com/watch?v=EeG4CIJUGQI
TSMATCH火柴,5830,131166,582,920,https://www.youtube.com/watch?v=zoYWJwJeonU
夏日葵,5670,307610,399,8774,https://www.youtube.com/watch?v=ch_qIhqWfVw
魔法!,5580,1752601,397,445,https://www.youtube.com/watch?v=P1NBHihxhW8
姬宮優花,5570,96547,453,595,https://www.youtube.com/watch?v=n6zdFsQEEK8
いくせん,5430,341881,216,778,https://www.youtube.com/watch?v=57YNeYFEepY
邱可,5330,57713,710,1860,https://www.youtube.com/watch?v=I0rBWVEc7CU
瀰婭,5280,193723,547,1398,https://www.youtube.com/watch?v=MFhTssWx-2s
希靈,5050,69332,1315,2959,https://www.youtube.com/watch?v=-1RzMgDh7Hw
綾瑞香,4900,208207,654,1578,https://www.youtube.com/watch?v=B9uHZNegTsQ
LMPAPER,4810,415574,190,300,https://www.youtube.com/watch?v=aj-upnSdv5U
夏莎莎,4790,39967,798,3229,https://www.youtube.com/watch?v=IxIONNW-6FA
祈霓,4660,46636,916,1578,https://www.youtube.com/watch?v=6ThtBDi_Y6Q
綾賢ラピス,4240,51394,307,871,https://www.youtube.com/watch?v=iHfpTz8VLI0
Lumina,4150,148817,202,220,https://www.youtube.com/watch?v=17Ex_KG3NAA
貝莉莓,3920,27224,752,5088,https://www.youtube.com/watch?v=iwXh9Km2q2A
蝦拉拉,3770,114468,1021,1631,https://www.youtube.com/watch?v=Yzsb1RHAEvg
楠橋詩耶,3700,97543,256,463,https://www.youtube.com/watch?v=a4HCEKpGHCI
秋月莉莉卡,3410,32748,835,3059,https://www.youtube.com/watch?v=Y7l26CuSRrc
卡滋可可,3290,102899,368,1471,https://www.youtube.com/watch?v=6J4iZxXTk_0
天堂密室,3210,61062,2073,6645,https://www.youtube.com/watch?v=HQgMtHmFN94
狐媚娘‧達亞,3170,60967,465,2888,https://www.youtube.com/watch?v=bdBav-0sJtI
罷工,3160,79595,138,2526,https://www.youtube.com/watch?v=JV2MaD4YqqU
観空部,3080,146005,340,606,https://www.youtube.com/watch?v=F_PWv99QRQU
艾黎,3040,32182,335,1034,https://www.youtube.com/watch?v=isDU4y9SOGc
Joyce昕,3030,301260,155,278,https://www.youtube.com/watch?v=0t04dqWLy3Y
櫻野露,3030,79413,441,754,https://www.youtube.com/watch?v=xNZhjYYRT8A
南琳,2660,22869,155,397,https://www.youtube.com/watch?v=-hXnomylRfw
布魯斯,2640,31889,1120,8227,https://www.youtube.com/watch?v=2zpBetbVcr0
明石巴,2590,16172,267,302,https://www.youtube.com/watch?v=qSo8NsGSeWA
希莉亞,2090,91209,2061,4034,https://www.youtube.com/watch?v=qlcRS8JVRJ4
嗚夫沃夫,1900,52349,1324,2925,https://www.youtube.com/watch?v=W6XGSfJ7kbs
醬油Mochi,0,129004,1243,2469,https://www.youtube.com/watch?v=ZhIWDnQ531I
