Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount,HighestViewedVideoURL
鬼鬼,811000,257359084,41647,152370,https://www.youtube.com/watch?v=xEdIqLLcJU4
杏仁ミル,320000,18756313,16301,43039,https://www.youtube.com/watch?v=H9QS3VL-D8M
梓凜,275000,21744356,1523,3812,https://www.youtube.com/watch?v=6fX1sZIh_C4
高雄林小姐,104000,27743710,4353,7318,https://www.youtube.com/watch?v=Rv1NpAYt8OU
鳥羽樂奈,51700,3235847,7621,28454,https://www.youtube.com/watch?v=LkG6T6sjqhc
香草奈若,47400,4481725,18097,58827,https://www.youtube.com/watch?v=YwjS16dfu9w
璐洛洛,46100,4404959,10073,47234,https://www.youtube.com/watch?v=uCmwqXj9Jic
悠白,35700,963105,4859,8084,https://www.youtube.com/watch?v=EGWxy8QCEWU
虎妮,35300,1125536,2107,7941,https://www.youtube.com/watch?v=pYmZ7I8jkwM
泰多貝亞,33900,715586,12578,35762,https://www.youtube.com/watch?v=kdpMXHeO-u4
兔姬,29800,1000608,5177,6622,https://www.youtube.com/watch?v=HwhgAxuBnJ0
Asa Ifrit,27400,957200,6630,10204,https://www.youtube.com/watch?v=NhLipopje4k
灰名,24200,726186,6141,36047,https://www.youtube.com/watch?v=M1C9p9kmVLk
空,20900,1296869,1027,11897,https://www.youtube.com/watch?v=DuJwYt9mNco
Naya,18600,4687839,1159,5319,https://www.youtube.com/watch?v=Uz7aTAyp2-4
藤乃熊,16700,72122,487,1061,https://www.youtube.com/watch?v=glVwDID_SpQ
三毛,15500,709058,5240,14566,https://www.youtube.com/watch?v=YctgSgYk7cY
水野魚娜,15300,665198,4320,8381,https://www.youtube.com/watch?v=8wTi3eeb-wg
平平子,15200,236672,4503,8951,https://www.youtube.com/watch?v=zEHJINkdhSA
鼠屋栗太,14600,161120,747,1762,https://www.youtube.com/watch?v=724OId7VYro
十五號,12700,222613,4711,13886,https://www.youtube.com/watch?v=DL0OJ5Z4ItA
諳石,11300,2654611,247,2999,https://www.youtube.com/watch?v=8B2FgiBWmpQ
一介,10800,738822,520,587,https://www.youtube.com/watch?v=42dh_tsODlk
星見遙,10000,290457,1038,3115,https://www.youtube.com/watch?v=AYjGVjtWbpU
須多夜花,9570,144253,2290,7627,https://www.youtube.com/watch?v=a6AY-ea-OGM
蕾兒,8120,176270,1163,2501,https://www.youtube.com/watch?v=_mNIMhZfJBI
風絮,6480,42385,156,491,https://www.youtube.com/watch?v=dTSKpIyqAUs
祈菈‧貝希毛絲,6440,372549,2122,4540,https://www.youtube.com/watch?v=Zb8r9pJYVOY
TSMATCH火柴,5910,135730,562,930,https://www.youtube.com/watch?v=zoYWJwJeonU
夏日葵,5700,309832,432,9230,https://www.youtube.com/watch?v=ch_qIhqWfVw
魔法!,5590,1757834,457,531,https://www.youtube.com/watch?v=NoPKE5zooAg
姬宮優花,5590,98377,408,589,https://www.youtube.com/watch?v=_t8Fpt3YBKk
いくせん,5550,347329,265,792,https://www.youtube.com/watch?v=57YNeYFEepY
