Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount,HighestViewedVideoURL
鬼鬼,812000,257442773,45080,156538,https://www.youtube.com/watch?v=xEdIqLLcJU4
杏仁ミル,319000,18766644,16430,43883,https://www.youtube.com/watch?v=H9QS3VL-D8M
梓凜,275000,21746210,1527,3854,https://www.youtube.com/watch?v=6fX1sZIh_C4
高雄林小姐,104000,27750681,4387,6849,https://www.youtube.com/watch?v=EIQGteMBX0s
鳥羽樂奈,51800,3243125,7526,28616,https://www.youtube.com/watch?v=LkG6T6sjqhc
香草奈若,47600,4508471,17990,60263,https://www.youtube.com/watch?v=YwjS16dfu9w
璐洛洛,46200,4415469,9960,47568,https://www.youtube.com/watch?v=uCmwqXj9Jic
悠白,35900,966991,4954,11173,https://www.youtube.com/watch?v=EGWxy8QCEWU
虎妮,35300,1127658,2071,7988,https://www.youtube.com/watch?v=pYmZ7I8jkwM
泰多貝亞,34200,729102,12743,36272,https://www.youtube.com/watch?v=kdpMXHeO-u4
兔姬,29900,1001638,5243,6756,https://www.youtube.com/watch?v=HwhgAxuBnJ0
Asa Ifrit,27500,961237,5582,10263,https://www.youtube.com/watch?v=NhLipopje4k
灰名,24400,730888,6391,36537,https://www.youtube.com/watch?v=M1C9p9kmVLk
空,20900,1298374,978,11914,https://www.youtube.com/watch?v=DuJwYt9mNco
Naya,18600,4688192,1167,5333,https://www.youtube.com/watch?v=Uz7aTAyp2-4
藤乃熊,16900,72666,516,1114,https://www.youtube.com/watch?v=glVwDID_SpQ
三毛,15600,717779,5218,14701,https://www.youtube.com/watch?v=YctgSgYk7cY
水野魚娜,15400,670759,4255,8425,https://www.youtube.com/watch?v=8wTi3eeb-wg
平平子,15400,237427,4531,9000,https://www.youtube.com/watch?v=zEHJINkdhSA
鼠屋栗太,14600,162147,824,1766,https://www.youtube.com/watch?v=724OId7VYro
十五號,13200,233322,4729,14831,https://www.youtube.com/watch?v=4xch0T4J4KA
諳石,11300,2655964,253,3351,https://www.youtube.com/watch?v=8B2FgiBWmpQ
一介,10800,739150,530,600,https://www.youtube.com/watch?v=42dh_tsODlk
星見遙,10100,291665,1054,3164,https://www.youtube.com/watch?v=xnJVAa1GUJk
須多夜花,9660,149287,2144,4952,https://www.youtube.com/watch?v=XaxMMj4Zqfo
蕾兒,8130,176564,1184,2506,https://www.youtube.com/watch?v=_mNIMhZfJBI
祈菈‧貝希毛絲,6500,373223,2120,4273,https://www.youtube.com/watch?v=IZVLwSNuIe8
風絮,6480,42435,156,462,https://www.youtube.com/watch?v=dTSKpIyqAUs
TSMATCH火柴,5930,135816,531,932,https://www.youtube.com/watch?v=zoYWJwJeonU
夏日葵,5720,309951,414,9317,https://www.youtube.com/watch?v=ch_qIhqWfVw
魔法!,5590,1758449,275,558,https://www.youtube.com/watch?v=NoPKE5zooAg
姬宮優花,5590,98687,413,602,https://www.youtube.com/watch?v=_t8Fpt3YBKk
いくせん,5570,347960,269,792,https://www.youtube.com/watch?v=57YNeYFEepY
瀰婭,5420,199423,562,1161,https://www.youtube.com/watch?v=40O6BxKCAJk
邱可,5340,60254,696,967,https://www.youtube.com/watch?v=gapLfNJiAro
希靈,5200,79254,1167,2958,https://www.youtube.com/watch?v=RywQ9FtIl_E
綾瑞香,5180,251346,2011,5210,https://www.youtube.com/watch?v=H_cKXlJISPg
夏莎莎,4850,42344,878,3343,https://www.youtube.com/watch?v=IxIONNW-6FA
LMPAPER,4820,416267,44,108,https://www.youtube.com/watch?v=leYM9iQI7gs
祈霓,4690,50120,628,1627,https://www.youtube.com/watch?v=6ThtBDi_Y6Q
貝莉莓,4410,39095,860,5193,https://www.youtube.com/watch?v=iwXh9Km2q2A
綾賢ラピス,4280,51850,310,910,https://www.youtube.com/watch?v=EjgVWAa_GR4
Lumina,4150,150848,223,445,https://www.youtube.com/watch?v=883qyMFEt7I
蝦拉拉,3900,118937,794,2430,https://www.youtube.com/watch?v=Yzsb1RHAEvg
楠橋詩耶,3760,98531,250,596,https://www.youtube.com/watch?v=a4HCEKpGHCI
秋月莉莉卡,3580,36139,705,1836,https://www.youtube.com/watch?v=sS1bu8pN8Aw
天堂密室,3370,73999,1710,6881,https://www.youtube.com/watch?v=HQgMtHmFN94
卡滋可可,3330,105150,389,1504,https://www.youtube.com/watch?v=6J4iZxXTk_0
醬油Mochi,0,123395,1207,2501,https://www.youtube.com/watch?v=ZhIWDnQ531I
