Display Name,YouTube Subscriber Count,YouTube View Count,YouTube Recent Median View Count,YouTube Recent Highest View Count,YouTube Recent Highest Viewed Video URL,Twitch Follower Count,Twitch Recent Median View Count,Twitch Recent Highest View Count,Twitch Recent Highest Viewed Video URL
鬼鬼,812000,255702701,40681,126121,https://www.youtube.com/watch?v=aKYkhvsH0Wo,0,0,0,
杏仁ミル,320000,18866915,13009,42194,https://www.youtube.com/watch?v=_OTn1vq2tbo,15195,11123,21672,https://www.twitch.tv/videos/1024620917
梓凜,275000,21754756,1560,3993,https://www.youtube.com/watch?v=6fX1sZIh_C4,0,0,0,
高雄林小姐,104000,27801311,4389,10014,https://www.youtube.com/watch?v=EIQGteMBX0s,0,0,0,
鳥羽樂奈,52100,3279088,8180,29106,https://www.youtube.com/watch?v=LkG6T6sjqhc,1210,0,0,
香草奈若,48000,4627754,15544,65160,https://www.youtube.com/watch?v=YwjS16dfu9w,0,0,0,
璐洛洛,46600,4477743,10369,48422,https://www.youtube.com/watch?v=uCmwqXj9Jic,4085,493,1530,https://www.twitch.tv/videos/1016636371
悠白,36600,1007513,5055,18702,https://www.youtube.com/watch?v=EGWxy8QCEWU,0,0,0,
虎妮,35400,1135278,2182,8101,https://www.youtube.com/watch?v=pYmZ7I8jkwM,19,0,0,
泰多貝亞,35100,757876,14953,37356,https://www.youtube.com/watch?v=kdpMXHeO-u4,0,0,0,
兔姬,30400,1008430,5431,7131,https://www.youtube.com/watch?v=HwhgAxuBnJ0,0,0,0,
Asa Ifrit,27800,1002430,6045,10420,https://www.youtube.com/watch?v=NhLipopje4k,0,0,0,
灰名,25100,773598,6572,13538,https://www.youtube.com/watch?v=x4NvTiJhj2g,0,0,0,
空,21100,1330375,1011,15525,https://www.youtube.com/watch?v=maTvIFUp3uA,0,0,0,
Naya,18600,4691337,1092,5370,https://www.youtube.com/watch?v=Uz7aTAyp2-4,3161,338,478,https://www.twitch.tv/videos/1009568824
藤乃熊,17200,74716,576,884,https://www.youtube.com/watch?v=CCWRB20uew0,0,0,0,
三毛,15900,745636,5359,14983,https://www.youtube.com/watch?v=YctgSgYk7cY,0,0,0,
平平子,15900,257589,4601,9125,https://www.youtube.com/watch?v=zEHJINkdhSA,0,0,0,
水野魚娜,15800,705753,4052,8536,https://www.youtube.com/watch?v=8wTi3eeb-wg,311,0,0,
鼠屋栗太,14800,170725,901,2762,https://www.youtube.com/watch?v=5TyghUwzloc,0,0,0,
十五號,14600,263367,4784,18415,https://www.youtube.com/watch?v=4xch0T4J4KA,0,0,0,
諳石,11400,2662091,286,4803,https://www.youtube.com/watch?v=8B2FgiBWmpQ,1372,14,27,https://www.twitch.tv/videos/1011874904
一介,10800,740948,524,524,https://www.youtube.com/watch?v=VLra9iWZkms,0,0,0,
