Display Name,View Count,Title,Publish Time,URL,Thumbnail URL
狐芙 ミスティ,187450,露西婭的最後一句... 「再見」,2022-02-24T23:42:09Z,https://www.youtube.com/watch?v=07wXrx8VTDM,https://i.ytimg.com/vi/07wXrx8VTDM/mqdefault.jpg
虎妮,181872,蔡宜蓁手把手教貝塔怎麼玩《全面屍控》,2022-02-16T11:02:19Z,https://www.youtube.com/watch?v=GMZiB9bFJJw,https://i.ytimg.com/vi/GMZiB9bFJJw/mqdefault.jpg
璐洛洛,115588,【原神】2.5版本前瞻懶人包🎯八重神子登場! 雷電將軍、心海強勢復刻！抽角選擇困難？新地圖『層岩巨淵』！淵下宮探索活動 新武器 新BOSS 新怪物，神里綾人彩蛋，系統更新&優化! ▹璐洛洛◃,2022-02-07T22:00:13Z,https://www.youtube.com/watch?v=Ha0ILakboDI,https://i.ytimg.com/vi/Ha0ILakboDI/mqdefault.jpg
璐洛洛,113804,【原神研究室】八重神子全攻略🦊▸不間斷後台持續掛雷爆發！新手適不適合抽？是否綁定雷電將軍？聖遺物/命座建議/天賦/武器/組隊搭配/輸出手法 ▹璐洛洛◃,2022-02-17T22:30:11Z,https://www.youtube.com/watch?v=vrZux3qpWPE,https://i.ytimg.com/vi/vrZux3qpWPE/mqdefault.jpg
浠Mizuki,102226,未知未踏アルスハイル / 浠Mizuki【Official Music Video】,2022-02-08T20:00:13Z,https://www.youtube.com/watch?v=O0uH8ZJqUy8,https://i.ytimg.com/vi/O0uH8ZJqUy8/mqdefault.jpg
杏仁ミル,101752,【雀魂精華】鬼之進牌？國士無雙好簡單！把把都進字！打倒天才麻將少女KSP！送懶貓子下牌桌！ft.貝莉莓、懶貓子、KSP,2022-02-27T15:00:12Z,https://www.youtube.com/watch?v=qwK7r3hbZ6k,https://i.ytimg.com/vi/qwK7r3hbZ6k/mqdefault.jpg
璐洛洛,83646,​🔴AR60 ASIA【#原神 / Genshin】滿命八重神子來我家，對狐狸的愛會不會讓洛洛抽到手抽筋!? 看直播抽月卡! ▹璐洛洛◃,2022-02-17T04:07:43Z,https://www.youtube.com/watch?v=14vdMgCzmhw,https://i.ytimg.com/vi/14vdMgCzmhw/mqdefault.jpg
杏仁ミル,75167,【翻唱Cover】柏慎 × 杏仁ミル -「Gimme×Gimme feat. 初音ミク・鏡音リン」,2022-02-12T15:00:12Z,https://www.youtube.com/watch?v=OlDqqU6RC38,https://i.ytimg.com/vi/OlDqqU6RC38/mqdefault.jpg
李李鈴蘭,73961,【歌回LA】13+14萬訂閱🎈愛．歌回｜Singing stream for 130k & 140k sub!,2022-02-14T22:36:12Z,https://www.youtube.com/watch?v=r7KIy8icJT0,https://i.ytimg.com/vi/r7KIy8icJT0/mqdefault.jpg
璐洛洛,71201,【原神】媽～洛洛終於60等了🥰！一起見證AR59→AR60的瞬間！多出來的閱歷和等階獎勵會是什麼呢？ ▹璐洛洛◃,2022-02-10T15:00:15Z,https://www.youtube.com/watch?v=PmYLqbzkos4,https://i.ytimg.com/vi/PmYLqbzkos4/mqdefault.jpg
璐洛洛,55128,【原神】鍾離/甘雨抽卡精華▸😱洛洛又双叒叕日常幫觀眾抽錯卡池啦，聽說道歉要露出？？ ▹璐洛洛◃,2022-03-03T23:30:12Z,https://www.youtube.com/watch?v=5RLKLvq0krY,https://i.ytimg.com/vi/5RLKLvq0krY/mqdefault.jpg
璐洛洛,47373,🔴AR59 ASIA【#原神 / Genshin】八重神子大人快來吧，武衛重溟帶你速通，每周日滷肉幫到你家! ▹璐洛洛◃,2022-02-07T04:10:16Z,https://www.youtube.com/watch?v=Tf8QEchMbCk,https://i.ytimg.com/vi/Tf8QEchMbCk/mqdefault.jpg
璐洛洛,46868,🔴AR60 ASIA【#原神 / Genshin】滿命八重神子代抽預約中，每周日滷肉幫到你家! ▹璐洛洛◃,2022-02-14T04:08:43Z,https://www.youtube.com/watch?v=XR85M7xnRpI,https://i.ytimg.com/vi/XR85M7xnRpI/mqdefault.jpg
璐洛洛,44222,【原神研究室】玄冬林檎的秘密💠▸2.4稻妻隱藏任務｜特別的御神籤｜終末番的任務｜頂替者的秘密｜蒲公英的歸宿｜《SYUUMATSU GAIDEN》隱藏成就，90原石GET! ▹璐洛洛◃,2022-02-08T21:30:13Z,https://www.youtube.com/watch?v=jiHSd67qT-w,https://i.ytimg.com/vi/jiHSd67qT-w/mqdefault.jpg
杏仁ミル,41930,半夜睡的很飽，大夜班【突發】,2022-02-07T11:17:30Z,https://www.youtube.com/watch?v=LQSxRv0SarI,https://i.ytimg.com/vi/LQSxRv0SarI/mqdefault.jpg
璐洛洛,41373,【原神】大佬來開秀15🌸▸殺生櫻，這個直接電死！滿命滿精八重神子 VS 禍津御建鳴神命！無傷挑戰新BOSS雷電將軍，武器面板與聖遺物展示 ▹璐洛洛◃,2022-02-19T00:30:12Z,https://www.youtube.com/watch?v=IcIc0MKFw4s,https://i.ytimg.com/vi/IcIc0MKFw4s/mqdefault.jpg
璐洛洛,41161,【原神】滿命申鶴/魈抽卡精華▸63單的大課長三卡池都要抽滿😱！阿災與阿和的戰爭！ ▹璐洛洛◃,2022-02-10T22:15:13Z,https://www.youtube.com/watch?v=fIXxYwSJYyg,https://i.ytimg.com/vi/fIXxYwSJYyg/mqdefault.jpg
李李鈴蘭,40619,【歌回LA】慶祝原創曲突破十萬觀看！復刻🌟歌回｜Singing stream,2022-03-04T21:42:19Z,https://www.youtube.com/watch?v=NiC7ehpJA8c,https://i.ytimg.com/vi/NiC7ehpJA8c/mqdefault.jpg
浠Mizuki,39326,【FF38】來FF現場和小浠互動吧！【浠Mizuki Project在企業攤K27！】,2022-02-12T14:11:28Z,https://www.youtube.com/watch?v=iz2l58UVBPw,https://i.ytimg.com/vi/iz2l58UVBPw/mqdefault.jpg
璐洛洛,38044,🔴AR60 ASIA【#原神 / Genshin】八重神子來我家Part2， 狐狸小姐魅力無法擋，每週日滷肉幫到你家! ▹璐洛洛◃,2022-02-21T03:51:04Z,https://www.youtube.com/watch?v=ATr1oGOtQPs,https://i.ytimg.com/vi/ATr1oGOtQPs/mqdefault.jpg
浠Mizuki,37372,【歌枠】情人節甜甜歌回❤【浠Mizuki Karaoke】,2022-02-13T00:28:40Z,https://www.youtube.com/watch?v=mgSNi3Ky-xk,https://i.ytimg.com/vi/mgSNi3Ky-xk/mqdefault.jpg
璐洛洛,35813,【Google Play TW x 原神】TGS活動參展精華🌟▸洛洛上電視惹! 讓我們把現場交還給懶貓葛格! ▹璐洛洛◃,2022-02-11T22:30:12Z,https://www.youtube.com/watch?v=cyZNjn_DFR4,https://i.ytimg.com/vi/cyZNjn_DFR4/mqdefault.jpg
懶貓子,34562,【#FF38】LIVE生中繼！！【#雜談 #１８】｜Rumi/懶貓子,2022-02-13T15:09:37Z,https://www.youtube.com/watch?v=GUFvjwinDi4,https://i.ytimg.com/vi/GUFvjwinDi4/mqdefault.jpg
貝莉莓Vtype,33829,你跟我開玩笑嗎？第一把就胡這麼大？【貝莉莓】@Rumi ch. 懶貓子  @Annin Miru Channel  @KSP,2022-03-02T17:00:32Z,https://www.youtube.com/watch?v=kntiRgOSC6Y,https://i.ytimg.com/vi/kntiRgOSC6Y/mqdefault.jpg
璐洛洛,33547,【原神研究室】滿命 & 非滿命魈👺進階操作技巧▸玩魈必看，不要只會打樁，如何順暢取消後搖、如何最快時間疊滿和璞鳶被動？精準戳爆小寶眼睛！大佬平常不分享的眉眉角角! ▹璐洛洛◃,2022-02-14T21:30:14Z,https://www.youtube.com/watch?v=LFc7Mku83gk,https://i.ytimg.com/vi/LFc7Mku83gk/mqdefault.jpg
璐洛洛,32916,🔴AR60 ASIA【#原神 / Genshin】雷電將軍&珊瑚宮心海復刻代抽預約中，每週日滷肉幫到你家! ▹璐洛洛◃,2022-03-07T04:43:15Z,https://www.youtube.com/watch?v=D_rkbTC7pYw,https://i.ytimg.com/vi/D_rkbTC7pYw/mqdefault.jpg
蘆棠布奈,31408,「Treasure」陳忻玥Vicky Chen｜Cover by 蘆棠布奈 &  @李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,2022-02-23T20:00:12Z,https://www.youtube.com/watch?v=C_Cey8sCkog,https://i.ytimg.com/vi/C_Cey8sCkog/mqdefault.jpg
璐洛洛,30971,🔴AR60 ASIA【#原神 / Genshin】八重神子Q&A募集中，到IG限動回答你的疑惑，每週日滷肉幫到你家! ▹璐洛洛◃,2022-02-28T04:40:28Z,https://www.youtube.com/watch?v=ssVcET1XPy8,https://i.ytimg.com/vi/ssVcET1XPy8/mqdefault.jpg
璐洛洛,30287,【原神】大佬來開秀14▸菲謝爾&奧茲特輯🌠只知道雷九萬班？試試菲九萬班如何？全BOSS & 深境螺旋滿星挑戰！武器面板與聖遺物展示 ▹璐洛洛◃,2022-02-15T22:30:13Z,https://www.youtube.com/watch?v=LJgZSGobAgo,https://i.ytimg.com/vi/LJgZSGobAgo/mqdefault.jpg
浠Mizuki,30075,【深夜歌枠】突襲 唱一些不會吵到鄰居的歌【浠Mizuki Karaoke】,2022-02-22T00:43:44Z,https://www.youtube.com/watch?v=OY_w29XbJwA,https://i.ytimg.com/vi/OY_w29XbJwA/mqdefault.jpg
浠Mizuki,29292,【歌枠】半周年紀念歌回🌟【浠Mizuki Karaoke】,2022-02-27T00:50:10Z,https://www.youtube.com/watch?v=Mz5zPacuILc,https://i.ytimg.com/vi/Mz5zPacuILc/mqdefault.jpg
杏仁ミル,28711,【雀魂】再國一把不為過吧？什麼役都不知道！只會國的女人(;´Д｀)打倒KSP！打倒懶貓子RUMI！打倒貝莉莓！,2022-03-08T01:38:53Z,https://www.youtube.com/watch?v=tSEsNTvnnLw,https://i.ytimg.com/vi/tSEsNTvnnLw/mqdefault.jpg
