Display Name,YouTube Subscriber Count,YouTube View Count,YouTube Recent Median View Count,YouTube Recent Highest View Count,YouTube Recent Highest Viewed Video URL,Twitch Follower Count,Twitch Recent Median View Count,Twitch Recent Highest View Count,Twitch Recent Highest Viewed Video URL
杏仁ミル,382000,28477141,18971,158933,https://www.youtube.com/watch?v=qwK7r3hbZ6k,23502,1191,14611,https://www.twitch.tv/videos/1438968187
李李鈴蘭,170000,11369524,17883,60908,https://www.youtube.com/watch?v=NiC7ehpJA8c,0,0,0,
懶貓子,156000,7096794,14173,29277,https://www.youtube.com/watch?v=VIZFPguLxMQ,13839,19513,95167,https://www.twitch.tv/videos/1436416696
璐洛洛,142000,20504624,22426,113945,https://www.youtube.com/watch?v=VyANb0DzrMk,21803,5784,8233,https://www.twitch.tv/videos/1429185346
浠Mizuki,109000,8383958,10924,24738,https://www.youtube.com/watch?v=SMVDKRHbbN4,939,0,0,
高雄林小姐,103000,29893187,3788,5153,https://www.youtube.com/watch?v=xIQ4UmBPUCw,0,0,0,
悠白,62500,2992272,4434,72220,https://www.youtube.com/watch?v=Ouqv2sIIxKg,0,0,0,
露恰露恰,58300,1896875,5141,8130,https://www.youtube.com/watch?v=gtv0AdlUmUc,0,0,0,
十五號,55700,2455975,5854,12819,https://www.youtube.com/watch?v=sylRFF37nyo,0,0,0,
鳥羽樂奈,53500,4472629,1092,3484,https://www.youtube.com/watch?v=fZ1GLFlOrUw,1183,0,0,
香草奈若,50800,6970745,2179,10753,https://www.youtube.com/watch?v=vuzrHGQIask,0,0,0,
平平子,50400,2042913,6103,11673,https://www.youtube.com/watch?v=_Ts-CyzW3mE,0,0,0,
兔姬,46700,1919103,2919,8048,https://www.youtube.com/watch?v=e9_vLKtJwy4,0,0,0,
貝莉莓Vtype,44100,2980205,3451,94125,https://www.youtube.com/watch?v=kntiRgOSC6Y,0,0,0,
虎妮,42500,1812097,1968,3445,https://www.youtube.com/watch?v=GwqAGuIDay8,23,0,0,
Asa Ifrit,41700,2648193,3134,13420,https://www.youtube.com/watch?v=FEdJxG1yiTM,0,0,0,
說書客,41500,3477220,2036,3935,https://www.youtube.com/watch?v=MzxTni0vscA,0,0,0,
洛可洛斯特,32300,1487909,4632,8071,https://www.youtube.com/watch?v=29pPr6M4Jf8,0,0,0,
歐貝爾,31900,1296872,3985,11966,https://www.youtube.com/watch?v=qR-3aMK7yIs,0,0,0,
歐妲,31300,634448,3374,10832,https://www.youtube.com/watch?v=y9Cg9v8EpGk,0,0,0,
喵太,26600,868888,1325,1777,https://www.youtube.com/watch?v=0-ozV7C5NC4,6415,0,0,
醬油Joyu,26000,461521,657,1369,https://www.youtube.com/watch?v=dIHuDm7xcLw,1099,363,651,https://www.twitch.tv/videos/1435108822
須多夜花,25900,1114516,1201,3445,https://www.youtube.com/watch?v=OCyn2f1bvBc,1030,975,1321,https://www.twitch.tv/videos/1430289514
瑪格麗特．溫特斯,25300,863920,5671,8163,https://www.youtube.com/watch?v=KS1SRkmyJEo,0,0,0,
如月ルミィ,25200,1233190,3187,4553,https://www.youtube.com/watch?v=ODmC4N-g1aM,0,0,0,
祈菈‧貝希毛絲,24400,1535497,2670,4536,https://www.youtube.com/watch?v=t49x8f3K8wk,0,0,0,
Yu,24200,5724252,828,8103,https://www.youtube.com/watch?v=C6rmCMVk2fE,0,0,0,
迷子羽根,24100,310520,1234,2031,https://www.youtube.com/watch?v=crCY27oUSaw,0,0,0,
三毛,24100,1785301,2492,5176,https://www.youtube.com/watch?v=F1YNSQrzgOM,1639,715,1015,https://www.twitch.tv/videos/1430255804
塔芭絲可,24100,1114929,3300,16313,https://www.youtube.com/watch?v=8V5bgN6Zrzs,0,0,0,
空,23800,1917692,594,1889,https://www.youtube.com/watch?v=BbWhOTU0_h0,0,0,0,
語風薯薯與愛紗公主,23200,12417986,2925,5422,https://www.youtube.com/watch?v=Hi9MmoygCzI,0,0,0,
希靈,23100,1180502,2105,24574,https://www.youtube.com/watch?v=R5beeC4sOHg,0,0,0,
神稻櫻火,22900,597566,4390,5955,https://www.youtube.com/watch?v=IvJ-4L0FSVo,0,0,0,
Aoi Hinamori,21800,841784,2413,5286,https://www.youtube.com/watch?v=aPwN5omk8j8,0,0,0,
小帕Lolipop,21200,7214089,261,613,https://www.youtube.com/watch?v=kCdB-FXz1uE,0,0,0,
藤乃熊,20000,145297,531,817,https://www.youtube.com/watch?v=AzNM6NNWhnE,0,0,0,
米亞,20000,1167727,2678,3021,https://www.youtube.com/watch?v=HJscPUhxAwM,0,0,0,
鼠屋栗太,18200,552001,591,9395,https://www.youtube.com/watch?v=lhWbASloRUg,0,0,0,
蕾兒,15200,581851,1215,2111,https://www.youtube.com/watch?v=qvxxn_i0zF4,0,0,0,
蔡宜蓁,14900,508185,1473,1754,https://www.youtube.com/watch?v=2_P0iwlYy-A,0,0,0,
銀鈴‧希爾貝露,14500,536175,2047,3386,https://www.youtube.com/watch?v=FsmdBuhdbwA,0,0,0,
諾櫻,14500,646285,1175,2264,https://www.youtube.com/watch?v=p5mu6nyGgmE,634,0,0,
MK妹,14500,558002,3344,6412,https://www.youtube.com/watch?v=UA-6WLzlOsY,0,0,0,
蘆棠布奈,12800,532858,940,5082,https://www.youtube.com/watch?v=6wVJy6dINM4,0,0,0,
諳石,12700,3041562,420,6566,https://www.youtube.com/watch?v=tCH_fDgiDPw,1405,16,17,https://www.twitch.tv/videos/1429241792
星見遙,12300,516208,438,823,https://www.youtube.com/watch?v=c4hBG5PL4kg,0,0,0,
海唧,11600,399143,3256,6073,https://www.youtube.com/watch?v=cZIEpsm-WyE,0,0,0,
秋月イノリ,11600,346253,763,1755,https://www.youtube.com/watch?v=7aEWlZ6Z00k,0,0,0,
巴蘭利維坦,11300,537408,1604,6108,https://www.youtube.com/watch?v=1DzbMETI7_c,0,0,0,
灰妲,11300,433662,1799,5154,https://www.youtube.com/watch?v=9yIOQhNkyFg,0,0,0,
一介,11200,850431,0,0,,0,0,0,
櫻野露,11100,391792,771,9178,https://www.youtube.com/watch?v=UqyLoBFrZHA,0,0,0,
弦戶帝丹,10600,331019,905,1713,https://www.youtube.com/watch?v=TV3uF7cta9w,0,0,0,
麻子マコ,10100,268431,350,601,https://www.youtube.com/watch?v=17dbT1T5dHM,0,0,0,
阿爾姿,10000,279986,2983,6959,https://www.youtube.com/watch?v=ZXFKFszhD5s,0,0,0,
夏玥白夜,10000,172524,0,0,,0,0,0,
Lumina,10000,330308,147,155,https://www.youtube.com/watch?v=0IMfFXglldU,0,0,0,
月城九曜,10000,345805,1635,4428,https://www.youtube.com/watch?v=FG6MmkKwIIM,0,0,0,
名雪薇薇,9990,285270,1764,9524,https://www.youtube.com/watch?v=un4JYO0f9pQ,0,0,0,
海姬依莉亞,9980,306780,1078,4607,https://www.youtube.com/watch?v=e0gysBT7Vx0,0,0,0,
鴨鴨伊比,9840,359675,782,3742,https://www.youtube.com/watch?v=j0xhk09ia4I,977,411,944,https://www.twitch.tv/videos/1431315733
狸狸兒,9810,306234,3847,10549,https://www.youtube.com/watch?v=NeIe0wNUVCE,0,0,0,
貓祭,9680,517077,1780,3073,https://www.youtube.com/watch?v=WOTcd0rTHHM,1166,1132,2500,https://www.twitch.tv/videos/1431423659
小林あいす,9330,377569,747,1226,https://www.youtube.com/watch?v=fcumS6I7EhA,0,0,0,
詠星優宇奈,9310,263534,630,890,https://www.youtube.com/watch?v=JWuUG6MdJxo,0,0,0,
蝦拉拉,9290,290899,573,1065,https://www.youtube.com/watch?v=5dac_oTwwUY,2019,0,0,
蘭希,9190,413327,785,1942,https://www.youtube.com/watch?v=dAkK9DWQXZs,0,0,0,
