V5##VTuber ID,YouTube Subscriber Count,YouTube View Count,YouTube Recent Total Median View Count,YouTube Recent Total Popularity,YouTube Recent Total Highest View Count,YouTube Recent Total Highest Viewed URL,YouTube Recent Livestream Median View Count,YouTube Recent Livestream Popularity,YouTube Recent Livestream Highest View Count,YouTube Recent Livestream Highest Viewed URL,YouTube Recent Video Median View Count,YouTube Recent Video Popularity,YouTube Recent Video Highest View Count,YouTube Recent Video Highest Viewed URL,Twitch Follower Count,Twitch Recent Median View Count,Twitch Recent Popularity,Twitch Recent Highest View Count,Twitch Recent Highest Viewed URL
1c5619a4ece046dd8ba68ed343489ca3,540000,125104895,24841,9341,128967,https://www.youtube.com/watch?v=gsAIPYYSq2Y,5473,2442,12065,https://www.youtube.com/watch?v=eLffBLyJPoM,81851,38954,128967,https://www.youtube.com/watch?v=gsAIPYYSq2Y,32683,0,0,0,
f6a4e7aa8d0c4e5cb39d199845ec4d02,449000,62016530,23723,11424,136653,https://www.youtube.com/watch?v=CZDpGIfLAHs,4831,1778,36402,https://www.youtube.com/watch?v=q4Id7NcLCcE,31224,13990,136653,https://www.youtube.com/watch?v=CZDpGIfLAHs,121931,17646,7797,34359,https://www.twitch.tv/videos/2611039935
664e1b310cf343b78623f99b31e40fae,396000,56442914,1184,547,2335,https://www.youtube.com/watch?v=BNaAV8ROzf8,1184,880,1184,https://www.youtube.com/watch?v=dc4dw_F7Am4,1627,290,2335,https://www.youtube.com/watch?v=BNaAV8ROzf8,17145,0,0,0,
5535c9524eb046c38e172ebfa06b302f,388000,120003124,16405,6765,97803,https://www.youtube.com/watch?v=OrzjqUGpH4k,12474,5913,94175,https://www.youtube.com/watch?v=zV7wWVyKJEU,18392,7189,97803,https://www.youtube.com/watch?v=OrzjqUGpH4k,73500,1912,776,4761,https://www.twitch.tv/videos/2619947377
d837e8fda137492c9d77882b98ff863a,304000,120478850,38229,14251,486724,https://www.youtube.com/watch?v=J0R0fPL33Kc,11450,4061,57219,https://www.youtube.com/watch?v=CtzAWjyMWTQ,160567,70250,486724,https://www.youtube.com/watch?v=J0R0fPL33Kc,44380,20610,7565,38811,https://www.twitch.tv/videos/2623121011
182da09d8d454f37a52ec546cbb35e39,291000,48690065,21181,8363,127459,https://www.youtube.com/watch?v=n1MdbmWJCOU,10607,3717,28336,https://www.youtube.com/watch?v=5mkvBLEEGnA,27074,14071,127459,https://www.youtube.com/watch?v=n1MdbmWJCOU,4085,0,0,0,
897400f2658a483286ca6acc927006ca,231000,35202953,0,0,0,,0,0,0,,0,0,0,,10436,0,0,0,
4b6b055ada4d4f0ab63b7ad02a3fa3ef,226000,18493473,1122,415,1582,https://www.youtube.com/watch?v=xgfN89uLE0c,1122,415,1582,https://www.youtube.com/watch?v=xgfN89uLE0c,0,0,0,,56049,1011,469,1418,https://www.twitch.tv/videos/2613392428
a9f6574e98f34b20a05269134930fb50,222000,9532054,3007,660,7097,https://www.youtube.com/watch?v=6tpuITGBYIM,5052,1546,7097,https://www.youtube.com/watch?v=6tpuITGBYIM,2782,660,2782,https://www.youtube.com/watch?v=g73533CHQFI,0,0,0,0,
abd64c9a64e04fb1b23faa2480c1c106,219000,78338792,2666,811,29372,https://www.youtube.com/watch?v=fn9JnkHc3FE,1046,567,2052,https://www.youtube.com/watch?v=bz78EGGK-pQ,4336,2981,29372,https://www.youtube.com/watch?v=fn9JnkHc3FE,2270,0,0,0,
