Display Name,View Count,Title,Publish Time,URL,Thumbnail URL
李李鈴蘭,152891,到底大潤發在哪裡？,2021-12-23T18:04:00Z,https://www.youtube.com/watch?v=4oadnlps6Ss,https://i.ytimg.com/vi/4oadnlps6Ss/default.jpg
璐洛洛,109869,【原神研究室】2.4版本角色&武器抽取建議👾▸申鶴/魈/甘雨/鍾離怎麼抽？先1命還是先阿莫斯之弓？魈退環境了嗎？鍾離還需要抽嗎？觀念大補帖！ ▹璐洛洛◃,2022-01-03T15:30:11Z,https://www.youtube.com/watch?v=N1NNxIlS4kQ,https://i.ytimg.com/vi/N1NNxIlS4kQ/default.jpg
璐洛洛,104388,【原神】2.4版本前瞻懶人包🎯申鶴、雲堇登場! 魈、甘雨、鍾離超豪華復刻！璃月角色免費8選1、抽角選擇困難？新地圖『淵下宮』！海燈節活動 新武器 新時裝 新BOSS 系統更新&優化! ▹璐洛洛◃,2021-12-27T14:00:15Z,https://www.youtube.com/watch?v=QxuEp48n5t4,https://i.ytimg.com/vi/QxuEp48n5t4/default.jpg
璐洛洛,100596,🔴AR59 ASIA【#原神 / Genshin】2.4前瞻直播一起看👀你期盼的老公老婆究竟來了嗎？ ▹璐洛洛◃,2021-12-26T19:49:25Z,https://www.youtube.com/watch?v=QLbSUUpbLzA,https://i.ytimg.com/vi/QLbSUUpbLzA/default.jpg
李李鈴蘭,85752,【歌回LA】🌱穩妥LA｜Singing stream,2021-12-30T13:37:57Z,https://www.youtube.com/watch?v=VzZiYxK1ZWk,https://i.ytimg.com/vi/VzZiYxK1ZWk/default.jpg
菲フェイ,82837,Fei. 祝我生日快樂 !加班 |˶˙ᵕ˙˶)꜆ !YT !LINE !比賽 !VPN | 1/14
,2022-01-14T05:34:00Z,https://www.twitch.tv/videos/1263026177,https://static-cdn.jtvnw.net/cf_vods/d1m7jfoe9zdc1j/0c73cc3f6208cbef4667_fei_z_45140097453_1642138432//thumb/thumb0-%{width}x%{height}.jpg
李李鈴蘭,81084,【歌回LA】古風歌回🎧讓音樂慢慢沁入你的心脾｜Singing stream,2022-01-12T14:06:59Z,https://www.youtube.com/watch?v=VD5Lgk0T_UA,https://i.ytimg.com/vi/VD5Lgk0T_UA/default.jpg
浠Mizuki,71595,【跨年夜】2021~2022歡唱不間斷！【年越しお歌リレー配信】,2021-12-31T18:18:37Z,https://www.youtube.com/watch?v=vpYMXDYZ9DM,https://i.ytimg.com/vi/vpYMXDYZ9DM/default.jpg
璐洛洛,69042,【原神研究室】申鶴全分析🐦▸甘雨、神里狂喜，冰系隊伍專屬輔助！只有冰隊能用嗎？聖遺物/命座建議/天賦/武器/組隊搭配 ▹璐洛洛◃,2022-01-07T16:15:13Z,https://www.youtube.com/watch?v=4cWxai3Aot0,https://i.ytimg.com/vi/4cWxai3Aot0/default.jpg
蔡宜蓁,62942,【Candy Ch.】AI AI AI／ Covered by 蔡宜蓁,2022-01-01T04:00:11Z,https://www.youtube.com/watch?v=OWjHNn59hGg,https://i.ytimg.com/vi/OWjHNn59hGg/default.jpg
李李鈴蘭,62713,這個吊燈會晃,2022-01-06T12:00:17Z,https://www.youtube.com/watch?v=cOhmcazVCWo,https://i.ytimg.com/vi/cOhmcazVCWo/default.jpg
菲フェイ,62432,Fei. 謝謝大家 !加班 |˶˙ᵕ˙˶)꜆ 17號有發發活動 !YT !LINE !比賽 !VPN | 1/15
,2022-01-15T22:44:29Z,https://www.twitch.tv/videos/1264947186,https://static-cdn.jtvnw.net/cf_vods/d1m7jfoe9zdc1j/433b7369ab5edacfbec4_fei_z_45162026621_1642286661//thumb/thumb0-%{width}x%{height}.jpg
璐洛洛,59279,🔴AR59 ASIA【#原神 / Genshin】滿命申鶴/魈來我家💙息災滿精衝衝衝，雙卡池一次給他抽爆！ ▹璐洛洛◃,2022-01-05T20:25:40Z,https://www.youtube.com/watch?v=xHGvpnEurdM,https://i.ytimg.com/vi/xHGvpnEurdM/default.jpg
璐洛洛,57581,【原神研究室】雲堇放大鏡🚩▸宵宮進化加特林！普攻流專屬輔助！組隊空間變得更加彈性多變，聖遺物/命座建議/天賦/武器/組隊搭配 ▹璐洛洛◃,2022-01-10T14:00:12Z,https://www.youtube.com/watch?v=7lV5by_F6a0,https://i.ytimg.com/vi/7lV5by_F6a0/default.jpg
猫宮 バニラ,49594,[貓宮香草] 1/2 新貓貓  !DC,2022-01-02T10:11:57Z,https://www.twitch.tv/videos/1250563806,https://static-cdn.jtvnw.net/cf_vods/d1m7jfoe9zdc1j/a40c8c27a3fd6492d553_vanilla_shironeko_44996972349_1641118310//thumb/thumb0-%{width}x%{height}.jpg
猫宮 バニラ,47423,[貓宮香草] 1/6 >> 等S4洗白  隨便玩的伺服器 << !DC,2022-01-06T11:58:36Z,https://www.twitch.tv/videos/1254688772,https://static-cdn.jtvnw.net/cf_vods/d1m7jfoe9zdc1j/1923b07053e8992652e3_vanilla_shironeko_45044283725_1641470308//thumb/thumb0-%{width}x%{height}.jpg
李李鈴蘭,45779,【官方歌回剪輯】Ado/踊 ｜李李鈴蘭,2022-01-08T12:00:13Z,https://www.youtube.com/watch?v=XBp3ezYk5MI,https://i.ytimg.com/vi/XBp3ezYk5MI/default.jpg
烟花蹦蹦蹦,44939,【烟花】新皮初配信！初次見面✩ᏊꈍꈊꈍᏊ/,2021-12-31T07:00:16Z,https://www.twitch.tv/videos/1248665074,https://static-cdn.jtvnw.net/cf_vods/d1m7jfoe9zdc1j/d6e85fcd3964363c3e69_hennie2001_44973914685_1640934008//thumb/thumb0-%{width}x%{height}.jpg
猫宮 バニラ,44048,[貓宮香草] 1/3 貓貓再戰  !DC,2022-01-03T09:23:29Z,https://www.twitch.tv/videos/1251534561,https://static-cdn.jtvnw.net/cf_vods/d1m7jfoe9zdc1j/a575fcaf3750f9ea2148_vanilla_shironeko_45008417437_1641201801//thumb/thumb0-%{width}x%{height}.jpg
猫宮 バニラ,41751,[貓宮香草] 1/9 舌根超痛RRR  !DC,2022-01-09T11:04:47Z,https://www.twitch.tv/videos/1258012836,https://static-cdn.jtvnw.net/cf_vods/d1m7jfoe9zdc1j/da9a718483771841d7a4_vanilla_shironeko_45083062093_1641726280//thumb/thumb0-%{width}x%{height}.jpg
璐洛洛,40277,🔴AR59 ASIA【#原神 / Genshin】精采絕倫三蛋黃！滿命申鶴/魈來我家 Part 2!💙每周日滷肉幫到你家！ ▹璐洛洛◃,2022-01-09T20:44:14Z,https://www.youtube.com/watch?v=KcJ6_jL9MkY,https://i.ytimg.com/vi/KcJ6_jL9MkY/default.jpg
璐洛洛,39269,【原神研究室】五郎全分析🐶▸提供珍貴岩元素暴傷，只為岩系隊伍輔助的忠犬！聖遺物/命座建議/天賦/武器/組隊搭配 ▹璐洛洛◃,2021-12-21T13:30:15Z,https://www.youtube.com/watch?v=NOHX-uAJ2Xg,https://i.ytimg.com/vi/NOHX-uAJ2Xg/default.jpg
猫宮 バニラ,37705,[貓宮香草] 1/5 沉迷貓貓 !DC,2022-01-05T10:17:50Z,https://www.twitch.tv/videos/1253603201,https://static-cdn.jtvnw.net/cf_vods/d1m7jfoe9zdc1j/b6e4bb259c854bfa0e7d_vanilla_shironeko_45032074973_1641377862//thumb/thumb0-%{width}x%{height}.jpg
猫宮 バニラ,37544,[貓宮香草] 1/12 黃金體驗鎮魂曲  !DC,2022-01-12T10:34:08Z,https://www.twitch.tv/videos/1261073830,https://static-cdn.jtvnw.net/cf_vods/d1m7jfoe9zdc1j/f2a03db5b75ced5149f9_vanilla_shironeko_45118203645_1641983640//thumb/thumb0-%{width}x%{height}.jpg
烟花蹦蹦蹦,37227,【烟花】新的一年的第一天！殭屍毀滅工程✩ᏊꈍꈊꈍᏊ/,2022-01-01T11:11:46Z,https://www.twitch.tv/videos/1249634184,https://static-cdn.jtvnw.net/cf_vods/d1m7jfoe9zdc1j/723f1e31e7e8f1fbfb2e_hennie2001_44985839629_1641035498//thumb/thumb0-%{width}x%{height}.jpg
米亞,36977,米亞 MYA《講你知123！》ft. 甘米 (Official Music Video),2022-01-04T12:45:12Z,https://www.youtube.com/watch?v=6K6n9mfxvXI,https://i.ytimg.com/vi/6K6n9mfxvXI/default.jpg
李李鈴蘭,35713,【官方歌回剪輯】一剪梅｜Xue hua piao piao／李李鈴蘭,2022-01-04T13:00:30Z,https://www.youtube.com/watch?v=g2yoVt0p3XA,https://i.ytimg.com/vi/g2yoVt0p3XA/default.jpg
猫宮 バニラ,35440,[貓宮香草] 1/10 一講話就會痛  少說話  !DC,2022-01-10T13:05:20Z,https://www.twitch.tv/videos/1259109613,https://static-cdn.jtvnw.net/cf_vods/d1m7jfoe9zdc1j/89c7099a7d9d148f0955_vanilla_shironeko_45095999629_1641819913//thumb/thumb0-%{width}x%{height}.jpg
杏仁ミル,35151,跟壞朋友們迎接2022年!!!!!!!,2021-12-31T18:58:28Z,https://www.youtube.com/watch?v=gMyV3wvn4bg,https://i.ytimg.com/vi/gMyV3wvn4bg/default.jpg
Yu,33017,【GTA5】新！單人黃金門開門法！2022年版 | 佩里克島搶劫,2022-01-07T11:36:18Z,https://www.youtube.com/watch?v=5qltNNvkq8c,https://i.ytimg.com/vi/5qltNNvkq8c/default.jpg
猫宮 バニラ,32555,[貓宮香草] 1/8 話少 保養喉嚨 !DC,2022-01-08T13:54:04Z,https://www.twitch.tv/videos/1256957582,https://static-cdn.jtvnw.net/cf_vods/d1m7jfoe9zdc1j/a30fff4a74d0ed081414_vanilla_shironeko_45070429341_1641650036//thumb/thumb0-%{width}x%{height}.jpg
李李鈴蘭,32271,哇你看是熱狗欸,2022-01-17T10:00:19Z,https://www.youtube.com/watch?v=ND7oQlo_4O8,https://i.ytimg.com/vi/ND7oQlo_4O8/default.jpg
菲フェイ,32040,Fei. Woo虎 滿等開視訊 !加班 |˶˙ᵕ˙˶)꜆  !YT !LINE !比賽 !VPN | 1/14-1/17
