Display Name,YouTube Subscriber Count,YouTube View Count,YouTube Recent Median View Count,YouTube Recent Highest View Count,YouTube Recent Highest Viewed Video URL,Twitch Follower Count,Twitch Recent Median View Count,Twitch Recent Highest View Count,Twitch Recent Highest Viewed Video URL
杏仁ミル,368000,25992903,15928,34013,https://www.youtube.com/watch?v=gMyV3wvn4bg,21324,3899,3899,https://www.twitch.tv/videos/1245656233
李李鈴蘭,157000,8067544,24844,137906,https://www.youtube.com/watch?v=4oadnlps6Ss,0,0,0,
懶貓子,151000,5531099,13915,22979,https://www.youtube.com/watch?v=VeiPZcQotMw,0,0,0,
璐洛洛,112000,14614314,13284,99763,https://www.youtube.com/watch?v=QLbSUUpbLzA,17995,3018,9455,https://www.twitch.tv/videos/1243782252
高雄林小姐,103000,29527520,3824,7187,https://www.youtube.com/watch?v=z-DPFJzJomE,0,0,0,
浠Mizuki,92500,5126079,11986,68483,https://www.youtube.com/watch?v=vpYMXDYZ9DM,0,0,0,
悠白,56100,2572100,3990,6912,https://www.youtube.com/watch?v=OfYP_RzVBXQ,0,0,0,
灰名,55500,3149048,3564,9510,https://www.youtube.com/watch?v=_ePgoNREaJM,0,0,0,
露恰露恰,55100,1601176,5085,8275,https://www.youtube.com/watch?v=jrszhxYg3Gc,0,0,0,
鳥羽樂奈,53000,4264749,1325,4901,https://www.youtube.com/watch?v=ww7SCcuDDgs,1212,0,0,
十五號,52600,2119771,6766,18939,https://www.youtube.com/watch?v=Q6TCfUw-wQo,0,0,0,
香草奈若,50300,6661178,2197,5865,https://www.youtube.com/watch?v=Hdo60ZUSaGY,0,0,0,
平平子,48200,1724334,4864,10312,https://www.youtube.com/watch?v=U7G4dk-WNOs,0,0,0,
虎妮,42000,1533114,1977,7250,https://www.youtube.com/watch?v=o8RaGsAdmlE,21,0,0,
泰多貝亞,41600,2197333,3842,6226,https://www.youtube.com/watch?v=JhYtsYwztMg,0,0,0,
兔姬,41600,1709417,5290,7243,https://www.youtube.com/watch?v=TjpU4HZjHwo,0,0,0,
Asa Ifrit,40400,2411033,3831,15379,https://www.youtube.com/watch?v=IHGeul4Py9A,0,0,0,
貝莉莓Vtype,40300,2543644,5105,8110,https://www.youtube.com/watch?v=iHiD9EdOi2I,0,0,0,
說書客,39800,3215624,3154,5588,https://www.youtube.com/watch?v=eKjR_PYu_2k,0,0,0,
歐貝爾,29700,1065413,4617,16467,https://www.youtube.com/watch?v=_G_G_n0WnEc,0,0,0,
喵太,26200,819797,3181,3181,https://www.youtube.com/watch?v=sc0_t_5VhPQ,5846,1195,1419,https://www.twitch.tv/videos/1248819183
