V5##VTuber ID,YouTube Subscriber Count,YouTube View Count,YouTube Recent Total Median View Count,YouTube Recent Total Popularity,YouTube Recent Total Highest View Count,YouTube Recent Total Highest Viewed URL,YouTube Recent Livestream Median View Count,YouTube Recent Livestream Popularity,YouTube Recent Livestream Highest View Count,YouTube Recent Livestream Highest Viewed URL,YouTube Recent Video Median View Count,YouTube Recent Video Popularity,YouTube Recent Video Highest View Count,YouTube Recent Video Highest Viewed URL,Twitch Follower Count,Twitch Recent Median View Count,Twitch Recent Popularity,Twitch Recent Highest View Count,Twitch Recent Highest Viewed URL
1c5619a4ece046dd8ba68ed343489ca3,534000,120114855,48917,21305,162457,https://www.youtube.com/watch?v=DxE59UjpJIo,0,0,0,,48917,21305,162457,https://www.youtube.com/watch?v=DxE59UjpJIo,32516,0,0,0,
f6a4e7aa8d0c4e5cb39d199845ec4d02,450000,58260362,13508,5256,99496,https://www.youtube.com/watch?v=ktJZyGbMgOE,4520,1391,11568,https://www.youtube.com/watch?v=0reT9KSTPBM,24277,11031,99496,https://www.youtube.com/watch?v=ktJZyGbMgOE,119151,19968,7787,39410,https://www.twitch.tv/videos/2527145677
664e1b310cf343b78623f99b31e40fae,396000,55838705,2114,999,36974,https://www.youtube.com/watch?v=yxb5X75_7D0,2237,196,2237,https://www.youtube.com/watch?v=QP1zyABaEI8,1992,1281,36974,https://www.youtube.com/watch?v=yxb5X75_7D0,17194,0,0,0,
5535c9524eb046c38e172ebfa06b302f,380000,113664364,20351,8196,109981,https://www.youtube.com/watch?v=Obe8CDWyQ-s,15449,4013,81114,https://www.youtube.com/watch?v=FR8R6wMQMcM,29310,11124,109981,https://www.youtube.com/watch?v=Obe8CDWyQ-s,73161,1185,543,8749,https://www.twitch.tv/videos/2520937005
d837e8fda137492c9d77882b98ff863a,286000,99378583,24808,13566,586304,https://www.youtube.com/watch?v=CKNnPfOXtGQ,14266,7641,46735,https://www.youtube.com/watch?v=b-haWQdkks8,190712,101250,586304,https://www.youtube.com/watch?v=CKNnPfOXtGQ,33291,9374,4363,19606,https://www.twitch.tv/videos/2525255785
182da09d8d454f37a52ec546cbb35e39,270000,34720788,57715,16816,337541,https://www.youtube.com/watch?v=cVUhdSKG-X4,15222,6427,21542,https://www.youtube.com/watch?v=SWLjzrtFxPI,85111,41017,337541,https://www.youtube.com/watch?v=cVUhdSKG-X4,3500,0,0,0,
4b6b055ada4d4f0ab63b7ad02a3fa3ef,227000,18087870,2280,474,4397,https://www.youtube.com/watch?v=zpWj2xjjwOE,2280,882,4397,https://www.youtube.com/watch?v=zpWj2xjjwOE,2150,406,3913,https://www.youtube.com/watch?v=PRstz7oaMNs,56001,1264,375,1455,https://www.twitch.tv/videos/2520948187
897400f2658a483286ca6acc927006ca,226000,34376517,2222,1292,32815,https://www.youtube.com/watch?v=d83P5ULVsXc,1920,1070,32815,https://www.youtube.com/watch?v=d83P5ULVsXc,4434,2185,20062,https://www.youtube.com/watch?v=iCY8H_oAU38,10345,0,0,0,
a9f6574e98f34b20a05269134930fb50,222000,9318072,27043,13997,34469,https://www.youtube.com/watch?v=PajlgfXbc58,26139,13603,27948,https://www.youtube.com/watch?v=nnb7nx9_KSc,34469,18806,34469,https://www.youtube.com/watch?v=PajlgfXbc58,0,0,0,0,
abd64c9a64e04fb1b23faa2480c1c106,216000,75552313,7094,2577,28060,https://www.youtube.com/watch?v=Y52-LV36LrA,2980,1729,28060,https://www.youtube.com/watch?v=Y52-LV36LrA,7722,3022,27084,https://www.youtube.com/watch?v=ORyoO-1Es-Y,2226,0,0,0,
