Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount,HighestViewedVideoURL
鬼鬼,811000,256265962,39889,112418,https://www.youtube.com/watch?v=xEdIqLLcJU4
杏仁ミル,319000,18596003,28284,131701,https://www.youtube.com/watch?v=iCNnpjC4XLE
高雄林小姐,104000,27660575,4325,9245,https://www.youtube.com/watch?v=BE12OcNDvGY
紅月,87800,95728,0,0,
鳥羽樂奈,50100,3043136,8248,26292,https://www.youtube.com/watch?v=8WSsA8iu1pE
香草奈若,46100,4170792,17118,53694,https://www.youtube.com/watch?v=FJvPw15zPOc
璐洛洛,44900,4202484,3977,42851,https://www.youtube.com/watch?v=uCmwqXj9Jic
虎妮,35200,1112937,1973,7691,https://www.youtube.com/watch?v=pYmZ7I8jkwM
悠白,34700,913499,5857,6980,https://www.youtube.com/watch?v=OMWsCbGdvKg
虛擬熊頭,32100,552542,12117,32419,https://www.youtube.com/watch?v=kdpMXHeO-u4
兔姬,29300,984295,5583,8001,https://www.youtube.com/watch?v=tG12m1QgOTM
Asa Ifrit,26800,921323,6038,11653,https://www.youtube.com/watch?v=worGj9FJSE0
喵太,22500,568855,4764,4764,https://www.youtube.com/watch?v=nczLpp4FyzY
灰名,22000,601831,6294,59763,https://www.youtube.com/watch?v=NgZdIk4QG5w
空,21000,1268143,900,11854,https://www.youtube.com/watch?v=DuJwYt9mNco
Naya,18600,4677296,1339,5213,https://www.youtube.com/watch?v=Uz7aTAyp2-4
如月ルミィ,17800,461820,6730,19636,https://www.youtube.com/watch?v=VjepVw3EUHs
藤乃熊,16600,66397,487,6238,https://www.youtube.com/watch?v=jWqywYzCeV8
三毛,14700,637705,5359,13521,https://www.youtube.com/watch?v=YctgSgYk7cY
水野魚娜,14300,597246,4146,7800,https://www.youtube.com/watch?v=U1H0QZ8iE38
鼠屋栗太,14300,146790,815,3653,https://www.youtube.com/watch?v=j-5AQb3nxaI
平平子,14000,194695,4424,8467,https://www.youtube.com/watch?v=zEHJINkdhSA
十五號,11500,186195,4518,12641,https://www.youtube.com/watch?v=DL0OJ5Z4ItA
諳石,11200,2639066,278,765,https://www.youtube.com/watch?v=_TqfYSGte84
一介,10800,734537,429,512,https://www.youtube.com/watch?v=42dh_tsODlk
夏玥白夜,10600,163562,0,0,
星見遙,9780,274856,1046,2954,https://www.youtube.com/watch?v=xnJVAa1GUJk
須多夜花,8920,117039,2476,14427,https://www.youtube.com/watch?v=1qifa3GwBUY
蕾兒,8000,167460,1377,2482,https://www.youtube.com/watch?v=P6qvf8zT9fE
榎川幸,7630,207812,1705,2256,https://www.youtube.com/watch?v=AmPl0W2RP68
秋月イノリ,7380,165106,704,1740,https://www.youtube.com/watch?v=UBPosbqDLKg
風絮,6460,39771,179,565,https://www.youtube.com/watch?v=-yjtEMENlRY
米亞,6230,213606,1871,6448,https://www.youtube.com/watch?v=PuRnOyKGDhU
TSMATCH火柴,5800,130782,542,911,https://www.youtube.com/watch?v=zoYWJwJeonU
夏日葵,5640,306111,308,8551,https://www.youtube.com/watch?v=ch_qIhqWfVw
魔法!,5570,1750602,309,453,https://www.youtube.com/watch?v=kT3yzG6NN3E
祈菈‧貝希毛絲,5560,349648,1728,6156,https://www.youtube.com/watch?v=EeG4CIJUGQI
姬宮優花,5540,95498,455,1019,https://www.youtube.com/watch?v=CmGFLqA3p4c
いくせん,5410,340073,220,760,https://www.youtube.com/watch?v=57YNeYFEepY
邱可,5320,56338,718,1846,https://www.youtube.com/watch?v=I0rBWVEc7CU
瀰婭,5200,191674,461,1392,https://www.youtube.com/watch?v=MFhTssWx-2s
希靈,4950,65804,1355,2871,https://www.youtube.com/watch?v=-1RzMgDh7Hw
綾瑞香,4840,197018,460,1460,https://www.youtube.com/watch?v=B9uHZNegTsQ
LMPAPER,4810,415420,176,274,https://www.youtube.com/watch?v=aj-upnSdv5U
夏莎莎,4760,38557,911,3158,https://www.youtube.com/watch?v=IxIONNW-6FA
723,4630,364204,77,246,https://www.youtube.com/watch?v=FMDDlPt0XsM
祈霓,4620,45169,887,1521,https://www.youtube.com/watch?v=6ThtBDi_Y6Q
狛井葵,4560,157939,1033,1370,https://www.youtube.com/watch?v=2vKG4mpRx8s
MK妹,4450,68835,2838,28188,https://www.youtube.com/watch?v=8WPRgKiDJac
小林あいす,4260,119592,1735,4358,https://www.youtube.com/watch?v=_5MVeqy_4TI
綾賢ラピス,4230,50448,305,867,https://www.youtube.com/watch?v=iHfpTz8VLI0
Lumina,4140,148493,192,214,https://www.youtube.com/watch?v=17Ex_KG3NAA
紗夏,3970,71297,0,0,
蝦拉拉,3730,113720,925,1330,https://www.youtube.com/watch?v=Yzsb1RHAEvg
楠橋詩耶,3670,96310,252,440,https://www.youtube.com/watch?v=KsPmaCb0AI8
黒田翔隼,3490,69640,616,5097,https://www.youtube.com/watch?v=m6lAY5jCdtQ
秋月莉莉卡,3340,31002,888,5217,https://www.youtube.com/watch?v=z9mKyEh68NQ
卡滋可可,3180,101286,343,1252,https://www.youtube.com/watch?v=6J4iZxXTk_0
罷工,3160,79136,167,2506,https://www.youtube.com/watch?v=JV2MaD4YqqU
狐媚娘‧達亞,3150,58530,503,2888,https://www.youtube.com/watch?v=bdBav-0sJtI
天堂,3130,60052,2088,9026,https://www.youtube.com/watch?v=Z9tD0EmJuGQ
明石巴,3080,16151,258,297,https://www.youtube.com/watch?v=qSo8NsGSeWA
