Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount,HighestViewedVideoURL
鬼鬼,810000,254246717,23560,92989,https://www.youtube.com/watch?v=CagScdEfLRk
杏仁ミル,318000,18222246,45837,119967,https://www.youtube.com/watch?v=iCNnpjC4XLE
高雄林小姐,104000,27487770,4834,10233,https://www.youtube.com/watch?v=aPw3GxseLU8
紅月,88100,94066,0,0,
鳥羽樂奈,47700,2575144,10159,43779,https://www.youtube.com/watch?v=56hoe7Dn5CM
香草奈若,42900,3515605,21895,147626,https://www.youtube.com/watch?v=KkmDmsruADg
璐洛洛,42500,3821166,5479,40609,https://www.youtube.com/watch?v=VV4mCRruDQE
虎妮,34900,1100847,2369,5356,https://www.youtube.com/watch?v=ew9vDejzCfc
悠白,33200,846152,5089,10434,https://www.youtube.com/watch?v=ejGH1BC1l98
兔姬,28400,922100,5744,6615,https://www.youtube.com/watch?v=tG12m1QgOTM
虛擬熊頭,26100,252975,12482,46288,https://www.youtube.com/watch?v=gGEpLAatY1Q
Asa Ifrit,25100,834942,5530,8922,https://www.youtube.com/watch?v=amABzXG3UkY
喵太,22200,550701,2042,3155,https://www.youtube.com/watch?v=nczLpp4FyzY
空,19300,1213875,847,2101,https://www.youtube.com/watch?v=DQGn2FNLBfQ
Naya,18600,4653492,881,1994,https://www.youtube.com/watch?v=bbiX_GG-1Pk
灰名,14200,298179,3123,55437,https://www.youtube.com/watch?v=QjfeAUpMp04
藤乃熊,14000,55484,338,4078,https://www.youtube.com/watch?v=jWqywYzCeV8
如月ルミィ,13900,315318,6624,13557,https://www.youtube.com/watch?v=VjepVw3EUHs
鼠屋栗太,13700,117690,937,3212,https://www.youtube.com/watch?v=j-5AQb3nxaI
三毛,12200,428442,5759,20359,https://www.youtube.com/watch?v=-Wt12uuMlTc
水野魚娜,11900,449312,3249,4892,https://www.youtube.com/watch?v=MiVvLQMHpw0
諳石,11100,2604210,339,620,https://www.youtube.com/watch?v=wmbMhno7VG4
一介,10800,740426,0,0,
夏玥白夜,10700,162692,0,0,
