Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount,HighestViewedVideoURL
鬼鬼,810000,254416765,24829,95780,https://www.youtube.com/watch?v=CagScdEfLRk
杏仁ミル,318000,18258565,44765,123542,https://www.youtube.com/watch?v=iCNnpjC4XLE
高雄林小姐,104000,27502531,4831,10235,https://www.youtube.com/watch?v=aPw3GxseLU8
鳥羽樂奈,47800,2604506,9911,45159,https://www.youtube.com/watch?v=56hoe7Dn5CM
香草奈若,43100,3597530,20852,100143,https://www.youtube.com/watch?v=HdXqVaHoKsg
璐洛洛,42600,3844916,3930,36139,https://www.youtube.com/watch?v=fKLojfMxmPY
虎妮,34900,1107523,2177,5388,https://www.youtube.com/watch?v=ew9vDejzCfc
悠白,33300,861528,4731,10722,https://www.youtube.com/watch?v=ejGH1BC1l98
兔姬,28400,929654,4997,7049,https://www.youtube.com/watch?v=tG12m1QgOTM
虛擬熊頭,26700,288561,11477,47059,https://www.youtube.com/watch?v=gGEpLAatY1Q
Asa Ifrit,25200,840066,5168,9680,https://www.youtube.com/watch?v=worGj9FJSE0
喵太,22300,553254,2095,3626,https://www.youtube.com/watch?v=nczLpp4FyzY
空,19400,1216568,883,3646,https://www.youtube.com/watch?v=-97qMHPnUdE
Naya,18600,4654604,1098,2011,https://www.youtube.com/watch?v=bbiX_GG-1Pk
灰名,14700,316202,4165,59867,https://www.youtube.com/watch?v=QjfeAUpMp04
藤乃熊,14400,56222,338,4622,https://www.youtube.com/watch?v=jWqywYzCeV8
如月ルミィ,14000,331402,6708,14561,https://www.youtube.com/watch?v=VjepVw3EUHs
鼠屋栗太,13800,120343,918,3359,https://www.youtube.com/watch?v=j-5AQb3nxaI
三毛,12300,446755,5862,10879,https://www.youtube.com/watch?v=XIGRpHiHRn8
水野魚娜,12000,456118,3058,4936,https://www.youtube.com/watch?v=MiVvLQMHpw0
諳石,11100,2607259,322,540,https://www.youtube.com/watch?v=f3q9CkhefvA
平平子,10700,127612,4708,8513,https://www.youtube.com/watch?v=DTa5I0_zKIY
十五號,8620,95704,4430,20027,https://www.youtube.com/watch?v=oKBlaZAbjB4
星見遙,8370,228172,1142,1823,https://www.youtube.com/watch?v=fyr8Mil20eg
蕾兒,7760,148721,1902,2764,https://www.youtube.com/watch?v=kBqyA5J-z2M
榎川幸,7200,190601,2055,2817,https://www.youtube.com/watch?v=wdY7UwJK1ag
秋月イノリ,6930,151065,873,1670,https://www.youtube.com/watch?v=UBPosbqDLKg
風絮,6440,37280,201,543,https://www.youtube.com/watch?v=-yjtEMENlRY
TSMATCH火柴,5610,120225,695,1142,https://www.youtube.com/watch?v=oogJ4-y1XeY
米亞,5600,178248,1881,6682,https://www.youtube.com/watch?v=1ulsVTIFPw4
魔法!,5540,1737078,337,738,https://www.youtube.com/watch?v=KTId2MKKsuE
姬宮優花,5360,90839,631,902,https://www.youtube.com/watch?v=CmGFLqA3p4c
いくせん,5310,329067,307,333,https://www.youtube.com/watch?v=YYxHHn6Lnlc
夏日葵,5240,292134,304,748,https://www.youtube.com/watch?v=E9knqDq5bG8
邱可,5210,48143,1163,3118,https://www.youtube.com/watch?v=OjTyNWVr4dU
須多夜花,4910,55648,4607,11627,https://www.youtube.com/watch?v=1qifa3GwBUY
LMPAPER,4790,413963,90,171,https://www.youtube.com/watch?v=y3iK2cyXuIQ
723,4640,357031,149,211,https://www.youtube.com/watch?v=g7E0qePE7JU
綾賢ラピス,4150,45235,635,921,https://www.youtube.com/watch?v=RWYBy3ILpwQ
Lumina,4130,146275,236,614,https://www.youtube.com/watch?v=hc_-S0n4qok
綾瑞香,4090,107083,403,4631,https://www.youtube.com/watch?v=OrsVQrySyE0
夏莎莎,4020,28702,1477,6110,https://www.youtube.com/watch?v=QM2JsaYln8o
祈霓,3950,34733,941,2763,https://www.youtube.com/watch?v=_UVYABIairY
希靈,3930,38687,1482,6903,https://www.youtube.com/watch?v=PG9LMIDbvKY
蝦拉拉,3490,106453,834,888,https://www.youtube.com/watch?v=Ldr5LhTs4u0
楠橋詩耶,3470,93022,370,810,https://www.youtube.com/watch?v=r-vY2Sv42yY
瀰婭,3440,176894,374,770,https://www.youtube.com/watch?v=UYk5GCCb77E
祈菈‧貝希毛絲,3260,301553,834,3230,https://www.youtube.com/watch?v=EeG4CIJUGQI
罷工,3120,75161,159,671,https://www.youtube.com/watch?v=KQSEMlRttWU
Joyce昕,3040,301521,166,218,https://www.youtube.com/watch?v=CtUukRocWLo
