Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount,HighestViewedVideoURL
鬼鬼,811000,256265962,40169,112964,https://www.youtube.com/watch?v=xEdIqLLcJU4
杏仁ミル,319000,18596003,28364,131762,https://www.youtube.com/watch?v=iCNnpjC4XLE
高雄林小姐,104000,27660575,4413,9246,https://www.youtube.com/watch?v=BE12OcNDvGY
鳥羽樂奈,50200,3043136,8384,26316,https://www.youtube.com/watch?v=8WSsA8iu1pE
香草奈若,46200,4170792,17031,53809,https://www.youtube.com/watch?v=FJvPw15zPOc
璐洛洛,44900,4202484,3947,43152,https://www.youtube.com/watch?v=uCmwqXj9Jic
虎妮,35200,1112937,1977,7705,https://www.youtube.com/watch?v=pYmZ7I8jkwM
悠白,34700,913499,5826,6960,https://www.youtube.com/watch?v=fjoMGF3DOwk
虛擬熊頭,32200,552542,11911,32502,https://www.youtube.com/watch?v=kdpMXHeO-u4
兔姬,29300,984295,5583,8006,https://www.youtube.com/watch?v=tG12m1QgOTM
Asa Ifrit,26800,921323,5237,11675,https://www.youtube.com/watch?v=worGj9FJSE0
喵太,22500,568855,4777,4777,https://www.youtube.com/watch?v=nczLpp4FyzY
灰名,22100,601831,6198,31865,https://www.youtube.com/watch?v=M1C9p9kmVLk
空,21000,1268143,890,11858,https://www.youtube.com/watch?v=DuJwYt9mNco
Naya,18600,4677296,1251,5223,https://www.youtube.com/watch?v=Uz7aTAyp2-4
藤乃熊,16600,66397,489,6242,https://www.youtube.com/watch?v=jWqywYzCeV8
三毛,14800,637705,5368,13595,https://www.youtube.com/watch?v=YctgSgYk7cY
水野魚娜,14400,597246,4151,7804,https://www.youtube.com/watch?v=U1H0QZ8iE38
鼠屋栗太,14300,146790,815,3655,https://www.youtube.com/watch?v=j-5AQb3nxaI
平平子,14100,194695,4526,8480,https://www.youtube.com/watch?v=zEHJINkdhSA
十五號,11600,186195,4611,12679,https://www.youtube.com/watch?v=DL0OJ5Z4ItA
諳石,11200,2639066,279,769,https://www.youtube.com/watch?v=_TqfYSGte84
星見遙,9780,274856,1086,2954,https://www.youtube.com/watch?v=xnJVAa1GUJk
須多夜花,8950,117039,2480,14451,https://www.youtube.com/watch?v=1qifa3GwBUY
蕾兒,8000,167460,1378,2482,https://www.youtube.com/watch?v=P6qvf8zT9fE
