Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount,HighestViewedVideoURL
鬼鬼,810000,254035700,22345,140475,https://www.youtube.com/watch?v=X4ul5iQNmt4
杏仁ミル,317000,18183401,46079,116130,https://www.youtube.com/watch?v=iCNnpjC4XLE
高雄林小姐,104000,27468179,4808,10227,https://www.youtube.com/watch?v=aPw3GxseLU8
紅月,88100,93942,0,0,
鳥羽樂奈,47600,2535470,10085,42630,https://www.youtube.com/watch?v=56hoe7Dn5CM
璐洛洛,42400,3787697,5723,40354,https://www.youtube.com/watch?v=VV4mCRruDQE
香草奈若,42400,3415535,21990,146911,https://www.youtube.com/watch?v=KkmDmsruADg
虎妮,34900,1100039,2325,5320,https://www.youtube.com/watch?v=ew9vDejzCfc
悠白,33000,839743,4918,10183,https://www.youtube.com/watch?v=ejGH1BC1l98
兔姬,28200,914034,5240,6569,https://www.youtube.com/watch?v=xk_pzNGd6UQ
虛擬熊頭,25600,222802,11053,45574,https://www.youtube.com/watch?v=gGEpLAatY1Q
Asa Ifrit,25000,822134,3964,8865,https://www.youtube.com/watch?v=amABzXG3UkY
喵太,22200,546860,1991,2694,https://www.youtube.com/watch?v=nczLpp4FyzY
空,19300,1210912,891,1995,https://www.youtube.com/watch?v=DQGn2FNLBfQ
Naya,18600,4651905,907,3487,https://www.youtube.com/watch?v=O2xpwGdBMRE
鼠屋栗太,13700,114952,978,3102,https://www.youtube.com/watch?v=j-5AQb3nxaI
灰名,13700,275096,3368,52993,https://www.youtube.com/watch?v=QjfeAUpMp04
藤乃熊,13600,50199,333,3223,https://www.youtube.com/watch?v=jWqywYzCeV8
如月ルミィ,13600,312180,6456,12522,https://www.youtube.com/watch?v=VjepVw3EUHs
三毛,12100,398973,6443,210379,https://www.youtube.com/watch?v=6w_OBgAqGx0
水野魚娜,11800,441142,3217,6212,https://www.youtube.com/watch?v=NGhoNQlEQrY
諳石,11100,2600121,337,1133,https://www.youtube.com/watch?v=J7PxKMJnjfE
一介,10800,739433,0,0,
夏玥白夜,10700,162609,0,0,
平平子,10500,120979,4245,8222,https://www.youtube.com/watch?v=DTa5I0_zKIY
十五號,8230,85459,4550,19234,https://www.youtube.com/watch?v=oKBlaZAbjB4
星見遙,8110,217427,1180,1884,https://www.youtube.com/watch?v=EY_IaSM4I2c
蕾兒,7700,146945,1925,2737,https://www.youtube.com/watch?v=kBqyA5J-z2M
風絮,6440,36516,211,534,https://www.youtube.com/watch?v=-yjtEMENlRY
TSMATCH火柴,5580,118917,695,1716,https://www.youtube.com/watch?v=gG_PLQKUHzQ
魔法!,5550,1734829,325,718,https://www.youtube.com/watch?v=KTId2MKKsuE
いくせん,5290,327506,319,630,https://www.youtube.com/watch?v=vYS_MuNBehc
姬宮優花,5280,89923,756,893,https://www.youtube.com/watch?v=DGq_DfnOaW8
夏日葵,5210,290655,392,1330,https://www.youtube.com/watch?v=mKRg2BRx7oM
邱可,5150,47070,1008,4866,https://www.youtube.com/watch?v=WOTJy-LDPqs
LMPAPER,4790,413638,112,153,https://www.youtube.com/watch?v=VSoVd70U28w
綾賢ラピス,4140,44817,454,917,https://www.youtube.com/watch?v=RWYBy3ILpwQ
Lumina,4130,145742,233,590,https://www.youtube.com/watch?v=hc_-S0n4qok
綾瑞香,4030,96110,635,4276,https://www.youtube.com/watch?v=OrsVQrySyE0
須多夜花,3960,34656,3970,10152,https://www.youtube.com/watch?v=1qifa3GwBUY
夏莎莎,3950,27745,2001,6061,https://www.youtube.com/watch?v=QM2JsaYln8o
祈霓,3910,32595,1143,2702,https://www.youtube.com/watch?v=_UVYABIairY
希靈,3710,32779,1396,6601,https://www.youtube.com/watch?v=PG9LMIDbvKY
蝦拉拉,3470,106832,779,952,https://www.youtube.com/watch?v=MXrx3t-TPxw
楠橋詩耶,3430,92794,353,799,https://www.youtube.com/watch?v=r-vY2Sv42yY
瀰婭,3330,174642,356,669,https://www.youtube.com/watch?v=8ZLosnFd4oU
Joyce昕,3040,302836,158,215,https://www.youtube.com/watch?v=CtUukRocWLo
明石巴,3030,15694,201,203,https://www.youtube.com/watch?v=qSo8NsGSeWA
祈菈‧貝希毛絲,3030,296142,591,2025,https://www.youtube.com/watch?v=aGbpYiunm_8
観空部,2990,139998,539,773,https://www.youtube.com/watch?v=FfFvxmfckeo
狐媚娘‧達亞,2830,46581,529,7454,https://www.youtube.com/watch?v=Jlu55-FPoWw
櫻野露,2750,69840,399,993,https://www.youtube.com/watch?v=BK_zYxszMwo
卡滋可可,2520,94300,272,388,https://www.youtube.com/watch?v=Ac-j4M21ZNg
南琳,2510,17923,134,632,https://www.youtube.com/watch?v=35tk-nTWvBE
星形KARAS,2470,373247,246,478,https://www.youtube.com/watch?v=hhm7jVBBhJk
奶茶,2380,3957,111,137,https://www.youtube.com/watch?v=loqB6Naz6X0
撇嘴耳包前滾翻,2370,130278,514,514,https://www.youtube.com/watch?v=RSkJXzyJPqs
櫻坂くりこ,2270,93342,250,564,https://www.youtube.com/watch?v=8r5sKsdytdA
仙貝兔兔,2240,126304,428,1903,https://www.youtube.com/watch?v=BJllOTyOOtU
Shaya,2210,89313,257,645,https://www.youtube.com/watch?v=crdi8psZ2x0
蘭希,2190,304527,305,326,https://www.youtube.com/watch?v=GmFgu0U0x1E
藤本莉子,2160,29110,162,1070,https://www.youtube.com/watch?v=ye1gxryIq0M
艾黎,2140,20287,510,1007,https://www.youtube.com/watch?v=7EszHOpYJSY
小森,2110,14549,1216,2986,https://www.youtube.com/watch?v=Ru6_S3uKdS4
ウイル,2080,50459,473,1094,https://www.youtube.com/watch?v=hPcGaZaaUfg
墨子,2070,62139,76,174,https://www.youtube.com/watch?v=rxXGMd6L0qc
喵控,1980,35732,151,750,https://www.youtube.com/watch?v=5Tfkxl18gj0
雨宮夢,1890,41808,189,379,https://www.youtube.com/watch?v=0NR-i7XN2Cc
草莓電波,1880,21723,0,0,
水手緞帶,1830,84655,206,512,https://www.youtube.com/watch?v=QTtPE4dZOXo
希爾艾姆,1820,34598,96,278,https://www.youtube.com/watch?v=I9yWCjFEEHo
秋月莉莉卡,1780,10134,1002,5378,https://www.youtube.com/watch?v=dbIYZwzMd40
小咖,1750,1545668,1006,36994,https://www.youtube.com/watch?v=ME6WA2GskQQ
蛋塔レイ,1740,64388,29,98,https://www.youtube.com/watch?v=U068KyGhT3U
西園寺兆兆,1720,34559,321,501,https://www.youtube.com/watch?v=xhpb-rxCq20
斜胖,1720,32734,442,1117,https://www.youtube.com/watch?v=XzpFUUJtrtY
天堂,1690,11620,4515,5425,https://www.youtube.com/watch?v=Z9tD0EmJuGQ
紅茶拿鐵,1660,61048,208,208,https://www.youtube.com/watch?v=JsDd2jrdaGc
茂矢門,1610,86688,229,724,https://www.youtube.com/watch?v=Je-Ms7svVYI
希莉亞,1610,48915,524,2368,https://www.youtube.com/watch?v=1uc70H93grw
南心詠,1610,39165,401,659,https://www.youtube.com/watch?v=LHkeW_-G424
結月,1570,41477,145,480,https://www.youtube.com/watch?v=2ra-85EQdKU
幽々魅,1550,30577,115,115,https://www.youtube.com/watch?v=-rrTPMdXTuU
凌千歌,1540,38279,240,241,https://www.youtube.com/watch?v=74WoyCLx6II
雙命裂,1510,65639,36,202,https://www.youtube.com/watch?v=g2KBdftbJAg
布魯斯,1480,10348,2823,4433,https://www.youtube.com/watch?v=2zpBetbVcr0
詠星優宇奈,1470,17118,322,676,https://www.youtube.com/watch?v=esVvoTlo_4U
罐罐,1450,71002,151,345,https://www.youtube.com/watch?v=0a8IgVT_fRU
阿紋,1430,65164,96,166,https://www.youtube.com/watch?v=-vqh1a4Hs0g
莉莉絲‧伊芙莉登,1430,40296,560,9651,https://www.youtube.com/watch?v=4SHhAYnAvNg
