Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount,HighestViewedVideoURL
鬼鬼,811000,256358406,41576,114435,https://www.youtube.com/watch?v=xEdIqLLcJU4
杏仁ミル,319000,18603786,27863,131904,https://www.youtube.com/watch?v=iCNnpjC4XLE
高雄林小姐,104000,27666507,4353,9246,https://www.youtube.com/watch?v=BE12OcNDvGY
紅月,87800,95859,0,0,
鳥羽樂奈,50200,3059501,8252,24860,https://www.youtube.com/watch?v=bmQOA44dbNE
香草奈若,46200,4193990,16934,54000,https://www.youtube.com/watch?v=FJvPw15zPOc
璐洛洛,45000,4215239,3826,43713,https://www.youtube.com/watch?v=uCmwqXj9Jic
虎妮,35300,1113630,1985,7720,https://www.youtube.com/watch?v=pYmZ7I8jkwM
悠白,34800,914432,5527,6967,https://www.youtube.com/watch?v=fjoMGF3DOwk
虛擬熊頭,32300,572558,11955,32705,https://www.youtube.com/watch?v=kdpMXHeO-u4
兔姬,29300,985391,5601,8014,https://www.youtube.com/watch?v=tG12m1QgOTM
Asa Ifrit,26800,926206,5278,11717,https://www.youtube.com/watch?v=worGj9FJSE0
喵太,22500,569290,4786,4786,https://www.youtube.com/watch?v=nczLpp4FyzY
灰名,22200,613976,6112,32101,https://www.youtube.com/watch?v=M1C9p9kmVLk
空,21000,1270226,892,11861,https://www.youtube.com/watch?v=DuJwYt9mNco
Naya,18600,4678651,1253,5232,https://www.youtube.com/watch?v=Uz7aTAyp2-4
如月ルミィ,17800,468920,6513,19760,https://www.youtube.com/watch?v=VjepVw3EUHs
藤乃熊,16700,66496,531,6253,https://www.youtube.com/watch?v=jWqywYzCeV8
三毛,14800,645296,5376,13652,https://www.youtube.com/watch?v=YctgSgYk7cY
水野魚娜,14400,594156,4211,8214,https://www.youtube.com/watch?v=uZU_Yf4kqHY
鼠屋栗太,14300,147302,827,3657,https://www.youtube.com/watch?v=j-5AQb3nxaI
平平子,14100,195411,4541,8505,https://www.youtube.com/watch?v=zEHJINkdhSA
十五號,11600,187054,4629,12733,https://www.youtube.com/watch?v=DL0OJ5Z4ItA
諳石,11200,2639915,264,775,https://www.youtube.com/watch?v=_TqfYSGte84
一介,10800,734799,437,519,https://www.youtube.com/watch?v=42dh_tsODlk
夏玥白夜,10600,163593,0,0,
星見遙,9790,276545,1086,2961,https://www.youtube.com/watch?v=xnJVAa1GUJk
須多夜花,9020,117998,2452,14500,https://www.youtube.com/watch?v=1qifa3GwBUY
蕾兒,8010,167737,1380,2485,https://www.youtube.com/watch?v=P6qvf8zT9fE
榎川幸,7640,208115,1715,2258,https://www.youtube.com/watch?v=AmPl0W2RP68
