Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount,HighestViewedVideoURL
鬼鬼,810000,254035700,22386,140552,https://www.youtube.com/watch?v=X4ul5iQNmt4
杏仁ミル,318000,18183401,46185,117318,https://www.youtube.com/watch?v=iCNnpjC4XLE
高雄林小姐,104000,27468179,4799,10228,https://www.youtube.com/watch?v=aPw3GxseLU8
紅月,88100,93942,0,0,
鳥羽樂奈,47600,2535470,10156,43050,https://www.youtube.com/watch?v=56hoe7Dn5CM
香草奈若,42600,3415535,22088,147158,https://www.youtube.com/watch?v=KkmDmsruADg
璐洛洛,42400,3787697,5727,40426,https://www.youtube.com/watch?v=VV4mCRruDQE
虎妮,34900,1100039,2340,5327,https://www.youtube.com/watch?v=ew9vDejzCfc
悠白,33100,839743,4982,10261,https://www.youtube.com/watch?v=ejGH1BC1l98
兔姬,28300,914034,5199,6580,https://www.youtube.com/watch?v=xk_pzNGd6UQ
虛擬熊頭,25800,222802,11373,45766,https://www.youtube.com/watch?v=gGEpLAatY1Q
Asa Ifrit,25000,822134,4541,8874,https://www.youtube.com/watch?v=amABzXG3UkY
喵太,22200,546860,2016,2899,https://www.youtube.com/watch?v=nczLpp4FyzY
空,19300,1210912,873,2025,https://www.youtube.com/watch?v=DQGn2FNLBfQ
Naya,18600,4651905,913,1977,https://www.youtube.com/watch?v=bbiX_GG-1Pk
灰名,14000,275096,3404,53507,https://www.youtube.com/watch?v=QjfeAUpMp04
鼠屋栗太,13700,114952,978,3142,https://www.youtube.com/watch?v=j-5AQb3nxaI
藤乃熊,13700,50199,338,3532,https://www.youtube.com/watch?v=jWqywYzCeV8
如月ルミィ,13700,312180,6474,12747,https://www.youtube.com/watch?v=VjepVw3EUHs
三毛,12100,398973,6457,210573,https://www.youtube.com/watch?v=6w_OBgAqGx0
水野魚娜,11900,441142,3225,6224,https://www.youtube.com/watch?v=NGhoNQlEQrY
諳石,11100,2600121,344,1148,https://www.youtube.com/watch?v=J7PxKMJnjfE
一介,10800,739433,0,0,
夏玥白夜,10700,162609,0,0,
平平子,10500,120979,4246,8262,https://www.youtube.com/watch?v=DTa5I0_zKIY
十五號,8320,85459,4530,19357,https://www.youtube.com/watch?v=oKBlaZAbjB4
星見遙,8150,217427,1163,1886,https://www.youtube.com/watch?v=EY_IaSM4I2c
蕾兒,7720,146945,1874,2738,https://www.youtube.com/watch?v=kBqyA5J-z2M
風絮,6440,36516,212,538,https://www.youtube.com/watch?v=-yjtEMENlRY
TSMATCH火柴,5590,118917,696,1718,https://www.youtube.com/watch?v=gG_PLQKUHzQ
魔法!,5550,1734829,325,722,https://www.youtube.com/watch?v=KTId2MKKsuE
いくせん,5290,327506,289,320,https://www.youtube.com/watch?v=YYxHHn6Lnlc
姬宮優花,5280,89923,716,894,https://www.youtube.com/watch?v=DGq_DfnOaW8
夏日葵,5220,290655,392,1330,https://www.youtube.com/watch?v=mKRg2BRx7oM
邱可,5160,47070,1012,4872,https://www.youtube.com/watch?v=WOTJy-LDPqs
LMPAPER,4790,413638,114,159,https://www.youtube.com/watch?v=VSoVd70U28w
須多夜花,4170,34656,4112,10400,https://www.youtube.com/watch?v=1qifa3GwBUY
綾賢ラピス,4140,44817,397,918,https://www.youtube.com/watch?v=RWYBy3ILpwQ
Lumina,4130,145742,234,594,https://www.youtube.com/watch?v=hc_-S0n4qok
綾瑞香,4050,96110,635,4306,https://www.youtube.com/watch?v=OrsVQrySyE0
夏莎莎,3970,27745,2006,6065,https://www.youtube.com/watch?v=QM2JsaYln8o
祈霓,3920,32595,1147,2713,https://www.youtube.com/watch?v=_UVYABIairY
希靈,3750,32779,1484,6648,https://www.youtube.com/watch?v=PG9LMIDbvKY
蝦拉拉,3480,106832,802,974,https://www.youtube.com/watch?v=MXrx3t-TPxw
楠橋詩耶,3440,92794,355,801,https://www.youtube.com/watch?v=r-vY2Sv42yY
瀰婭,3350,174642,371,692,https://www.youtube.com/watch?v=UYk5GCCb77E
祈菈‧貝希毛絲,3050,296142,613,2020,https://www.youtube.com/watch?v=aGbpYiunm_8
Joyce昕,3040,302836,152,215,https://www.youtube.com/watch?v=CtUukRocWLo
明石巴,3020,15694,201,206,https://www.youtube.com/watch?v=qSo8NsGSeWA
観空部,2990,139998,540,776,https://www.youtube.com/watch?v=FfFvxmfckeo
狐媚娘‧達亞,2900,46581,535,7464,https://www.youtube.com/watch?v=Jlu55-FPoWw
櫻野露,2750,69840,399,994,https://www.youtube.com/watch?v=BK_zYxszMwo
