Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount,HighestViewedVideoURL
鬼鬼,810000,255255546,34087,103911,https://www.youtube.com/watch?v=CagScdEfLRk
杏仁ミル,318000,18376688,21226,128665,https://www.youtube.com/watch?v=iCNnpjC4XLE
高雄林小姐,104000,27576680,4741,9232,https://www.youtube.com/watch?v=BE12OcNDvGY
鳥羽樂奈,48500,2784268,8404,47556,https://www.youtube.com/watch?v=56hoe7Dn5CM
香草奈若,44000,3800175,20063,62984,https://www.youtube.com/watch?v=IeBzeEZvJYM
璐洛洛,43000,3960250,3382,14891,https://www.youtube.com/watch?v=6Nqk5QcuJRs
虎妮,35000,1090173,1861,5433,https://www.youtube.com/watch?v=ew9vDejzCfc
悠白,33800,894175,5563,10998,https://www.youtube.com/watch?v=ejGH1BC1l98
兔姬,28600,954071,5162,7582,https://www.youtube.com/watch?v=tG12m1QgOTM
虛擬熊頭,28600,400841,11273,18610,https://www.youtube.com/watch?v=WEudqJNM_FA
Asa Ifrit,25700,868518,4685,10677,https://www.youtube.com/watch?v=worGj9FJSE0
喵太,22400,562121,3290,4363,https://www.youtube.com/watch?v=nczLpp4FyzY
空,19500,1229146,885,4574,https://www.youtube.com/watch?v=-97qMHPnUdE
Naya,18600,4660635,1153,2057,https://www.youtube.com/watch?v=bbiX_GG-1Pk
灰名,17800,442301,5728,77599,https://www.youtube.com/watch?v=QjfeAUpMp04
藤乃熊,14100,62293,454,5674,https://www.youtube.com/watch?v=jWqywYzCeV8
鼠屋栗太,13800,130619,926,3486,https://www.youtube.com/watch?v=j-5AQb3nxaI
三毛,12900,536407,4754,11603,https://www.youtube.com/watch?v=XIGRpHiHRn8
水野魚娜,12600,506388,3461,6933,https://www.youtube.com/watch?v=U1H0QZ8iE38
平平子,12000,155839,4441,8859,https://www.youtube.com/watch?v=DTa5I0_zKIY
諳石,11200,2624510,266,625,https://www.youtube.com/watch?v=f3q9CkhefvA
十五號,9740,128857,4625,11396,https://www.youtube.com/watch?v=m5gpfxqyY8w
星見遙,8960,250423,1149,1878,https://www.youtube.com/watch?v=fyr8Mil20eg
蕾兒,7830,157621,1741,2787,https://www.youtube.com/watch?v=kBqyA5J-z2M
風絮,6440,38766,186,561,https://www.youtube.com/watch?v=-yjtEMENlRY
須多夜花,6280,86866,3568,12966,https://www.youtube.com/watch?v=1qifa3GwBUY
TSMATCH火柴,5680,124543,700,1012,https://www.youtube.com/watch?v=XYcgPRVYNjQ
魔法!,5550,1742628,205,410,https://www.youtube.com/watch?v=kT3yzG6NN3E
姬宮優花,5440,92845,512,970,https://www.youtube.com/watch?v=CmGFLqA3p4c
いくせん,5330,333227,204,351,https://www.youtube.com/watch?v=YYxHHn6Lnlc
夏日葵,5320,294350,296,774,https://www.youtube.com/watch?v=E9knqDq5bG8
邱可,5240,52044,919,1963,https://www.youtube.com/watch?v=2Ws6SuMBg9A
瀰婭,4850,187226,516,1359,https://www.youtube.com/watch?v=MFhTssWx-2s
LMPAPER,4790,414787,136,201,https://www.youtube.com/watch?v=y3iK2cyXuIQ
夏莎莎,4520,35068,1344,2658,https://www.youtube.com/watch?v=IxIONNW-6FA
希靈,4390,48927,1295,7203,https://www.youtube.com/watch?v=PG9LMIDbvKY
祈霓,4370,39856,925,1649,https://www.youtube.com/watch?v=HYojt0vu2Vk
綾瑞香,4310,141427,412,723,https://www.youtube.com/watch?v=B9uHZNegTsQ
綾賢ラピス,4180,48375,436,918,https://www.youtube.com/watch?v=OTgSecy5Mcw
祈菈‧貝希毛絲,4140,320565,1169,5104,https://www.youtube.com/watch?v=EeG4CIJUGQI
Lumina,4130,147172,240,649,https://www.youtube.com/watch?v=hc_-S0n4qok
楠橋詩耶,3520,94144,388,563,https://www.youtube.com/watch?v=5jCCvCHuH7k
蝦拉拉,3510,108514,641,929,https://www.youtube.com/watch?v=g4uLn8x9nZo
罷工,3140,78359,154,2467,https://www.youtube.com/watch?v=JV2MaD4YqqU
狐媚娘‧達亞,3070,53743,561,7554,https://www.youtube.com/watch?v=Jlu55-FPoWw
撇嘴耳包前滾翻,2430,132510,489,695,https://www.youtube.com/watch?v=RSkJXzyJPqs
天堂,2420,37852,2518,8185,https://www.youtube.com/watch?v=Z9tD0EmJuGQ
小森,2370,20268,730,3042,https://www.youtube.com/watch?v=mHKoXmqu5Dg
布魯斯,2180,24150,3174,7563,https://www.youtube.com/watch?v=2zpBetbVcr0
醬油Mochi,0,108948,1413,3668,https://www.youtube.com/watch?v=vTigzRTdhfU
