Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount,HighestViewedVideoURL
鬼鬼,810000,254712973,24254,99583,https://www.youtube.com/watch?v=CagScdEfLRk
杏仁ミル,318000,18303989,48801,126038,https://www.youtube.com/watch?v=iCNnpjC4XLE
高雄林小姐,104000,27529211,4778,10239,https://www.youtube.com/watch?v=aPw3GxseLU8
鳥羽樂奈,48000,2677663,10124,46307,https://www.youtube.com/watch?v=56hoe7Dn5CM
香草奈若,43400,3582748,20908,90678,https://www.youtube.com/watch?v=DJp6yFFAgN4
璐洛洛,42800,3898244,3958,36623,https://www.youtube.com/watch?v=fKLojfMxmPY
虎妮,34900,1112173,2265,5411,https://www.youtube.com/watch?v=ew9vDejzCfc
悠白,33500,877517,5196,10853,https://www.youtube.com/watch?v=ejGH1BC1l98
兔姬,28400,934784,5022,7357,https://www.youtube.com/watch?v=tG12m1QgOTM
虛擬熊頭,27300,334586,11120,21257,https://www.youtube.com/watch?v=cu2KvczVD1k
Asa Ifrit,25300,852636,4031,10341,https://www.youtube.com/watch?v=worGj9FJSE0
喵太,22300,558385,3108,4107,https://www.youtube.com/watch?v=nczLpp4FyzY
空,19400,1221872,885,4221,https://www.youtube.com/watch?v=-97qMHPnUdE
Naya,18600,4657077,1111,2036,https://www.youtube.com/watch?v=bbiX_GG-1Pk
灰名,15700,352005,4833,65752,https://www.youtube.com/watch?v=QjfeAUpMp04
如月ルミィ,14400,351827,6720,15388,https://www.youtube.com/watch?v=VjepVw3EUHs
藤乃熊,14000,58275,394,5184,https://www.youtube.com/watch?v=jWqywYzCeV8
鼠屋栗太,13800,124202,939,3423,https://www.youtube.com/watch?v=j-5AQb3nxaI
三毛,12500,493590,6019,11442,https://www.youtube.com/watch?v=5w-bTaO1Kv4
水野魚娜,12100,461855,3343,4985,https://www.youtube.com/watch?v=MiVvLQMHpw0
諳石,11100,2613902,287,584,https://www.youtube.com/watch?v=f3q9CkhefvA
平平子,10900,139004,4288,8633,https://www.youtube.com/watch?v=DTa5I0_zKIY
十五號,8810,108625,4634,20543,https://www.youtube.com/watch?v=oKBlaZAbjB4
星見遙,8520,235096,1148,1839,https://www.youtube.com/watch?v=fyr8Mil20eg
蕾兒,7790,153825,1887,2776,https://www.youtube.com/watch?v=kBqyA5J-z2M
榎川幸,7230,191578,2119,2823,https://www.youtube.com/watch?v=wdY7UwJK1ag
秋月イノリ,6970,153066,883,1697,https://www.youtube.com/watch?v=UBPosbqDLKg
風絮,6440,37932,199,551,https://www.youtube.com/watch?v=-yjtEMENlRY
TSMATCH火柴,5640,121442,651,1011,https://www.youtube.com/watch?v=XYcgPRVYNjQ
米亞,5640,184208,2012,5911,https://www.youtube.com/watch?v=Y-2cWk-wOOs
魔法!,5550,1739845,225,684,https://www.youtube.com/watch?v=2p8oE4nWDMQ
姬宮優花,5390,91604,578,940,https://www.youtube.com/watch?v=CmGFLqA3p4c
いくせん,5310,330594,284,345,https://www.youtube.com/watch?v=YYxHHn6Lnlc
夏日葵,5240,292513,327,759,https://www.youtube.com/watch?v=E9knqDq5bG8
邱可,5230,50698,1064,2837,https://www.youtube.com/watch?v=ktGw__P6ZOw
須多夜花,5170,69168,4772,12104,https://www.youtube.com/watch?v=1qifa3GwBUY
LMPAPER,4790,414269,118,189,https://www.youtube.com/watch?v=y3iK2cyXuIQ
723,4640,357857,145,220,https://www.youtube.com/watch?v=g7E0qePE7JU
瀰婭,4440,180796,438,1172,https://www.youtube.com/watch?v=MFhTssWx-2s
綾賢ラピス,4160,47178,431,903,https://www.youtube.com/watch?v=OTgSecy5Mcw
Lumina,4130,146473,236,625,https://www.youtube.com/watch?v=hc_-S0n4qok
綾瑞香,4120,117225,406,4826,https://www.youtube.com/watch?v=OrsVQrySyE0
夏莎莎,4060,29470,1426,2831,https://www.youtube.com/watch?v=SoWfQs6RnEg
祈霓,3970,36295,894,2796,https://www.youtube.com/watch?v=_UVYABIairY
希靈,3950,41611,1355,6995,https://www.youtube.com/watch?v=PG9LMIDbvKY
楠橋詩耶,3500,93102,388,812,https://www.youtube.com/watch?v=r-vY2Sv42yY
蝦拉拉,3490,106799,843,896,https://www.youtube.com/watch?v=Ldr5LhTs4u0
撇嘴耳包前滾翻,2390,131849,653,653,https://www.youtube.com/watch?v=RSkJXzyJPqs
小森,2340,18274,991,2967,https://www.youtube.com/watch?v=mHKoXmqu5Dg
醬油Mochi,0,100962,1538,3636,https://www.youtube.com/watch?v=vTigzRTdhfU
