Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount,HighestViewedVideoURL
鬼鬼,811000,255609496,36954,89451,https://www.youtube.com/watch?v=xEdIqLLcJU4
杏仁ミル,318000,18451770,25462,130258,https://www.youtube.com/watch?v=iCNnpjC4XLE
高雄林小姐,104000,27608928,4704,9242,https://www.youtube.com/watch?v=BE12OcNDvGY
紅月,87900,95157,0,0,
鳥羽樂奈,48900,2850319,8181,48760,https://www.youtube.com/watch?v=56hoe7Dn5CM
香草奈若,44600,3912398,17695,40861,https://www.youtube.com/watch?v=FJvPw15zPOc
璐洛洛,43600,4043463,3928,28914,https://www.youtube.com/watch?v=uCmwqXj9Jic
虎妮,35200,1102602,1995,6602,https://www.youtube.com/watch?v=pYmZ7I8jkwM
悠白,34100,902313,5695,11093,https://www.youtube.com/watch?v=ejGH1BC1l98
虛擬熊頭,29800,454880,13458,26701,https://www.youtube.com/watch?v=kdpMXHeO-u4
兔姬,28900,967103,5242,7820,https://www.youtube.com/watch?v=tG12m1QgOTM
Asa Ifrit,26200,894471,5406,11177,https://www.youtube.com/watch?v=worGj9FJSE0
喵太,22400,564758,4518,4518,https://www.youtube.com/watch?v=nczLpp4FyzY
空,20000,1245689,882,10021,https://www.youtube.com/watch?v=DuJwYt9mNco
灰名,19300,490381,5937,87667,https://www.youtube.com/watch?v=QjfeAUpMp04
Naya,18600,4663298,1131,2065,https://www.youtube.com/watch?v=bbiX_GG-1Pk
如月ルミィ,16600,422268,7211,18172,https://www.youtube.com/watch?v=VjepVw3EUHs
藤乃熊,15200,63761,487,5914,https://www.youtube.com/watch?v=jWqywYzCeV8
鼠屋栗太,14100,136365,947,3568,https://www.youtube.com/watch?v=j-5AQb3nxaI
三毛,13800,575091,5661,12401,https://www.youtube.com/watch?v=XIGRpHiHRn8
水野魚娜,13500,537158,3685,7517,https://www.youtube.com/watch?v=U1H0QZ8iE38
平平子,12800,176760,4496,9077,https://www.youtube.com/watch?v=DTa5I0_zKIY
諳石,11200,2629820,290,655,https://www.youtube.com/watch?v=_TqfYSGte84
一介,10800,747544,408,415,https://www.youtube.com/watch?v=42dh_tsODlk
十五號,10700,146977,4536,11993,https://www.youtube.com/watch?v=m5gpfxqyY8w
夏玥白夜,10600,163300,0,0,
星見遙,9330,260055,1156,1842,https://www.youtube.com/watch?v=xV5OqExZUx4
蕾兒,7900,161953,1565,2793,https://www.youtube.com/watch?v=kBqyA5J-z2M
榎川幸,7460,203075,1622,2234,https://www.youtube.com/watch?v=AmPl0W2RP68
秋月イノリ,7170,161428,887,1733,https://www.youtube.com/watch?v=UBPosbqDLKg
須多夜花,6990,95682,3530,13544,https://www.youtube.com/watch?v=1qifa3GwBUY
風絮,6450,39144,187,563,https://www.youtube.com/watch?v=-yjtEMENlRY
米亞,5970,202129,2011,5345,https://www.youtube.com/watch?v=PuRnOyKGDhU
TSMATCH火柴,5720,127061,612,857,https://www.youtube.com/watch?v=zoYWJwJeonU
魔法!,5560,1745557,239,435,https://www.youtube.com/watch?v=kT3yzG6NN3E
夏日葵,5550,302920,330,7531,https://www.youtube.com/watch?v=ch_qIhqWfVw
姬宮優花,5470,93435,516,990,https://www.youtube.com/watch?v=CmGFLqA3p4c
いくせん,5360,336225,216,600,https://www.youtube.com/watch?v=57YNeYFEepY
邱可,5240,53073,809,1970,https://www.youtube.com/watch?v=2Ws6SuMBg9A
瀰婭,4960,189340,487,1376,https://www.youtube.com/watch?v=MFhTssWx-2s
LMPAPER,4800,415067,153,217,https://www.youtube.com/watch?v=aj-upnSdv5U
祈菈‧貝希毛絲,4640,332953,1278,5747,https://www.youtube.com/watch?v=EeG4CIJUGQI
723,4640,361812,84,237,https://www.youtube.com/watch?v=FMDDlPt0XsM
夏莎莎,4600,36468,1274,2963,https://www.youtube.com/watch?v=IxIONNW-6FA
希靈,4600,55411,1320,7331,https://www.youtube.com/watch?v=PG9LMIDbvKY
綾瑞香,4490,160015,428,1012,https://www.youtube.com/watch?v=B9uHZNegTsQ
祈霓,4480,41476,917,1668,https://www.youtube.com/watch?v=HYojt0vu2Vk
狛井葵,4480,155762,1057,2456,https://www.youtube.com/watch?v=J6crFn-eAwg
綾賢ラピス,4200,49125,432,858,https://www.youtube.com/watch?v=iHfpTz8VLI0
Lumina,4120,147646,184,243,https://www.youtube.com/watch?v=JxpOvk0sHsc
紗夏,3940,70664,0,0,
小林あいす,3820,101885,1651,3070,https://www.youtube.com/watch?v=Q6LWIrsgRgM
蝦拉拉,3620,111003,709,1223,https://www.youtube.com/watch?v=x98X5yK1Ohg
楠橋詩耶,3550,95061,331,569,https://www.youtube.com/watch?v=5jCCvCHuH7k
MK妹,3500,46988,17332,24837,https://www.youtube.com/watch?v=8WPRgKiDJac
黒田翔隼,3430,67165,820,5053,https://www.youtube.com/watch?v=m6lAY5jCdtQ
罷工,3150,78735,153,2479,https://www.youtube.com/watch?v=JV2MaD4YqqU
狐媚娘‧達亞,3100,54984,574,7565,https://www.youtube.com/watch?v=Jlu55-FPoWw
明石巴,3050,15795,270,270,https://www.youtube.com/watch?v=qSo8NsGSeWA
観空部,3040,144013,343,804,https://www.youtube.com/watch?v=FfFvxmfckeo
Joyce昕,3030,300311,150,214,https://www.youtube.com/watch?v=tndrV_gOauM
狐太れお,2920,280343,0,0,
櫻野露,2900,75031,354,668,https://www.youtube.com/watch?v=X6qdnUHxELk
米良アイル,2850,56296,532,672,https://www.youtube.com/watch?v=wy71khRMS9k
天堂,2790,50180,2606,8694,https://www.youtube.com/watch?v=Z9tD0EmJuGQ
秋月莉莉卡,2720,22353,761,4798,https://www.youtube.com/watch?v=z9mKyEh68NQ
南琳,2560,20828,143,602,https://www.youtube.com/watch?v=DYI24RLRkcw
