Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount,HighestViewedVideoURL
鬼鬼,810000,255609496,37800,88141,https://www.youtube.com/watch?v=xEdIqLLcJU4
杏仁ミル,318000,18451770,25257,130137,https://www.youtube.com/watch?v=iCNnpjC4XLE
高雄林小姐,104000,27608928,4757,9242,https://www.youtube.com/watch?v=BE12OcNDvGY
鳥羽樂奈,48800,2850319,8263,48645,https://www.youtube.com/watch?v=56hoe7Dn5CM
香草奈若,44600,3912398,17666,38138,https://www.youtube.com/watch?v=FJvPw15zPOc
璐洛洛,43600,4043463,3922,27068,https://www.youtube.com/watch?v=uCmwqXj9Jic
虎妮,35200,1102602,2028,6244,https://www.youtube.com/watch?v=pYmZ7I8jkwM
悠白,34100,902313,5688,11089,https://www.youtube.com/watch?v=ejGH1BC1l98
虛擬熊頭,29800,454880,13416,26194,https://www.youtube.com/watch?v=kdpMXHeO-u4
兔姬,28900,967103,5192,7809,https://www.youtube.com/watch?v=tG12m1QgOTM
Asa Ifrit,26100,894471,5322,11155,https://www.youtube.com/watch?v=worGj9FJSE0
喵太,22400,564758,4507,4507,https://www.youtube.com/watch?v=nczLpp4FyzY
空,20000,1245689,881,8580,https://www.youtube.com/watch?v=DuJwYt9mNco
灰名,19100,490381,5924,86840,https://www.youtube.com/watch?v=QjfeAUpMp04
Naya,18600,4663298,1131,2064,https://www.youtube.com/watch?v=bbiX_GG-1Pk
藤乃熊,15200,63761,472,5891,https://www.youtube.com/watch?v=jWqywYzCeV8
鼠屋栗太,14000,136365,946,3562,https://www.youtube.com/watch?v=j-5AQb3nxaI
三毛,13700,575091,5665,12345,https://www.youtube.com/watch?v=XIGRpHiHRn8
水野魚娜,13400,537158,3671,7506,https://www.youtube.com/watch?v=U1H0QZ8iE38
平平子,12800,176760,4493,9069,https://www.youtube.com/watch?v=DTa5I0_zKIY
諳石,11200,2629820,294,651,https://www.youtube.com/watch?v=f3q9CkhefvA
十五號,10600,146977,4724,11969,https://www.youtube.com/watch?v=m5gpfxqyY8w
星見遙,9300,260055,1159,1842,https://www.youtube.com/watch?v=xV5OqExZUx4
蕾兒,7900,161953,1565,2793,https://www.youtube.com/watch?v=kBqyA5J-z2M
須多夜花,6960,95682,3523,13517,https://www.youtube.com/watch?v=1qifa3GwBUY
風絮,6450,39144,186,563,https://www.youtube.com/watch?v=-yjtEMENlRY
TSMATCH火柴,5710,127061,610,845,https://www.youtube.com/watch?v=zo6_gcxc2Ug
魔法!,5560,1745557,265,432,https://www.youtube.com/watch?v=kT3yzG6NN3E
夏日葵,5540,302920,329,7363,https://www.youtube.com/watch?v=ch_qIhqWfVw
姬宮優花,5470,93435,516,989,https://www.youtube.com/watch?v=CmGFLqA3p4c
いくせん,5350,336225,214,579,https://www.youtube.com/watch?v=57YNeYFEepY
邱可,5240,53073,843,1970,https://www.youtube.com/watch?v=2Ws6SuMBg9A
瀰婭,4960,189340,486,1375,https://www.youtube.com/watch?v=MFhTssWx-2s
LMPAPER,4800,415067,153,215,https://www.youtube.com/watch?v=aj-upnSdv5U
夏莎莎,4600,36468,1271,2951,https://www.youtube.com/watch?v=IxIONNW-6FA
祈菈‧貝希毛絲,4600,332953,1290,5716,https://www.youtube.com/watch?v=EeG4CIJUGQI
希靈,4570,55411,1320,7320,https://www.youtube.com/watch?v=PG9LMIDbvKY
祈霓,4480,41476,915,1666,https://www.youtube.com/watch?v=HYojt0vu2Vk
綾瑞香,4470,160015,427,1006,https://www.youtube.com/watch?v=B9uHZNegTsQ
綾賢ラピス,4200,49125,434,918,https://www.youtube.com/watch?v=OTgSecy5Mcw
Lumina,4120,147646,184,243,https://www.youtube.com/watch?v=JxpOvk0sHsc
蝦拉拉,3610,111003,692,1218,https://www.youtube.com/watch?v=x98X5yK1Ohg
楠橋詩耶,3550,95061,356,569,https://www.youtube.com/watch?v=5jCCvCHuH7k
罷工,3150,78735,152,2478,https://www.youtube.com/watch?v=JV2MaD4YqqU
狐媚娘‧達亞,3090,54984,578,7565,https://www.youtube.com/watch?v=Jlu55-FPoWw
明石巴,3050,15795,268,268,https://www.youtube.com/watch?v=qSo8NsGSeWA
観空部,3040,144013,374,804,https://www.youtube.com/watch?v=FfFvxmfckeo
Joyce昕,3030,300311,127,214,https://www.youtube.com/watch?v=tndrV_gOauM
櫻野露,2900,75031,353,667,https://www.youtube.com/watch?v=X6qdnUHxELk
天堂,2770,50180,2590,8672,https://www.youtube.com/watch?v=Z9tD0EmJuGQ
南琳,2560,20828,147,594,https://www.youtube.com/watch?v=DYI24RLRkcw
卡滋可可,2550,96805,288,361,https://www.youtube.com/watch?v=5QwNs53UYEE
星形KARAS,2540,375653,191,397,https://www.youtube.com/watch?v=KTXNetTAkz0
小森,2380,20494,736,3041,https://www.youtube.com/watch?v=mHKoXmqu5Dg
布魯斯,2330,27410,2247,7852,https://www.youtube.com/watch?v=2zpBetbVcr0
希莉亞,1870,85556,2055,4016,https://www.youtube.com/watch?v=qlcRS8JVRJ4
嗚夫沃夫,1370,34937,1312,4000,https://www.youtube.com/watch?v=hEAGT872CME
麻子マコ,1230,5076,1683,2685,https://www.youtube.com/watch?v=qSrWUJmPOjo
醬油Mochi,0,114673,1350,3700,https://www.youtube.com/watch?v=vTigzRTdhfU
