VTuber ID,YouTube Subscriber Count,YouTube View Count,YouTube Thumbnail URL,Twitch Follower Count,Twitch Thumbnail URL
00156e6583fe4923b7a32d8564e3ea4c,1000,27708,https://yt3.ggpht.com/cP6rPYulkcuVvOoICTL5ePVNMhu84ZMLo-1xLRTq0V528f8AhBvqGQa-b_VLcgvdJNWvDfW7=s88-c-k-c0x00ffffff-no-rj,250,https://static-cdn.jtvnw.net/jtv_user_pictures/afd4241f-6abc-45e7-b2c3-fc9e68e396d4-profile_image-300x300.png
007847e77d894f199e1272cf81e02730,,,,697,https://static-cdn.jtvnw.net/jtv_user_pictures/162c2793-8b84-41f1-881f-99f3faedfb87-profile_image-300x300.png
00a208caab334f6daf286ebb92cfd9da,337,6087,https://yt3.ggpht.com/4pybm626dLD2uRKYDXCLTsYuKoGkzyIZ0thq1ttU0EMY7ZLiUtR3_JgOZkfD5niPuzsPZsSs=s88-c-k-c0x00ffffff-no-rj,,
00bdfa7c234a47b285152f675d6c650a,7360,1857751,https://yt3.ggpht.com/Gae9xiUdpOW1TUfk4Dw0F0hC24Jj-HiwGfyAOz_hjF2SRPYpIzAuXVWlxe7gXa5bzFFfXzVjtw=s88-c-k-c0x00ffffff-no-rj,,
00c158176a504c9bb865b32276e79eb1,1450,44146,https://yt3.ggpht.com/6eJU2rqy1vNsEWek0P5nnD8fZHGzUV9H4QZbG0lp6SCVoWwuhHYLAQqFaD3E9_SLPlnNmnXOpA=s88-c-k-c0x00ffffff-no-rj,,
00d9cb7b0bcd451999f4fd33dd84be6c,161,5495,https://yt3.ggpht.com/PTK7f2q4xcOuBDMwSlzwgYAq7-Wg-w0HTjUsLUnQCW81Sv0SrHAFLpXzy842Qv2yaBGqUoK3Bg=s88-c-k-c0x00ffffff-no-rj,2779,https://static-cdn.jtvnw.net/jtv_user_pictures/5cf4d225-9f76-43b5-8fe5-c8dc917f4708-profile_image-300x300.png
00de1290ff0a4edda4db0385a6ba3300,654,17929,https://yt3.ggpht.com/PEqo0VFxk0C2x0UFcMaSuyapL33NMFHzXiq8bTa3pI2DjT7HzGpfTzHglIDO9ir4e6bZ4TX6nSs=s88-c-k-c0x00ffffff-no-rj,1386,https://static-cdn.jtvnw.net/jtv_user_pictures/5b0934ff-5b77-4bbc-bfee-42aa00cff148-profile_image-300x300.png
00ff650864404d0c9ce155ff4a82d804,2410,6757,https://yt3.ggpht.com/gZJjag3o0zcjlcq-_b2FBxBb7p6HCHUdCYtl7us6gF_U4INOC5NQa3adXMAI8C0UN1bcVz_lIQ=s88-c-k-c0x00ffffff-no-rj,,
0134d1ae91784122b79954c2c8571aef,185,0,https://yt3.ggpht.com/eZO6Bll75kFdPX4wdkRSnPMPiyFTMt2qcn4BQWj1WxASGtP18sNj1s3BsQvVozhb6EcgayYywg=s88-c-k-c0x00ffffff-no-rj,418,https://static-cdn.jtvnw.net/jtv_user_pictures/aca493b2-d93c-4526-9d05-8ac2a5a82e77-profile_image-300x300.png
0158495d5a2542a98181c2ddd21b90af,5580,121621,https://yt3.ggpht.com/lzT4u3Ovljb9j3M5lsw2GtxzTHbYMtd453soBVvQmCbbbrrL6WJO2B2AnddbmNXySmhp1paWSA=s88-c-k-c0x00ffffff-no-rj,,
018244f1ad404c9eaa4ddf747c3bafa0,903,100906,https://yt3.ggpht.com/YmssEY_p2u8h32RQf5wF78-fg9vT0mhYsvrX_YFKYaaJkzUFwPtKtuqvpC50FUBiPJqPDoZu=s88-c-k-c0x00ffffff-no-rj,,
01871d8239314affaf7032899ce6502f,1170,269578,https://yt3.ggpht.com/FfZb22b87lqtbAT2IvbOeVOvWoxOWmI3yR4u7REPdcUiGZVVlhG7PNW9ddX6zOwsankPQKND=s88-c-k-c0x00ffffff-no-rj,,
01ba034aab854ec680fe6f1ddc7008e2,1240,51971,https://yt3.ggpht.com/l2BU37FAeMF-dkhX_aMe-S5aaf7uc4rbqdSnJI1MpFjyFG01U8e2vU9tU0t3qRaTTpm_ZujC=s88-c-k-c0x00ffffff-no-rj,,
01bebf0363a94b16b2313053c90a1c8a,169,2598,https://yt3.ggpht.com/7KXj6pCXUnhZA8WXRNmKV_yhlR48BTY_DytQhjP-AVslHCq9VWGokL3MH7EiDFavzTZGKcQE-rc=s88-c-k-c0x00ffffff-no-rj,289,https://static-cdn.jtvnw.net/jtv_user_pictures/e560abda-00e5-44a4-b58a-d6cd7f332a0b-profile_image-300x300.png
01d150623c984f3d8d7de4b1859afadd,469,9068,https://yt3.ggpht.com/D_KwchbvNzUFwOL5uV0oSwKP2iUQPha2hrmZ6Gb5sekssM2U_YgSC3gLJ9_aV7i1ogEvDb_urw=s88-c-k-c0x00ffffff-no-rj,,
01edfa8163ad42cd85f56ef4dce2609e,1590,33459,https://yt3.ggpht.com/z7U7x_Oq93VxvAkaj8-Pn2lh1vLJNSzrYbZvjtUxsM-Uvrab5DRrCDJsKJ2stvsYaTpYIxkwHHA=s88-c-k-c0x00ffffff-no-rj,,
