VTuber ID,YouTube Subscriber Count,YouTube View Count,YouTube Thumbnail URL,Twitch Follower Count,Twitch Thumbnail URL
004e635d5d494045a810b2d026e769c7,572,53882,https://yt3.ggpht.com/9dzc_oCKZr13tI97hiKGMzeKA_-XVhdusY_ne3_FYD1Qt2XpxNnxVQjzY8Wc8aNFa6Jfv5v2=s88-c-k-c0x00ffffff-no-rj,,
006c02f11f8b4af28d0a38039f227016,471,0,https://yt3.ggpht.com/oOERRS_f6Ksk_3KClh3IifZljaJjNl3NtnxIU6cxUxidWb64XT5KdlCUstk3YI5LV5zelC-n4lw=s88-c-k-c0x00ffffff-no-rj,,
007847e77d894f199e1272cf81e02730,,,,664,https://static-cdn.jtvnw.net/jtv_user_pictures/162c2793-8b84-41f1-881f-99f3faedfb87-profile_image-300x300.png
00a208caab334f6daf286ebb92cfd9da,1010,17501,https://yt3.ggpht.com/4DUAMos617ngmYD8o6Vfq15pF9KKKU1G5H87bVX5QRwPDW6NbU65i2hJvBxfBFkrS6DviLi2XA=s88-c-k-c0x00ffffff-no-rj,402,https://static-cdn.jtvnw.net/jtv_user_pictures/b89b33de-3072-47ca-affd-b691ad1048a0-profile_image-300x300.png
00c158176a504c9bb865b32276e79eb1,6380,141601,https://yt3.ggpht.com/NOob8FQT84Pg6u_6kEt5bXbVoy1zunqPI4GV_Ypq9xMl0UZcoZ2ynklX3tNJ42DRP50-zQlPLIk=s88-c-k-c0x00ffffff-no-rj,,
00d3ddb7b65247eaa16473cfd1376723,8290,695011,https://yt3.ggpht.com/HQzeP_nLa4Ns7Ja6CMPVvH1rLpeQeB4JofKV3rxHl5e1QIjpk4HsY13ydNsAa4H6FY8BLgNT26g=s88-c-k-c0x00ffffff-no-rj,740,https://static-cdn.jtvnw.net/jtv_user_pictures/2a0d7f9b-1157-468d-bc50-089ac784c521-profile_image-300x300.jpeg
00d9cb7b0bcd451999f4fd33dd84be6c,3830,694357,https://yt3.ggpht.com/HyG93C0iaHwBfK6hhFQZRfWSE_SVk1fWdORVqrBPmejIYPvQVv9AJ8GQG32m4k_ORHgjODDY=s88-c-k-c0x00ffffff-no-rj,4801,https://static-cdn.jtvnw.net/jtv_user_pictures/d31c0ddd-fb9f-4c09-aa39-4faa0e049f51-profile_image-300x300.png
00ddd14a74df4e2488319ea2ce25770c,404,214,https://yt3.ggpht.com/b0a4QhYKp_1F2lMJNlCEYdpiP2jr7yAChLkEcwp8UXz0uT-gVMce13qrJVrsS8iGdhWraYXgmiQ=s88-c-k-c0x00ffffff-no-rj,1233,https://static-cdn.jtvnw.net/jtv_user_pictures/9cd80579-6520-4400-9f70-ea120a5fc9dc-profile_image-300x300.jpeg
00de1290ff0a4edda4db0385a6ba3300,720,21723,https://yt3.ggpht.com/SmuYVMEUED4D3cLMIPiCnL6FmvJ00cdd5LtROP7AhjDNKUy45LZQn8HhyejSfHRKm9iObItXpg=s88-c-k-c0x00ffffff-no-rj,1711,https://static-cdn.jtvnw.net/jtv_user_pictures/df7eeee5-0b75-4cb8-8f9f-e6731c919103-profile_image-300x300.png
012a92dc9c224aa6986c10e635428a7f,371,97607,https://yt3.ggpht.com/HebWQGzQRiYWb1jNLvXNL5lvm1J8u2rpbf5lK_eu8pSfSgFc92dEs-Kafnk_ylkDBxy4vGiH=s88-c-k-c0x00ffffff-no-rj,,
