V5##VTuber ID,YouTube Subscriber Count,YouTube View Count,YouTube Recent Total Median View Count,YouTube Recent Total Popularity,YouTube Recent Total Highest View Count,YouTube Recent Total Highest Viewed URL,YouTube Recent Livestream Median View Count,YouTube Recent Livestream Popularity,YouTube Recent Livestream Highest View Count,YouTube Recent Livestream Highest Viewed URL,YouTube Recent Video Median View Count,YouTube Recent Video Popularity,YouTube Recent Video Highest View Count,YouTube Recent Video Highest Viewed URL,Twitch Follower Count,Twitch Recent Median View Count,Twitch Recent Popularity,Twitch Recent Highest View Count,Twitch Recent Highest Viewed URL
1c5619a4ece046dd8ba68ed343489ca3,514000,105858387,28412,11714,554414,https://www.youtube.com/watch?v=ULtlPiP5IUA,5078,1782,15314,https://www.youtube.com/watch?v=64zvnGpw2tU,82895,48115,554414,https://www.youtube.com/watch?v=ULtlPiP5IUA,31697,0,0,0,
f6a4e7aa8d0c4e5cb39d199845ec4d02,453000,51396680,17245,4726,26356,https://www.youtube.com/watch?v=Q5D7znFPqqQ,16177,1096,20470,https://www.youtube.com/watch?v=-6ZQR7yP4i4,17245,5122,26356,https://www.youtube.com/watch?v=Q5D7znFPqqQ,108731,48923,14173,97795,https://www.twitch.tv/videos/2253216458
664e1b310cf343b78623f99b31e40fae,394000,58401239,1968,1378,20178,https://www.youtube.com/watch?v=9C7hIytxoSc,1796,1410,6342,https://www.youtube.com/watch?v=usuEJhoQrcw,4479,1004,20178,https://www.youtube.com/watch?v=9C7hIytxoSc,17231,0,0,0,
5535c9524eb046c38e172ebfa06b302f,358000,94396345,10513,3418,74278,https://www.youtube.com/watch?v=Etvvz_fD2bE,17240,9910,74278,https://www.youtube.com/watch?v=Etvvz_fD2bE,6976,2722,27796,https://www.youtube.com/watch?v=3xKkbPwz2v4,70631,2761,1603,25941,https://www.twitch.tv/videos/2264908462
4b6b055ada4d4f0ab63b7ad02a3fa3ef,227000,17212759,2842,1238,7779,https://www.youtube.com/watch?v=n7Yi5-4SWGU,2525,1242,6132,https://www.youtube.com/watch?v=nbXLKVVOd2I,5650,1134,7779,https://www.youtube.com/watch?v=n7Yi5-4SWGU,55567,2498,857,11738,https://www.twitch.tv/videos/2251554269
a9f6574e98f34b20a05269134930fb50,223000,8758774,9246,4211,17955,https://www.youtube.com/watch?v=YAjo8Jiu85E,11104,5238,17955,https://www.youtube.com/watch?v=YAjo8Jiu85E,2168,2121,2168,https://www.youtube.com/watch?v=oob0MDLh238,0,0,0,0,
7c06b9e316ce4ac18ce836cd72442bbe,206000,43561533,5644,3074,38183,https://www.youtube.com/watch?v=YZtrrSiAQgQ,6436,3640,28751,https://www.youtube.com/watch?v=_Tz6DTS_dfU,5564,2616,38183,https://www.youtube.com/watch?v=YZtrrSiAQgQ,51311,3074,1581,22794,https://www.twitch.tv/videos/2267998000
abd64c9a64e04fb1b23faa2480c1c106,192000,67400858,12565,1829,126684,https://www.youtube.com/watch?v=gbn6rdIZUTw,12565,1546,16659,https://www.youtube.com/watch?v=X_3F9EJfxKw,13138,6829,126684,https://www.youtube.com/watch?v=gbn6rdIZUTw,1974,103,70,103,https://www.twitch.tv/videos/2267386281
312fdd3c5e6d4aefa73fd3860ecc5613,183000,23512014,11760,5509,25522,https://www.youtube.com/watch?v=0B9vWy1reAE,15371,6266,25522,https://www.youtube.com/watch?v=0B9vWy1reAE,7927,5120,20526,https://www.youtube.com/watch?v=2yqe5Z23t_0,13388,5488,3553,5488,https://www.twitch.tv/videos/2266559937
265a18972d244affae35711cfd1f9931,167000,16078284,4607,1990,34537,https://www.youtube.com/watch?v=BNqVMhsrMVc,4607,1748,34537,https://www.youtube.com/watch?v=BNqVMhsrMVc,5044,2025,8220,https://www.youtube.com/watch?v=HwG26HB10fY,9628,2824,645,22766,https://www.twitch.tv/videos/2251588115
e93bd1102e214cbaa71cc5b2e4a53595,157000,21749067,19366,7485,52153,https://www.youtube.com/watch?v=iDx2zLaesRs,20738,5662,29622,https://www.youtube.com/watch?v=EW31j0dILdI,16264,9187,52153,https://www.youtube.com/watch?v=iDx2zLaesRs,69768,28602,10339,59765,https://www.twitch.tv/videos/2250693117
21428cae24af4607bffe25cb2746daa6,147000,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,
c04f006e69e04000a68cd0c41f888eb2,142000,9229221,4328,2175,11597,https://www.youtube.com/watch?v=6zPyxlkaDAI,4080,2006,11597,https://www.youtube.com/watch?v=6zPyxlkaDAI,5617,4726,5617,https://www.youtube.com/watch?v=tnLOjNtfjOc,0,0,0,0,
f110fd69b66941bab04de9ada563c6ac,139000,12875508,5463,2559,63463,https://www.youtube.com/watch?v=FWRY6wzstEM,4265,1993,63463,https://www.youtube.com/watch?v=FWRY6wzstEM,13226,4665,26794,https://www.youtube.com/watch?v=liF0RW7IC_c,5354,0,0,0,
bafb134fd2f849898d6242d1f5f683cc,132000,16633272,7370,2585,32645,https://www.youtube.com/watch?v=u2chuAkKgRw,7370,2720,17078,https://www.youtube.com/watch?v=qOgAtlJ3sV0,10281,2183,32645,https://www.youtube.com/watch?v=u2chuAkKgRw,34829,18140,5258,61979,https://www.twitch.tv/videos/2256494827
c82ab1b4f8f64d1f84cae4ce09aa0dea,130000,16975532,16230,7653,72897,https://www.youtube.com/watch?v=q7mjNP-Za_k,16426,6127,72897,https://www.youtube.com/watch?v=q7mjNP-Za_k,15658,7959,39548,https://www.youtube.com/watch?v=QoVAm801sDM,42247,19538,4777,34908,https://www.twitch.tv/videos/2274050653
d837e8fda137492c9d77882b98ff863a,129000,25499050,46092,20855,177581,https://www.youtube.com/watch?v=9AIKzmR247k,16954,6933,128599,https://www.youtube.com/watch?v=7AyOru7J5_k,103903,34385,177581,https://www.youtube.com/watch?v=9AIKzmR247k,4576,1604,1127,2425,https://www.twitch.tv/videos/2265705697
2741a90689f342548daad7f760b0a8f7,127000,26180903,66751,16589,149706,https://www.youtube.com/watch?v=hANedK53Y0o,13414,3339,28893,https://www.youtube.com/watch?v=Ge15eS72YkQ,79910,38983,149706,https://www.youtube.com/watch?v=hANedK53Y0o,3458,0,0,0,
0641a9c8b9a94994aaa33e0c86fef75b,120000,18992400,17275,8402,69024,https://www.youtube.com/watch?v=2168Pxu-o9w,6779,4475,26758,https://www.youtube.com/watch?v=yiSxByO0or0,34263,12814,69024,https://www.youtube.com/watch?v=2168Pxu-o9w,5344,0,0,0,
a3ce195c0069494c99849d0b1a10a7fd,118000,11453899,4027,2504,38125,https://www.youtube.com/watch?v=I5qc5YGDBhM,4027,2504,38125,https://www.youtube.com/watch?v=I5qc5YGDBhM,4533,2509,7374,https://www.youtube.com/watch?v=e425_6C1hO4,21667,8944,3384,25712,https://www.twitch.tv/videos/2251572076
58abad4aa8de49efb785367503dfd92c,116000,12709627,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,
