V5##VTuber ID,YouTube Subscriber Count,YouTube View Count,YouTube Recent Total Median View Count,YouTube Recent Total Popularity,YouTube Recent Total Highest View Count,YouTube Recent Total Highest Viewed URL,YouTube Recent Livestream Median View Count,YouTube Recent Livestream Popularity,YouTube Recent Livestream Highest View Count,YouTube Recent Livestream Highest Viewed URL,YouTube Recent Video Median View Count,YouTube Recent Video Popularity,YouTube Recent Video Highest View Count,YouTube Recent Video Highest Viewed URL,Twitch Follower Count,Twitch Recent Median View Count,Twitch Recent Popularity,Twitch Recent Highest View Count,Twitch Recent Highest Viewed URL
1c5619a4ece046dd8ba68ed343489ca3,520000,108346319,11691,6337,309718,https://www.youtube.com/watch?v=PvNfqldUAmU,3353,1544,7727,https://www.youtube.com/watch?v=WyzCG2Ey2IQ,72854,29063,309718,https://www.youtube.com/watch?v=PvNfqldUAmU,31773,0,0,0,
f6a4e7aa8d0c4e5cb39d199845ec4d02,455000,53183948,12783,6511,66178,https://www.youtube.com/watch?v=wpzPnSY00Pk,8956,2096,25231,https://www.youtube.com/watch?v=FqON_LuxC_k,14505,7001,66178,https://www.youtube.com/watch?v=wpzPnSY00Pk,112523,38376,15562,74267,https://www.twitch.tv/videos/2318715322
664e1b310cf343b78623f99b31e40fae,396000,59014219,1749,520,1778,https://www.youtube.com/watch?v=YkgNcV2ap5s,1763,286,1778,https://www.youtube.com/watch?v=YkgNcV2ap5s,1625,827,1625,https://www.youtube.com/watch?v=pntqzuxXvBI,17226,0,0,0,
5535c9524eb046c38e172ebfa06b302f,361000,97669731,9324,3113,74173,https://www.youtube.com/watch?v=KKGNI5ZBSy0,14595,7438,74173,https://www.youtube.com/watch?v=KKGNI5ZBSy0,5291,2182,29364,https://www.youtube.com/watch?v=B7-WZK7Joow,71147,2005,1097,7600,https://www.twitch.tv/videos/2329790837
4b6b055ada4d4f0ab63b7ad02a3fa3ef,227000,17411893,2432,1001,4447,https://www.youtube.com/watch?v=jqMHiWno3nI,2401,1001,4447,https://www.youtube.com/watch?v=jqMHiWno3nI,2847,1183,3291,https://www.youtube.com/watch?v=IrQUf6i-WFA,55726,1402,258,2759,https://www.twitch.tv/videos/2326274512
897400f2658a483286ca6acc927006ca,223000,32879150,2417,1012,11915,https://www.youtube.com/watch?v=uXyug1iZkUE,2092,1454,6155,https://www.youtube.com/watch?v=akECjdBqqWw,2835,1012,11915,https://www.youtube.com/watch?v=uXyug1iZkUE,10019,0,0,0,
a9f6574e98f34b20a05269134930fb50,223000,8971100,5361,2748,11368,https://www.youtube.com/watch?v=F0_zPOzqR6g,5361,2748,11368,https://www.youtube.com/watch?v=F0_zPOzqR6g,0,0,0,,0,0,0,0,
7c06b9e316ce4ac18ce836cd72442bbe,208000,45802114,8780,5899,43568,https://www.youtube.com/watch?v=sxpvDT5BdZQ,9127,5769,15843,https://www.youtube.com/watch?v=Z_TnTJTpHSI,8433,6029,43568,https://www.youtube.com/watch?v=sxpvDT5BdZQ,51892,4170,3488,5970,https://www.twitch.tv/videos/2328178130
abd64c9a64e04fb1b23faa2480c1c106,198000,68299804,1877,848,130686,https://www.youtube.com/watch?v=BHueOE7cMDU,1300,720,3876,https://www.youtube.com/watch?v=WHc9wqHR8P0,46047,5855,130686,https://www.youtube.com/watch?v=BHueOE7cMDU,2045,73,56,94,https://www.twitch.tv/videos/2328334187
312fdd3c5e6d4aefa73fd3860ecc5613,185000,25352931,10085,4410,20075,https://www.youtube.com/watch?v=gLfBHj2AcmM,7521,4180,20075,https://www.youtube.com/watch?v=gLfBHj2AcmM,10979,4431,12396,https://www.youtube.com/watch?v=FttcoKJgHRk,13527,0,0,0,
265a18972d244affae35711cfd1f9931,170000,16912458,3739,2397,29611,https://www.youtube.com/watch?v=0yDygi54E1E,4037,2237,29611,https://www.youtube.com/watch?v=0yDygi54E1E,3369,2397,12058,https://www.youtube.com/watch?v=C2nrAUJCwJ8,10183,1168,553,1921,https://www.twitch.tv/videos/2321444268
e93bd1102e214cbaa71cc5b2e4a53595,162000,23620810,15197,4126,50811,https://www.youtube.com/watch?v=XBTW3QC8fnU,13657,3859,25981,https://www.youtube.com/watch?v=uVWRWk6g2DU,18739,7839,50811,https://www.youtube.com/watch?v=XBTW3QC8fnU,71346,12677,5395,40160,https://www.twitch.tv/videos/2317214744
d837e8fda137492c9d77882b98ff863a,153000,33261359,48765,16151,329053,https://www.youtube.com/watch?v=gCejQISJbnc,12460,5645,79313,https://www.youtube.com/watch?v=hMqd0gtWpjw,94733,31430,329053,https://www.youtube.com/watch?v=gCejQISJbnc,5381,0,0,0,
21428cae24af4607bffe25cb2746daa6,145000,0,0,0,0,,0,0,0,,0,0,0,,0,0,0,0,
c04f006e69e04000a68cd0c41f888eb2,144000,9604016,9156,4103,23476,https://www.youtube.com/watch?v=eRnsd4cMOpA,8797,3812,13323,https://www.youtube.com/watch?v=VVvogSxcv14,12598,4103,23476,https://www.youtube.com/watch?v=eRnsd4cMOpA,0,0,0,0,
f110fd69b66941bab04de9ada563c6ac,141000,13506287,3369,2289,38928,https://www.youtube.com/watch?v=_TPjyCG3oM8,4336,3427,38928,https://www.youtube.com/watch?v=_TPjyCG3oM8,2987,1341,5725,https://www.youtube.com/watch?v=NoHZjluBJns,5487,0,0,0,
bafb134fd2f849898d6242d1f5f683cc,134000,17629849,6817,2508,32068,https://www.youtube.com/watch?v=7roS42wkxlA,7242,2636,32068,https://www.youtube.com/watch?v=7roS42wkxlA,6117,2488,27982,https://www.youtube.com/watch?v=kpQGIbuzk_Y,35244,13210,10374,23844,https://www.twitch.tv/videos/2328808495
