Display Name,YouTube Subscriber Count,YouTube View Count,YouTube Recent Median View Count,YouTube Recent Highest View Count,YouTube Recent Highest Viewed Video URL,Twitch Follower Count,Twitch Recent Median View Count,Twitch Recent Highest View Count,Twitch Recent Highest Viewed Video URL
杏仁ミル,356000,23719182,23511,67265,https://www.youtube.com/watch?v=3dQWFpkhS-M,18452,7804,7804,https://www.twitch.tv/videos/1132176411
高雄林小姐,103000,28716999,3719,6328,https://www.youtube.com/watch?v=3B_cru_TVYI,0,0,0,
璐洛洛,81200,9169621,16622,78625,https://www.youtube.com/watch?v=cCFaJNNWh_I,8511,1632,5916,https://www.twitch.tv/videos/1135839062
浠Mizuki,65600,1785876,35663,149411,https://www.youtube.com/watch?v=rRldTVnbglw,0,0,0,
鳥羽樂奈,52400,3925372,2597,8223,https://www.youtube.com/watch?v=sHdYbRqlBXA,1239,0,0,
露恰露恰,50700,1139643,9869,20808,https://www.youtube.com/watch?v=tjmpyLyigdc,0,0,0,
香草奈若,50400,6147844,3377,9938,https://www.youtube.com/watch?v=cQZAcMu7qzw,0,0,0,
灰名,50200,2485814,6953,41083,https://www.youtube.com/watch?v=BTREnqvp590,0,0,0,
悠白,49800,2072408,6194,18635,https://www.youtube.com/watch?v=qYSSU3SjQ3I,0,0,0,
十五號,44200,1392168,9997,36815,https://www.youtube.com/watch?v=QEQntL4Bb14,0,0,0,
平平子,43700,1193985,7899,17091,https://www.youtube.com/watch?v=QfbnNIuN2ps,0,0,0,
泰多貝亞,42300,1805964,8276,13908,https://www.youtube.com/watch?v=zfw8bBLmjSI,0,0,0,
Asa Ifrit,39100,1958337,5605,15209,https://www.youtube.com/watch?v=3HDoySQXgBs,0,0,0,
虎妮,38600,1354321,1938,4615,https://www.youtube.com/watch?v=r0GSKgqMtDE,21,0,0,
兔姬,37100,1368260,3492,5214,https://www.youtube.com/watch?v=Pn3LqKlidoE,0,0,0,
貝莉莓Vtype,34500,1889026,10769,31289,https://www.youtube.com/watch?v=z6n-dFJotpA,0,0,0,
喵太,25200,735596,1725,1980,https://www.youtube.com/watch?v=FV-ENZpMmmc,5196,1021,1148,https://www.twitch.tv/videos/1139718460
醬油Joyu,24800,271538,796,1363,https://www.youtube.com/watch?v=_Gyzveha7Zc,0,0,0,
迷子羽根,24500,106723,1178,2740,https://www.youtube.com/watch?v=Gg21akZ5VRY,0,0,0,
歐貝爾,24500,667812,7986,16974,https://www.youtube.com/watch?v=GQHXB_WcgJw,0,0,0,
三毛,23400,1393134,6899,36984,https://www.youtube.com/watch?v=-LIMnwL_oMw,0,0,0,
