Display Name,YouTube Subscriber Count,YouTube View Count,YouTube Recent Median View Count,YouTube Recent Highest View Count,YouTube Recent Highest Viewed Video URL,Twitch Follower Count,Twitch Recent Median View Count,Twitch Recent Highest View Count,Twitch Recent Highest Viewed Video URL
杏仁ミル,365000,25168825,9540,28597,https://www.youtube.com/watch?v=2R2BtbopcY8,20663,2351,3955,https://www.twitch.tv/videos/1199550540
李李鈴蘭,123000,4994171,46640,95472,https://www.youtube.com/watch?v=chyL_QVFOO8,0,0,0,
高雄林小姐,103000,29176841,3976,8326,https://www.youtube.com/watch?v=9eouVB8VxmU,0,0,0,
璐洛洛,98000,11992410,5511,54654,https://www.youtube.com/watch?v=saMk2Q4sLAQ,10113,701,3735,https://www.twitch.tv/videos/1191968697
浠Mizuki,85900,3762894,15284,37002,https://www.youtube.com/watch?v=T-7Z-cesTL8,0,0,0,
悠白,54400,2357045,4096,20975,https://www.youtube.com/watch?v=2DmGIicU_Pc,0,0,0,
灰名,53800,2903601,4603,8418,https://www.youtube.com/watch?v=lBsy9jAFSHg,0,0,0,
露恰露恰,53700,1435268,5697,12208,https://www.youtube.com/watch?v=FNk101PIA24,0,0,0,
鳥羽樂奈,52300,4127185,1626,3064,https://www.youtube.com/watch?v=rkej2XXpNhA,1222,0,0,
香草奈若,50000,6436673,1956,23187,https://www.youtube.com/watch?v=M38BUzUBx_k,0,0,0,
十五號,48500,1807877,6353,21945,https://www.youtube.com/watch?v=0DLeVDeq9Qk,0,0,0,
平平子,46500,1494207,5919,31349,https://www.youtube.com/watch?v=ljUsRNYzl0k,0,0,0,
泰多貝亞,41900,2065737,3573,6533,https://www.youtube.com/watch?v=kRjW6y-SCBM,0,0,0,
虎妮,40700,1451644,1763,7716,https://www.youtube.com/watch?v=zChJSZL-n0E,21,0,0,
Asa Ifrit,40000,2236582,3940,9842,https://www.youtube.com/watch?v=ko1QY3otzVw,0,0,0,
兔姬,39600,1548627,4331,21115,https://www.youtube.com/watch?v=nyh3eyUc5nU,0,0,0,
貝莉莓Vtype,39200,2427023,4848,22229,https://www.youtube.com/watch?v=B6hKyFaCrh8,0,0,0,
歐貝爾,27500,883493,5075,32119,https://www.youtube.com/watch?v=CyTCevsVLzo,0,0,0,
喵太,25600,787565,1311,3130,https://www.youtube.com/watch?v=rzw9iG3X354,5522,721,721,https://www.twitch.tv/videos/1198699207
醬油Joyu,25100,319109,639,859,https://www.youtube.com/watch?v=pW4gIrDBC7g,0,0,0,
迷子羽根,24300,176747,1264,3209,https://www.youtube.com/watch?v=ciVn1ZEIQUo,0,0,0,
三毛,23700,1553014,2127,9476,https://www.youtube.com/watch?v=VsxzGI6iN6U,0,0,0,
須多夜花,23600,958230,1663,4869,https://www.youtube.com/watch?v=NxXOaRxPJmY,0,0,0,
空,22600,1671265,500,4507,https://www.youtube.com/watch?v=VIynhcEp38A,0,0,0,
語風薯薯與愛紗公主,22300,11598900,979,6620,https://www.youtube.com/watch?v=7IB1_qy29hA,0,0,0,
祈菈‧貝希毛絲,21100,1147993,3091,8958,https://www.youtube.com/watch?v=5OPFNtlTcf0,0,0,0,
洛可洛斯特,19500,732147,4593,13415,https://www.youtube.com/watch?v=r96WlLdaAaw,0,0,0,
Naya,19400,5166014,1306,4962,https://www.youtube.com/watch?v=crF9FaHKncY,3251,0,0,
藤乃熊,19400,120284,270,435,https://www.youtube.com/watch?v=9n1dL52zU-c,0,0,0,
Yu,19000,4851333,1613,51186,https://www.youtube.com/watch?v=inO3nOnDljE,0,0,0,
鼠屋栗太,18000,455949,858,2050,https://www.youtube.com/watch?v=VP1og1a2TLo,0,0,0,
瑪格麗特．溫特斯,17300,402396,4555,10407,https://www.youtube.com/watch?v=pYPvjdAtZ_Y,0,0,0,
神稻櫻火,17100,240764,10311,51408,https://www.youtube.com/watch?v=NWaFmsXLAyU,0,0,0,
