VTuber ID,YouTube Subscriber Count,YouTube View Count,YouTube Recent Median View Count,YouTube Recent Popularity,YouTube Recent Highest View Count,YouTube Recent Highest Viewed Video URL,Twitch Follower Count,Twitch Recent Median View Count,Twitch Recent Popularity,Twitch Recent Highest View Count,Twitch Recent Highest Viewed Video URL
1c5619a4ece046dd8ba68ed343489ca3,424000,62033173,8998,3163,29862,https://www.youtube.com/watch?v=Q0lRWyEblyU,30360,1087,730,1459,https://www.twitch.tv/videos/1596257235
f6a4e7aa8d0c4e5cb39d199845ec4d02,403000,32918184,12479,4323,25728,https://www.youtube.com/watch?v=0ff0O6rkfdA,40856,7584,5576,11158,https://www.twitch.tv/videos/1599680296
664e1b310cf343b78623f99b31e40fae,398000,53041300,6414,3321,43194,https://www.youtube.com/watch?v=Dpw0rOA2hnY,13237,1267,1005,1369,https://www.twitch.tv/videos/1603526211
4b6b055ada4d4f0ab63b7ad02a3fa3ef,205000,10796592,12824,5269,75396,https://www.youtube.com/watch?v=yoyrnKkvUt4,43789,3970,2624,5754,https://www.twitch.tv/videos/1601857058
5535c9524eb046c38e172ebfa06b302f,201000,34263373,16428,5184,147055,https://www.youtube.com/watch?v=cmQwn9fzTKs,36416,2866,1901,8998,https://www.twitch.tv/videos/1594358102
21428cae24af4607bffe25cb2746daa6,175000,0,0,0,0,,0,0,0,0,
7c06b9e316ce4ac18ce836cd72442bbe,145000,15837766,13464,4178,80310,https://www.youtube.com/watch?v=Y86spkx5xxc,29779,8778,5759,8997,https://www.twitch.tv/videos/1599921376
312fdd3c5e6d4aefa73fd3860ecc5613,118000,2434289,51617,25324,342912,https://www.youtube.com/watch?v=Z0RGp_u1dpw,0,0,0,0,
b126053a1356460ebf85a874a6a55aca,102000,28016200,5283,2617,10771,https://www.youtube.com/watch?v=8JRseC-Z5Ig,0,0,0,0,
a3ce195c0069494c99849d0b1a10a7fd,84400,4978606,3644,1542,74672,https://www.youtube.com/watch?v=VPJ-3g8UB-I,0,0,0,0,
f1b5f88144e14bd188e17b2f98303713,70200,2804978,7598,4674,55726,https://www.youtube.com/watch?v=kgVpkkDqMpk,0,0,0,0,
494d2c5daf9f4a8a8e4538687e6be14c,67900,2676474,4918,2371,12164,https://www.youtube.com/watch?v=l1ovny64RuQ,0,0,0,0,
98e3a5838fec4a6caa936ae35485de23,66400,2585568,4503,2249,13498,https://www.youtube.com/watch?v=M1236VEVLAc,0,0,0,0,
01f26342ae4e419280bcfd6ec6e86db1,66200,3326053,5378,2875,31083,https://www.youtube.com/watch?v=9-TXW7wKBHM,502,0,0,0,
2e01ec6b25684995ab109ac0f74f1456,62200,18543107,945,141,1564,https://www.youtube.com/watch?v=uojZuaAb52M,47819,658,502,1127,https://www.twitch.tv/videos/1599910466
e113ace92bbe445385bcc4635a9ca570,55100,2692434,4689,2206,7880,https://www.youtube.com/watch?v=2_9dPiDEWwQ,0,0,0,0,
512b64ec20174d018540516e9edf2b2f,54300,5023671,1377,604,3419,https://www.youtube.com/watch?v=874_VXzI950,1126,0,0,0,
c82ab1b4f8f64d1f84cae4ce09aa0dea,52600,968785,39301,26286,127511,https://www.youtube.com/watch?v=x_ALX10sm_E,1859,0,0,0,
0bf0ec441dc6489583f7218e02ab6a89,52400,6399663,1376,725,6151,https://www.youtube.com/watch?v=Bc_9TW_EtPk,1350,161,102,270,https://www.twitch.tv/videos/1599759302
a02bb0332f5942ec892c932d6a089014,51000,4630911,12978,4669,22672,https://www.youtube.com/watch?v=oqErUnZb9G8,0,0,0,0,
265a18972d244affae35711cfd1f9931,50900,2859227,5107,2319,16556,https://www.youtube.com/watch?v=3X-mv8vr2ts,0,0,0,0,
f110fd69b66941bab04de9ada563c6ac,49200,2289680,0,0,0,,1705,0,0,0,
5c4241def363418d9b7167d8369d0350,47800,1986820,1463,644,2426,https://www.youtube.com/watch?v=ozBqQai7q2o,41,0,0,0,
ea4c1a67c2e445ad8028768616ceb659,45300,2520396,5519,2592,11185,https://www.youtube.com/watch?v=NIUpsz6su1s,0,0,0,0,
b4a1791208fd4d85b7b08ee2bad0c236,44000,413208,14407,11634,79120,https://www.youtube.com/watch?v=I3wu4k4Xg7Q,0,0,0,0,
c41044006a014ed28107f33221a7de98,43300,3001049,2274,1349,6174,https://www.youtube.com/watch?v=atWKsZEsK10,4176,1010,815,1010,https://www.twitch.tv/videos/1601063215
22ca620b93c94e5cb48175bbecf8d3af,42400,3757063,1420,623,2076,https://www.youtube.com/watch?v=3p16Dp-MKXE,0,0,0,0,
f18407d79b4b43ffa6adf629d1723a8f,42300,1390184,5605,2802,28101,https://www.youtube.com/watch?v=GhIhsiS5hP0,0,0,0,0,
4b6655120fbd4431a8f7894cac4a4d49,41000,2580210,3175,1075,150909,https://www.youtube.com/watch?v=jyxh8TKElxc,0,0,0,0,
1323f1b775bf43659f8b8ec2899522cd,40300,324965,34660,21730,44988,https://www.youtube.com/watch?v=8YZQzF6Rvsk,0,0,0,0,
dee8efe8990e458c915e4f6a6a16b49f,40200,2700528,1261,651,3937,https://www.youtube.com/watch?v=7-ooGmpSSPw,2284,485,358,975,https://www.twitch.tv/videos/1603334550
8a4988902b5640e6ae1829285307c636,39500,1997276,4157,1736,9144,https://www.youtube.com/watch?v=uVGk8S8cHn8,0,0,0,0,
c65e7caaf81a43249d5132b9fe312b24,38100,1251804,3315,1903,4898,https://www.youtube.com/watch?v=SShYEw61iXM,3942,369,295,694,https://www.twitch.tv/videos/1600666887
a8ce4642418b4fe8ba1471a32097f4c4,37200,1159518,2356,1083,5272,https://www.youtube.com/watch?v=LiTDz7Vj7Ws,0,0,0,0,
04d2ff1dde6b4bb68503a734274f4b7e,36700,1004001,6031,2659,31091,https://www.youtube.com/watch?v=vInlrhZzt1k,0,0,0,0,
521fb650b9534787b19c8762957fb5d2,34600,0,0,0,0,,0,0,0,0,
e73551cd98ec47388899522353fc89e3,31900,1797495,468,238,5413,https://www.youtube.com/watch?v=eFn1YBHXCUQ,0,0,0,0,
30114f720b104e7f89d9dc0399a00dd4,31900,0,0,0,0,,0,0,0,0,
e93bd1102e214cbaa71cc5b2e4a53595,30800,557356,9017,4607,25192,https://www.youtube.com/watch?v=NJ6jZdviv5M,0,0,0,0,
b08047f2566246ac995e03a5db727cfe,29500,1351208,582,367,4448,https://www.youtube.com/watch?v=OPpyTrt45oY,3789,472,351,728,https://www.twitch.tv/videos/1598935858
be6c475c291d45a0a7349abdb70be20d,28800,7343078,3348,991,8423,https://www.youtube.com/watch?v=BFRRa0s0Qow,0,0,0,0,
d81d1032a43642eca36e82ba9a3c39c5,28300,919952,1567,768,3690,https://www.youtube.com/watch?v=trVEaapkm8g,8176,929,559,929,https://www.twitch.tv/videos/1595324343
6fb8c6dea7404638a9d78d4b0d84f64c,28300,1955742,2283,985,3936,https://www.youtube.com/watch?v=ONqhnk1YT3o,0,0,0,0,
658e63bebdca421ca934b0bf6aa2bcd8,27200,1222779,4525,2006,7900,https://www.youtube.com/watch?v=mzxDFVc1hy8,13137,118,94,118,https://www.twitch.tv/videos/1600948476
3afa3d15ff4a40de9b0950fa81a9ffc7,26800,126863,428,207,663,https://www.youtube.com/watch?v=OWz_mNW5RPI,2366,0,0,0,
2ce2f9977d4a4dc0844e518369e11e6b,26600,1467226,2436,1105,3576,https://www.youtube.com/watch?v=jXHllrVnWxE,0,0,0,0,
222a91c2efbe47628911ee0b2413ae3e,25000,1729120,0,0,0,,1962,96,81,117,https://www.twitch.tv/videos/1604328495
