VTuber ID,YouTube Subscriber Count,YouTube View Count,YouTube Recent Median View Count,YouTube Recent Popularity,YouTube Recent Highest View Count,YouTube Recent Highest Viewed Video URL,Twitch Follower Count,Twitch Recent Median View Count,Twitch Recent Popularity,Twitch Recent Highest View Count,Twitch Recent Highest Viewed Video URL
1c5619a4ece046dd8ba68ed343489ca3,458000,75130144,27211,8449,2236070,https://www.youtube.com/watch?v=HHDZRga5WFs,30787,0,0,0,
f6a4e7aa8d0c4e5cb39d199845ec4d02,421000,39556932,14658,4497,59603,https://www.youtube.com/watch?v=7-YXFffL96E,56195,11035,6113,17434,https://www.twitch.tv/videos/1807651083
664e1b310cf343b78623f99b31e40fae,397000,55122338,9440,6420,15064,https://www.youtube.com/watch?v=s-OVESMbS3k,15227,0,0,0,
5535c9524eb046c38e172ebfa06b302f,271000,54402502,22365,10209,204497,https://www.youtube.com/watch?v=126IyZ0VjdE,52426,5653,3600,26276,https://www.twitch.tv/videos/1803861072
4b6b055ada4d4f0ab63b7ad02a3fa3ef,215000,13667251,4389,2569,13489,https://www.youtube.com/watch?v=rK-nHvVkmgs,50214,1696,1336,2335,https://www.twitch.tv/videos/1817891846
7c06b9e316ce4ac18ce836cd72442bbe,172000,24091302,11219,5418,173524,https://www.youtube.com/watch?v=Db2Le06Vwz0,40943,8223,5403,13017,https://www.twitch.tv/videos/1814590637
21428cae24af4607bffe25cb2746daa6,162000,0,0,0,0,,0,0,0,0,
abd64c9a64e04fb1b23faa2480c1c106,154000,48513967,18489,7226,216998,https://www.youtube.com/watch?v=sltt_ILMoQQ,1307,24,20,138,https://www.twitch.tv/videos/1817908302
312fdd3c5e6d4aefa73fd3860ecc5613,148000,8607974,15299,7954,272162,https://www.youtube.com/watch?v=gF3n3SKpg3Q,0,0,0,0,
e93bd1102e214cbaa71cc5b2e4a53595,108000,8501517,19328,7220,42616,https://www.youtube.com/watch?v=pm1czAKtHMc,24141,27584,24634,46470,https://www.twitch.tv/videos/1810225773
265a18972d244affae35711cfd1f9931,105000,7728547,4506,1952,16685,https://www.youtube.com/watch?v=jrD17XBZjQc,0,0,0,0,
b126053a1356460ebf85a874a6a55aca,103000,29329095,4213,1737,6250,https://www.youtube.com/watch?v=LBGmBKIFuO0,0,0,0,0,
c82ab1b4f8f64d1f84cae4ce09aa0dea,100000,7051625,14034,4644,73351,https://www.youtube.com/watch?v=tSwtvdt602Q,18884,0,0,0,
bafb134fd2f849898d6242d1f5f683cc,95300,6694950,13106,5205,54097,https://www.youtube.com/watch?v=xsun7Acfukw,0,0,0,0,
a3ce195c0069494c99849d0b1a10a7fd,94700,6814440,1690,906,35801,https://www.youtube.com/watch?v=YcodDxbpMcw,0,0,0,0,
494d2c5daf9f4a8a8e4538687e6be14c,90200,3455952,5226,1257,16479,https://www.youtube.com/watch?v=jhXMnpPtOTE,0,0,0,0,
01f26342ae4e419280bcfd6ec6e86db1,78200,4708202,4209,1794,11314,https://www.youtube.com/watch?v=N_IOA1DfdSg,4776,0,0,0,
f1b5f88144e14bd188e17b2f98303713,77800,3437462,2136,1245,8334,https://www.youtube.com/watch?v=EgIX3yaSVTw,0,0,0,0,
98e3a5838fec4a6caa936ae35485de23,77700,3726269,4051,2423,12703,https://www.youtube.com/watch?v=_-wG5GZUXWM,0,0,0,0,
f110fd69b66941bab04de9ada563c6ac,74200,4879205,4001,1370,69196,https://www.youtube.com/watch?v=gAWyvXjfc-s,4370,0,0,0,
04d2ff1dde6b4bb68503a734274f4b7e,66300,2749388,6550,3394,16298,https://www.youtube.com/watch?v=5vFfS79srdA,0,0,0,0,
e113ace92bbe445385bcc4635a9ca570,63400,3693887,4470,772,5769,https://www.youtube.com/watch?v=5KDij_HgChs,0,0,0,0,
0bf0ec441dc6489583f7218e02ab6a89,62600,7515977,2813,1266,21865,https://www.youtube.com/watch?v=y7eUgqDY6bI,2072,0,0,0,
2e01ec6b25684995ab109ac0f74f1456,61100,18750554,116,93,289,https://www.youtube.com/watch?v=5iGV1IU8MbA,47549,393,317,596,https://www.twitch.tv/videos/1818685741
66c812bb04844241af1d1c7539b5e251,59900,37396677,651,288,9470,https://www.youtube.com/watch?v=8nspRxd-XoU,989,58,38,132,https://www.twitch.tv/videos/1820516088
8a4988902b5640e6ae1829285307c636,59600,3608462,5129,2142,10088,https://www.youtube.com/watch?v=4qWbAzPveuo,0,0,0,0,
ea4c1a67c2e445ad8028768616ceb659,58400,4120275,4318,1718,32232,https://www.youtube.com/watch?v=dNH6b4Fp-P8,0,0,0,0,
b4a1791208fd4d85b7b08ee2bad0c236,57100,1838907,7787,4714,27081,https://www.youtube.com/watch?v=G4MMq9tRdYA,0,0,0,0,
4b6655120fbd4431a8f7894cac4a4d49,56300,4326629,1439,643,17750,https://www.youtube.com/watch?v=KMMht69Jf-M,0,0,0,0,
1323f1b775bf43659f8b8ec2899522cd,55700,1592154,13636,6738,14727,https://www.youtube.com/watch?v=uH-KpOvn34w,0,0,0,0,
512b64ec20174d018540516e9edf2b2f,54800,5394671,710,357,1519,https://www.youtube.com/watch?v=iF-q0EZ_5Bg,1093,0,0,0,
a9b855767b2d432c9f263e3427ff33a6,53600,2788861,7536,3474,20547,https://www.youtube.com/watch?v=r_Hn7k8XMII,0,0,0,0,
5c4241def363418d9b7167d8369d0350,50800,2156222,774,362,1795,https://www.youtube.com/watch?v=wbhJC_74z-Y,43,0,0,0,
a02bb0332f5942ec892c932d6a089014,50800,4771461,0,0,0,,0,0,0,0,
9cec24b011ee45648eb404066c997f49,50700,3081390,8574,4339,23080,https://www.youtube.com/watch?v=jDV9KUmu9vc,0,0,0,0,
58abad4aa8de49efb785367503dfd92c,48400,2780884,0,0,0,,0,0,0,0,
c65e7caaf81a43249d5132b9fe312b24,46300,1758143,3876,1891,7678,https://www.youtube.com/watch?v=BBVArwBCNdk,5671,2092,1234,2092,https://www.twitch.tv/videos/1811751250
a8ce4642418b4fe8ba1471a32097f4c4,44200,1754090,1517,568,5976,https://www.youtube.com/watch?v=i0u4u1ghMLI,0,0,0,0,
c41044006a014ed28107f33221a7de98,44000,3384115,1910,786,3866,https://www.youtube.com/watch?v=pRk0TuqnB5s,4433,0,0,0,
22ca620b93c94e5cb48175bbecf8d3af,43000,4032735,1604,705,1797,https://www.youtube.com/watch?v=0sIyqdJEWXU,0,0,0,0,
dee8efe8990e458c915e4f6a6a16b49f,41400,3356830,1391,543,20387,https://www.youtube.com/watch?v=9H_z5dYEaxE,2930,218,141,472,https://www.twitch.tv/videos/1817093603
7ead9e2cac544a7cb00444ef6b4698d1,36300,1182483,4578,2111,10626,https://www.youtube.com/watch?v=L4V0dHcYt1c,0,0,0,0,
9d9c6477329245cbb2557895f4f15686,36200,1569592,3970,2625,22071,https://www.youtube.com/watch?v=ESn5Y2NO0gM,100148,25757,9106,69011,https://www.twitch.tv/videos/1812568063
f18407d79b4b43ffa6adf629d1723a8f,36000,1275,0,0,0,,0,0,0,0,
658e63bebdca421ca934b0bf6aa2bcd8,35300,2092358,3292,1537,7828,https://www.youtube.com/watch?v=IfvISrYtBTM,8308,0,0,0,
6fb8c6dea7404638a9d78d4b0d84f64c,33700,2443241,1753,942,3953,https://www.youtube.com/watch?v=6L_h3VBofPo,0,0,0,0,
be6c475c291d45a0a7349abdb70be20d,32800,8872335,631,412,3307,https://www.youtube.com/watch?v=gFpRVhmL8c4,0,0,0,0,
