VTuber ID,YouTube Subscriber Count,YouTube View Count,YouTube Recent Median View Count,YouTube Recent Popularity,YouTube Recent Highest View Count,YouTube Recent Highest Viewed Video URL,Twitch Follower Count,Twitch Recent Median View Count,Twitch Recent Popularity,Twitch Recent Highest View Count,Twitch Recent Highest Viewed Video URL
1c5619a4ece046dd8ba68ed343489ca3,458000,75347079,29347,9925,2320856,https://www.youtube.com/watch?v=HHDZRga5WFs,30789,0,0,0,
f6a4e7aa8d0c4e5cb39d199845ec4d02,421000,39609239,12216,4544,59850,https://www.youtube.com/watch?v=7-YXFffL96E,56206,11038,5554,17440,https://www.twitch.tv/videos/1807651083
664e1b310cf343b78623f99b31e40fae,397000,55135123,9795,6044,15499,https://www.youtube.com/watch?v=s-OVESMbS3k,15232,0,0,0,
5535c9524eb046c38e172ebfa06b302f,272000,54584956,23876,11412,205844,https://www.youtube.com/watch?v=126IyZ0VjdE,52498,5424,3951,26278,https://www.twitch.tv/videos/1803861072
4b6b055ada4d4f0ab63b7ad02a3fa3ef,215000,13686866,3985,2481,13579,https://www.youtube.com/watch?v=rK-nHvVkmgs,50227,1726,1250,2392,https://www.twitch.tv/videos/1817891846
7c06b9e316ce4ac18ce836cd72442bbe,172000,24166141,11826,4939,181600,https://www.youtube.com/watch?v=Db2Le06Vwz0,41096,6000,5832,13033,https://www.twitch.tv/videos/1814590637
21428cae24af4607bffe25cb2746daa6,162000,0,0,0,0,,0,0,0,0,
abd64c9a64e04fb1b23faa2480c1c106,154000,48587037,15691,7080,218336,https://www.youtube.com/watch?v=sltt_ILMoQQ,1308,23,18,138,https://www.twitch.tv/videos/1817908302
312fdd3c5e6d4aefa73fd3860ecc5613,148000,8644195,14609,9293,278403,https://www.youtube.com/watch?v=gF3n3SKpg3Q,0,0,0,0,
e93bd1102e214cbaa71cc5b2e4a53595,108000,8539590,19220,5912,43279,https://www.youtube.com/watch?v=pm1czAKtHMc,24453,26976,20310,40143,https://www.twitch.tv/videos/1817799695
265a18972d244affae35711cfd1f9931,105000,7752163,4993,1758,11993,https://www.youtube.com/watch?v=HE0KbVNx7BM,0,0,0,0,
b126053a1356460ebf85a874a6a55aca,103000,29338776,4216,1659,6259,https://www.youtube.com/watch?v=LBGmBKIFuO0,0,0,0,0,
c82ab1b4f8f64d1f84cae4ce09aa0dea,100000,7080658,14685,4070,76747,https://www.youtube.com/watch?v=tSwtvdt602Q,18903,0,0,0,
bafb134fd2f849898d6242d1f5f683cc,95600,6747539,13129,4968,59670,https://www.youtube.com/watch?v=xsun7Acfukw,0,0,0,0,
a3ce195c0069494c99849d0b1a10a7fd,94800,6830006,1690,923,37330,https://www.youtube.com/watch?v=YcodDxbpMcw,0,0,0,0,
494d2c5daf9f4a8a8e4538687e6be14c,90200,3457106,4532,1541,16506,https://www.youtube.com/watch?v=jhXMnpPtOTE,0,0,0,0,
01f26342ae4e419280bcfd6ec6e86db1,78200,4713403,4128,1602,11486,https://www.youtube.com/watch?v=N_IOA1DfdSg,4779,0,0,0,
98e3a5838fec4a6caa936ae35485de23,77800,3730547,4057,2780,13076,https://www.youtube.com/watch?v=_-wG5GZUXWM,0,0,0,0,
f1b5f88144e14bd188e17b2f98303713,77800,3440062,2059,1511,7015,https://www.youtube.com/watch?v=7n8vSpHeuZA,0,0,0,0,
f110fd69b66941bab04de9ada563c6ac,74400,4905400,3868,1343,71544,https://www.youtube.com/watch?v=gAWyvXjfc-s,4373,0,0,0,
04d2ff1dde6b4bb68503a734274f4b7e,66300,2756065,6486,2351,16341,https://www.youtube.com/watch?v=5vFfS79srdA,0,0,0,0,
e113ace92bbe445385bcc4635a9ca570,63400,3701024,4450,651,6030,https://www.youtube.com/watch?v=5KDij_HgChs,0,0,0,0,
0bf0ec441dc6489583f7218e02ab6a89,62600,7524185,2788,1204,21894,https://www.youtube.com/watch?v=y7eUgqDY6bI,2076,0,0,0,
2e01ec6b25684995ab109ac0f74f1456,61100,18751202,122,72,292,https://www.youtube.com/watch?v=5iGV1IU8MbA,47541,375,295,597,https://www.twitch.tv/videos/1818685741
66c812bb04844241af1d1c7539b5e251,59900,37400465,527,267,9471,https://www.youtube.com/watch?v=8nspRxd-XoU,989,47,33,132,https://www.twitch.tv/videos/1820516088
8a4988902b5640e6ae1829285307c636,59700,3623227,5211,2058,12122,https://www.youtube.com/watch?v=_nGhwLdltU0,0,0,0,0,
ea4c1a67c2e445ad8028768616ceb659,58500,4131904,4323,2313,34475,https://www.youtube.com/watch?v=dNH6b4Fp-P8,0,0,0,0,
b4a1791208fd4d85b7b08ee2bad0c236,57500,1861597,8274,4219,29169,https://www.youtube.com/watch?v=G4MMq9tRdYA,0,0,0,0,
4b6655120fbd4431a8f7894cac4a4d49,56300,4334883,1478,748,18050,https://www.youtube.com/watch?v=KMMht69Jf-M,0,0,0,0,
1323f1b775bf43659f8b8ec2899522cd,55700,1597097,13930,7328,14772,https://www.youtube.com/watch?v=uH-KpOvn34w,0,0,0,0,
512b64ec20174d018540516e9edf2b2f,54900,5396022,714,315,1565,https://www.youtube.com/watch?v=TA1JzO67P3Y,1094,0,0,0,
a9b855767b2d432c9f263e3427ff33a6,53800,2809524,7663,3303,20634,https://www.youtube.com/watch?v=r_Hn7k8XMII,0,0,0,0,
9cec24b011ee45648eb404066c997f49,50900,3104935,8576,4106,25700,https://www.youtube.com/watch?v=jDV9KUmu9vc,0,0,0,0,
5c4241def363418d9b7167d8369d0350,50800,2156883,723,353,1797,https://www.youtube.com/watch?v=wbhJC_74z-Y,43,0,0,0,
a02bb0332f5942ec892c932d6a089014,50800,4771766,0,0,0,,0,0,0,0,
58abad4aa8de49efb785367503dfd92c,48500,2789183,0,0,0,,0,0,0,0,
c65e7caaf81a43249d5132b9fe312b24,46400,1769127,3531,2339,7698,https://www.youtube.com/watch?v=BBVArwBCNdk,5679,2118,1113,2118,https://www.twitch.tv/videos/1811751250
a8ce4642418b4fe8ba1471a32097f4c4,44300,1760391,1523,504,6097,https://www.youtube.com/watch?v=i0u4u1ghMLI,0,0,0,0,
c41044006a014ed28107f33221a7de98,44000,3389906,1876,805,4079,https://www.youtube.com/watch?v=2qAcWaFossU,4435,0,0,0,
22ca620b93c94e5cb48175bbecf8d3af,43000,4033981,1621,591,1802,https://www.youtube.com/watch?v=0sIyqdJEWXU,0,0,0,0,
dee8efe8990e458c915e4f6a6a16b49f,41500,3389838,1236,497,23124,https://www.youtube.com/watch?v=9H_z5dYEaxE,2930,275,208,482,https://www.twitch.tv/videos/1817093603
7ead9e2cac544a7cb00444ef6b4698d1,36300,1196500,4598,1898,11715,https://www.youtube.com/watch?v=RXApqNVBChg,0,0,0,0,
9d9c6477329245cbb2557895f4f15686,36200,1575252,4004,2479,23034,https://www.youtube.com/watch?v=ESn5Y2NO0gM,101389,27595,8890,69017,https://www.twitch.tv/videos/1812568063
f18407d79b4b43ffa6adf629d1723a8f,36000,1275,0,0,0,,0,0,0,0,
658e63bebdca421ca934b0bf6aa2bcd8,35300,2093579,3294,1369,7838,https://www.youtube.com/watch?v=IfvISrYtBTM,8309,0,0,0,
6fb8c6dea7404638a9d78d4b0d84f64c,33700,2446447,1754,879,3962,https://www.youtube.com/watch?v=6L_h3VBofPo,0,0,0,0,
2741a90689f342548daad7f760b0a8f7,32900,1107803,3275,2950,15074,https://www.youtube.com/watch?v=KHKMIX-psms,650,0,0,0,
be6c475c291d45a0a7349abdb70be20d,32800,8878274,645,393,2974,https://www.youtube.com/watch?v=eiSbIWnsMqs,0,0,0,0,
b08047f2566246ac995e03a5db727cfe,32500,1547572,587,261,1389,https://www.youtube.com/watch?v=kueOY4PtJfM,6078,436,300,538,https://www.twitch.tv/videos/1813772719
521fb650b9534787b19c8762957fb5d2,32500,0,0,0,0,,0,0,0,0,
e73551cd98ec47388899522353fc89e3,32300,2081788,313,168,1217,https://www.youtube.com/watch?v=Gr3oB5KwcK8,386,260,218,436,https://www.twitch.tv/videos/1818712236
f5ff982730f54cd4826ff0530a4288c2,31700,1516274,3499,1971,11064,https://www.youtube.com/watch?v=-L3yV-bvvC8,0,0,0,0,
95de1fe6727944e68404aec425d09170,31500,0,0,0,0,,3983,0,0,0,
ba59bb31bbcd4cf3a481c4cf72918fb0,31500,2806694,3121,1195,6280,https://www.youtube.com/watch?v=tB4jlLzRakM,0,0,0,0,
d797701ab1564b62906f91a341134a9e,30700,1476397,1204,693,38100,https://www.youtube.com/watch?v=qAbiixspVlo,2338,183,151,251,https://www.twitch.tv/videos/1818038664
702c74978d8f4adab79f292cbecb49a4,30700,1417267,6211,3284,27925,https://www.youtube.com/watch?v=hMHtoQFuqPo,0,0,0,0,
30114f720b104e7f89d9dc0399a00dd4,30500,36043,0,0,0,,0,0,0,0,
d81d1032a43642eca36e82ba9a3c39c5,29000,1122535,0,0,0,,9342,1210,768,1338,https://www.twitch.tv/videos/1812911193
3afa3d15ff4a40de9b0950fa81a9ffc7,28200,159771,442,187,650,https://www.youtube.com/watch?v=KD1Sx14LEw4,2776,501,282,501,https://www.twitch.tv/videos/1812702039
1b63d89e0b1a4b579de6d99e25eaff8f,28200,1840052,2115,1199,12490,https://www.youtube.com/watch?v=y7X8l9qOhks,3368,1492,798,2546,https://www.twitch.tv/videos/1811900511
6c88799c6f45407faf0f9ea007b0dcab,27800,1151713,2627,1373,4786,https://www.youtube.com/watch?v=7OW1Llq_J2c,0,0,0,0,
84a911e2b05f4919a32e0c1618e32a7d,27600,458106,526,306,6086,https://www.youtube.com/watch?v=CeonnEutb5w,0,0,0,0,
2ce2f9977d4a4dc0844e518369e11e6b,27500,1742556,1779,926,2493,https://www.youtube.com/watch?v=IThY0lFS8zc,0,0,0,0,
1cfadb0d2e154a258c3177ff8264336f,27400,1504844,2140,1099,22561,https://www.youtube.com/watch?v=t28PRbPkTfk,0,0,0,0,
5c7beefaa54444e3b0443d7abd93c1f7,26700,2413637,709,355,908,https://www.youtube.com/watch?v=im7eK7QsqSw,2710,405,333,874,https://www.twitch.tv/videos/1816264372
49bb221fc77f440cae0c007a73f99aab,26700,748555,0,0,0,,21621,18291,4157,40400,https://www.twitch.tv/videos/1812854954
de0e98c9266449b7874a942cbbb63a0d,26600,1598948,2627,1688,20880,https://www.youtube.com/watch?v=upk6BzSF_Go,3497,0,0,0,
d1dd83b6e8a24df4b61f766cff45113c,25900,13956100,927,429,3109,https://www.youtube.com/watch?v=HPFNoBfPRd4,0,0,0,0,
7081557634db487fa467b0bd2f939f66,24900,785117,1398,714,1896,https://www.youtube.com/watch?v=NbjIopw2zyk,0,0,0,0,
222a91c2efbe47628911ee0b2413ae3e,24700,1743590,40,20,87,https://www.youtube.com/watch?v=eiQ6fMJoJT4,2146,81,58,171,https://www.twitch.tv/videos/1817087655
22c8ee785f7446e5978bab336fda92cb,24500,543985,1173,417,3422,https://www.youtube.com/watch?v=PWHg2qNCuRo,0,0,0,0,
bed13deb3871443980e131a466519b54,22800,1255205,2076,962,2724,https://www.youtube.com/watch?v=kXIsmcqFoDA,0,0,0,0,
3be86a2a9cb447f393d235132e157789,22200,1207238,1506,704,3054,https://www.youtube.com/watch?v=bYQPGruOBvc,0,0,0,0,
60716febdfe949248e8f67d85634bec5,21600,7794604,582,102,1187,https://www.youtube.com/watch?v=puc_aQf4phA,0,0,0,0,
d6c4708f6eb94ac6ad7668363b132248,21600,1547392,272,84,660,https://www.youtube.com/watch?v=QUPQWqlapTY,0,0,0,0,
bc0b8c437eda4361b2a10003013f49cf,21200,204443,231,103,2856,https://www.youtube.com/watch?v=zgf4NJYTYXc,0,0,0,0,
f7c48554816643cdb8d343e6e9e6d313,21100,1033557,984,405,3637,https://www.youtube.com/watch?v=QUMIgqSrdWQ,4148,0,0,0,
2694a505a0e0441bb99b49e8ce1f7473,20900,599146,3022,1398,6631,https://www.youtube.com/watch?v=ySI92LY5kJY,0,0,0,0,
c5fe413a473d4638b53fb3f9019aabbe,20500,627187,2972,1418,7102,https://www.youtube.com/watch?v=e8EWKRH2hTQ,0,0,0,0,
