Display Name,YouTube Subscriber Count,YouTube View Count,YouTube Recent Median View Count,YouTube Recent Highest View Count,YouTube Recent Highest Viewed Video URL,Twitch Follower Count,Twitch Recent Median View Count,Twitch Recent Highest View Count,Twitch Recent Highest Viewed Video URL
鬼鬼,857000,271223271,30533,74430,https://www.youtube.com/watch?v=VXXZQSkVMbw,0,0,0,
杏仁ミル,351000,22885455,27329,57009,https://www.youtube.com/watch?v=kbVVuEoJ8aI,17795,0,0,
梓凜,270000,20482022,1618,19104,https://www.youtube.com/watch?v=eVClN_TDXOY,0,0,0,
床編故事,180000,18946896,76117,130454,https://www.youtube.com/watch?v=pWXtg5nGN0k,0,0,0,
懶貓子,120000,2026311,114446,299146,https://www.youtube.com/watch?v=7MUzOjbVjb4,0,0,0,
予樂,107000,13349761,8147,27030,https://www.youtube.com/watch?v=SjHmMzcxBzQ,0,0,0,
高雄林小姐,103000,28605963,4123,6301,https://www.youtube.com/watch?v=3B_cru_TVYI,0,0,0,
紅月,90300,351340,5157,11979,https://www.youtube.com/watch?v=lXIcMIHO4Vg,0,0,0,
鬼鬼副頻道,89100,480676,5364,8850,https://www.youtube.com/watch?v=0buozDMH81s,0,0,0,
璐洛洛,74300,8091781,19828,122052,https://www.youtube.com/watch?v=W391SQGIfFw,7371,1138,5833,https://www.twitch.tv/videos/1113899594
鳥羽樂奈,52800,3853757,3697,13751,https://www.youtube.com/watch?v=WPqSepgX66Y,1251,0,0,
香草奈若,50000,6006513,3637,11054,https://www.youtube.com/watch?v=dy251fbwK60,0,0,0,
悠白,48800,1967007,5969,47182,https://www.youtube.com/watch?v=bEqvkwGsYWw,0,0,0,
灰名,47700,2200475,7590,36342,https://www.youtube.com/watch?v=QOJWeDA1okU,0,0,0,
露恰露恰,46000,1010372,10054,26432,https://www.youtube.com/watch?v=3UX1jEC75Zc,0,0,0,
泰多貝亞,42100,1698203,7687,14134,https://www.youtube.com/watch?v=db7KcgmWAWI,0,0,0,
平平子,41400,1077445,9075,16296,https://www.youtube.com/watch?v=QfbnNIuN2ps,0,0,0,
十五號,40000,1161435,9423,21923,https://www.youtube.com/watch?v=4NrdEmLRkO8,0,0,0,
說書客,38800,3017501,2682,3996,https://www.youtube.com/watch?v=_GaSth_dX_c,0,0,0,
Asa Ifrit,38500,1838969,6520,17876,https://www.youtube.com/watch?v=O6n7m7r_ias,0,0,0,
虎妮,38100,1320572,2117,6251,https://www.youtube.com/watch?v=eZk_JZKwnOc,20,0,0,
