Display Name,YouTube Subscriber Count,YouTube View Count,YouTube Recent Median View Count,YouTube Recent Highest View Count,YouTube Recent Highest Viewed Video URL,Twitch Follower Count,Twitch Recent Median View Count,Twitch Recent Highest View Count,Twitch Recent Highest Viewed Video URL
杏仁ミル,345000,22060198,28966,79032,https://www.youtube.com/watch?v=SSCiVONhUkQ,17339,5512,10970,https://www.twitch.tv/videos/1096517099
高雄林小姐,103000,28514978,4473,6752,https://www.youtube.com/watch?v=PFYgG9groxw,0,0,0,
紅月,90200,342509,4740,10710,https://www.youtube.com/watch?v=lXIcMIHO4Vg,0,0,0,
璐洛洛,67800,7357877,12057,99143,https://www.youtube.com/watch?v=PLGm5EBdlCI,6770,1035,4552,https://www.twitch.tv/videos/1093398255
鳥羽樂奈,52800,3798428,3686,12576,https://www.youtube.com/watch?v=WPqSepgX66Y,1257,0,0,
香草奈若,49500,5885865,3903,12309,https://www.youtube.com/watch?v=-XcNChQXFck,0,0,0,
悠白,47600,1849704,6713,27524,https://www.youtube.com/watch?v=bEqvkwGsYWw,0,0,0,
灰名,46100,2000460,9342,35735,https://www.youtube.com/watch?v=QOJWeDA1okU,0,0,0,
露恰露恰,43600,962370,9925,24718,https://www.youtube.com/watch?v=3UX1jEC75Zc,0,0,0,
泰多貝亞,41600,1583794,7984,20122,https://www.youtube.com/watch?v=KR_44NFeKbs,0,0,0,
平平子,39300,974011,10467,14914,https://www.youtube.com/watch?v=AHyAp3FteZU,0,0,0,
Asa Ifrit,37800,1746723,7900,15214,https://www.youtube.com/watch?v=xpd873dujPI,0,0,0,
虎妮,37600,1298831,2089,6162,https://www.youtube.com/watch?v=Ov7266UxFWA,20,0,0,
十五號,37200,1038546,10772,19723,https://www.youtube.com/watch?v=-Fr4qTGf3Ps,0,0,0,
兔姬,35200,1269346,5836,9106,https://www.youtube.com/watch?v=7xqbWquKoQk,0,0,0,
浠Mizuki,31500,848011,28048,51898,https://www.youtube.com/watch?v=CbZjxMM14yA,0,0,0,
喵太,24700,695902,4800,5438,https://www.youtube.com/watch?v=En_EkKr0KoY,4829,1603,1877,https://www.twitch.tv/videos/1096655843
迷子羽根,24600,68272,1335,2706,https://www.youtube.com/watch?v=MMcyI0MoUdI,0,0,0,
醬油Joyu,24400,237512,1053,1597,https://www.youtube.com/watch?v=852nfs_vnww,0,0,0,
空,22100,1560225,809,44462,https://www.youtube.com/watch?v=bs9UAn88-ws,0,0,0,
須多夜花,21200,724386,4930,35998,https://www.youtube.com/watch?v=S0cDx8sl6Kc,0,0,0,
歐貝爾,20200,459568,6376,15419,https://www.youtube.com/watch?v=q4_35EW_d3k,0,0,0,
三毛,20100,1154083,4789,9816,https://www.youtube.com/watch?v=dKdiha-ErL4,0,0,0,
Naya,19200,4968686,3211,13232,https://www.youtube.com/watch?v=2YWHWs7cuss,3220,258,373,https://www.twitch.tv/videos/1106737047
藤乃熊,19000,87582,316,363,https://www.youtube.com/watch?v=i4lXAdnyE8w,0,0,0,
貝莉莓Vtype,17900,802114,28181,104653,https://www.youtube.com/watch?v=huGQKLzCOJk,0,0,0,
鼠屋栗太,17300,354331,1464,2646,https://www.youtube.com/watch?v=9_stJeAKqc4,0,0,0,
祈菈‧貝希毛絲,17200,808770,5172,14643,https://www.youtube.com/watch?v=RhhN1wx9QE8,0,0,0,
Yu,15100,3701963,2870,21273,https://www.youtube.com/watch?v=wrwYxcg_GFo,0,0,0,
諳石,12200,2808819,526,1302,https://www.youtube.com/watch?v=7Bzh7AeCxmE,1387,37,37,https://www.twitch.tv/videos/1096612911
蕾兒,11500,312633,2597,7101,https://www.youtube.com/watch?v=9e3UXuvCzu8,0,0,0,
星見遙,11300,390176,800,2122,https://www.youtube.com/watch?v=Q7ZyrmBjkoU,0,0,0,
蘆棠布奈,11300,255719,3415,8265,https://www.youtube.com/watch?v=euXjtbbw5XQ,0,0,0,
希靈,10500,239429,1901,5879,https://www.youtube.com/watch?v=7JmpIsAYM84,0,0,0,
諾櫻,9090,278259,2977,5817,https://www.youtube.com/watch?v=IED3-ynrnzA,0,0,0,
巴蘭利維坦,8950,233043,4864,9812,https://www.youtube.com/watch?v=rmRTkygF8tc,0,0,0,
塔芭絲可,8520,313897,1783,3709,https://www.youtube.com/watch?v=P87hhDBauXQ,0,0,0,
