Display Name,YouTube Subscriber Count,YouTube View Count,YouTube Recent Median View Count,YouTube Recent Highest View Count,YouTube Recent Highest Viewed Video URL,Twitch Follower Count,Twitch Recent Median View Count,Twitch Recent Highest View Count,Twitch Recent Highest Viewed Video URL
杏仁ミル,351000,23024552,27066,57318,https://www.youtube.com/watch?v=kbVVuEoJ8aI,17823,0,0,
高雄林小姐,103000,28617281,4128,6306,https://www.youtube.com/watch?v=3B_cru_TVYI,0,0,0,
紅月,90300,352462,5609,12106,https://www.youtube.com/watch?v=lXIcMIHO4Vg,0,0,0,
璐洛洛,74600,8176190,18715,123145,https://www.youtube.com/watch?v=W391SQGIfFw,7390,1138,5835,https://www.twitch.tv/videos/1113899594
鳥羽樂奈,52800,3858033,3753,13801,https://www.youtube.com/watch?v=WPqSepgX66Y,1251,0,0,
香草奈若,50100,6017735,3638,11067,https://www.youtube.com/watch?v=dy251fbwK60,0,0,0,
悠白,48900,1980563,5989,47418,https://www.youtube.com/watch?v=bEqvkwGsYWw,0,0,0,
灰名,47900,2231709,8011,36386,https://www.youtube.com/watch?v=QOJWeDA1okU,0,0,0,
露恰露恰,46700,1023059,10783,26566,https://www.youtube.com/watch?v=3UX1jEC75Zc,0,0,0,
泰多貝亞,42100,1719769,7758,14157,https://www.youtube.com/watch?v=db7KcgmWAWI,0,0,0,
平平子,41500,1085164,9087,16432,https://www.youtube.com/watch?v=QfbnNIuN2ps,0,0,0,
十五號,40300,1172346,9467,22174,https://www.youtube.com/watch?v=4NrdEmLRkO8,0,0,0,
Asa Ifrit,38600,1861647,6329,18100,https://www.youtube.com/watch?v=O6n7m7r_ias,0,0,0,
虎妮,38100,1327658,2231,6443,https://www.youtube.com/watch?v=eZk_JZKwnOc,20,0,0,
兔姬,36500,1332709,4438,7661,https://www.youtube.com/watch?v=e3g7L1A19rE,0,0,0,
浠Mizuki,36300,1018918,18236,18236,https://www.youtube.com/watch?v=eLLLO1W1tWQ,0,0,0,
貝莉莓Vtype,29900,1626691,29645,146157,https://www.youtube.com/watch?v=GJT48bDrYBA,0,0,0,
喵太,24900,717002,7357,8063,https://www.youtube.com/watch?v=En_EkKr0KoY,5014,1351,1676,https://www.twitch.tv/videos/1110807949
醬油Joyu,24700,254080,817,1418,https://www.youtube.com/watch?v=O7__V0SLwas,0,0,0,
迷子羽根,24500,87143,1314,2874,https://www.youtube.com/watch?v=MMcyI0MoUdI,0,0,0,
三毛,22700,1331160,6205,35846,https://www.youtube.com/watch?v=-LIMnwL_oMw,0,0,0,
歐貝爾,22300,566643,6222,12191,https://www.youtube.com/watch?v=ffoAWZSc6ck,0,0,0,
空,22200,1597837,686,3894,https://www.youtube.com/watch?v=01ZO1wwlO5M,0,0,0,
須多夜花,21800,769675,2970,6756,https://www.youtube.com/watch?v=28ePIaZ4GUE,0,0,0,
Naya,19400,5044062,4892,14003,https://www.youtube.com/watch?v=2YWHWs7cuss,3248,464,834,https://www.twitch.tv/videos/1114938629
藤乃熊,18800,91117,249,1338,https://www.youtube.com/watch?v=Fn2RsjCA7Z0,0,0,0,
祈菈‧貝希毛絲,18300,853015,3717,9402,https://www.youtube.com/watch?v=7C_8RB1upiA,0,0,0,
鼠屋栗太,17500,379868,1348,2396,https://www.youtube.com/watch?v=2uIkt3fXeX8,0,0,0,
Yu,16400,4014900,5526,19514,https://www.youtube.com/watch?v=8sjGrPoJLkc,0,0,0,
希靈,12700,292913,1952,5290,https://www.youtube.com/watch?v=EYUFlWNl6NE,0,0,0,
諳石,12300,2832218,439,1623,https://www.youtube.com/watch?v=hiw-yeeD2hI,1387,66,96,https://www.twitch.tv/videos/1109879185
蕾兒,12000,334456,2464,7259,https://www.youtube.com/watch?v=9e3UXuvCzu8,0,0,0,
星見遙,11400,402928,685,1199,https://www.youtube.com/watch?v=ahVUjw_ZRE8,0,0,0,
蘆棠布奈,11400,267521,2045,5671,https://www.youtube.com/watch?v=9bsi6Ff2a-s,0,0,0,
諾櫻,10800,372375,3828,7479,https://www.youtube.com/watch?v=mqW4UFRg55E,0,0,0,
銀鈴‧希爾貝露,10300,242698,1379,7030,https://www.youtube.com/watch?v=5EifML2gkSQ,0,0,0,
巴蘭利維坦,9460,268620,3731,9290,https://www.youtube.com/watch?v=G1aINjD_TGU,0,0,0,
塔芭絲可,9270,383108,1665,5135,https://www.youtube.com/watch?v=SzrUhwHpKkA,0,0,0,
弦戶帝丹,8480,207513,3242,5475,https://www.youtube.com/watch?v=3-RxDRg98Bs,0,0,0,
鴨鴨伊比,8050,227820,946,1843,https://www.youtube.com/watch?v=4uWMpEjaHZY,0,0,0,
風絮,7820,96471,557,2738,https://www.youtube.com/watch?v=5PEJfGYSJq4,0,0,0,
神草甘蔗子,7710,1815149,56,113,https://www.youtube.com/watch?v=o7JN54orBpA,0,0,0,
邱可,7480,119007,1183,2872,https://www.youtube.com/watch?v=zkeE4Eq9amQ,0,0,0,
蔡宜蓁,7330,135809,2195,5131,https://www.youtube.com/watch?v=Eb-Qc10ZDto,0,0,0,
瀰婭,7200,267554,803,1818,https://www.youtube.com/watch?v=SO2HqzoVQxI,127,0,0,
TSMATCH火柴,7170,214497,670,1052,https://www.youtube.com/watch?v=5iI7O9Vj-3Y,0,0,0,
洛可洛斯特,6650,214388,1389,2257,https://www.youtube.com/watch?v=txqnXzcLfyc,0,0,0,
嗚夫沃夫,6580,339995,2009,4555,https://www.youtube.com/watch?v=4j5qOMcLTw8,0,0,0,
いくせん,6530,432894,349,1437,https://www.youtube.com/watch?v=OKn75_6icr8,77,0,0,
牧野白,6480,146021,1719,3433,https://www.youtube.com/watch?v=8rucPm656PY,281,0,0,
