Display Name,YouTube Subscriber Count,YouTube View Count,YouTube Recent Median View Count,YouTube Recent Highest View Count,YouTube Recent Highest Viewed Video URL,Twitch Follower Count,Twitch Recent Median View Count,Twitch Recent Highest View Count,Twitch Recent Highest Viewed Video URL
杏仁ミル,335000,20914591,21824,91112,https://www.youtube.com/watch?v=w2u4GqpQobg,16833,16335,16335,https://www.twitch.tv/videos/1072260233
高雄林小姐,103000,28337371,5274,17731,https://www.youtube.com/watch?v=8SSJR019HlU,0,0,0,
紅月,89700,252506,5284,12974,https://www.youtube.com/watch?v=j9knBUblecs,0,0,0,
璐洛洛,58300,6089753,7367,43935,https://www.youtube.com/watch?v=PIG4sbOdEFA,5446,1537,2425,https://www.twitch.tv/videos/1076328640
鳥羽樂奈,52500,3675380,4461,8772,https://www.youtube.com/watch?v=-JvcMX6YRGU,1264,0,0,
香草奈若,47900,5604658,4061,12919,https://www.youtube.com/watch?v=3yd2w5kpoPg,0,0,0,
悠白,44800,1587342,8310,44859,https://www.youtube.com/watch?v=645s3s8DagM,0,0,0,
灰名,43100,1665043,9557,27314,https://www.youtube.com/watch?v=2Gk_tfqyI5k,0,0,0,
露恰露恰,41000,769174,16239,28433,https://www.youtube.com/watch?v=CXCBOhov2n8,0,0,0,
泰多貝亞,40700,1343136,10044,21378,https://www.youtube.com/watch?v=99iNcrVfrYk,0,0,0,
虎妮,36800,1260935,2683,7762,https://www.youtube.com/watch?v=ieDSO48nzNU,20,0,0,
Asa Ifrit,35900,1528164,11636,23595,https://www.youtube.com/watch?v=eKkwLjzW_Lo,0,0,0,
平平子,35900,771504,11536,17277,https://www.youtube.com/watch?v=Uz7uIITgsrg,0,0,0,
兔姬,34100,1181788,4438,13295,https://www.youtube.com/watch?v=59Dp0pAkNds,0,0,0,
十五號,33800,820669,13188,34880,https://www.youtube.com/watch?v=NfzzKRowEDk,0,0,0,
浠Mizuki,28700,642796,40880,121945,https://www.youtube.com/watch?v=0F6l5LX2OfY,0,0,0,
迷子羽根,24800,40262,1948,2573,https://www.youtube.com/watch?v=IgyHMhV3jL8,0,0,0,
喵太,23700,642796,2173,2173,https://www.youtube.com/watch?v=wCl4OZraaJI,4419,1340,2259,https://www.twitch.tv/videos/1078057513
空,21900,1482884,871,10229,https://www.youtube.com/watch?v=EPGUyYy3Qj4,0,0,0,
須多夜花,20300,578768,6205,28724,https://www.youtube.com/watch?v=S0cDx8sl6Kc,0,0,0,
三毛,19600,1054679,6435,34975,https://www.youtube.com/watch?v=VR3L0KSZjcY,0,0,0,
Naya,18900,4831339,1251,10212,https://www.youtube.com/watch?v=J474wVFfuD8,3223,140,240,https://www.twitch.tv/videos/1076370595
藤乃熊,18700,85228,420,1334,https://www.youtube.com/watch?v=LofBMWvBsjk,0,0,0,
歐貝爾,18200,347856,17611,61549,https://www.youtube.com/watch?v=z6N32dMCbpU,0,0,0,
鼠屋栗太,16900,301911,1641,6708,https://www.youtube.com/watch?v=VJHxg1ipdgE,0,0,0,
祈菈‧貝希毛絲,15600,691553,5894,13647,https://www.youtube.com/watch?v=RhhN1wx9QE8,0,0,0,
Yu,12700,3203068,2011,8500,https://www.youtube.com/watch?v=jgaGvBdUZ6I,0,0,0,
諳石,12000,2770532,366,1315,https://www.youtube.com/watch?v=aaCQePyzWy0,1383,30,33,https://www.twitch.tv/videos/1071181208
貝莉莓Vtype,11300,368464,11054,100946,https://www.youtube.com/watch?v=XhbBxUp0CIU,0,0,0,
蘆棠布奈,11200,218504,4232,14701,https://www.youtube.com/watch?v=HLZnE_DfNPo,0,0,0,
星見遙,11000,365810,1035,5425,https://www.youtube.com/watch?v=U1Tjj-J337U,0,0,0,
蕾兒,10300,258723,2476,6374,https://www.youtube.com/watch?v=GIpBFRy6uQI,0,0,0,
希靈,9280,175003,1580,3779,https://www.youtube.com/watch?v=w23B4nmy76Q,0,0,0,
巴蘭利維坦,7690,157931,5377,16632,https://www.youtube.com/watch?v=pX31LgcBc28,0,0,0,
塔芭絲可,7430,243015,1924,5151,https://www.youtube.com/watch?v=O4a-8J--wAk,0,0,0,
鴨鴨伊比,7230,182872,1413,3561,https://www.youtube.com/watch?v=fBecd7j5c_4,0,0,0,
風絮,7050,71786,331,2729,https://www.youtube.com/watch?v=KUyT_JjJLt0,0,0,0,
弦戶帝丹,7050,112682,6594,13990,https://www.youtube.com/watch?v=p2I2qKNWQC8,0,0,0,
TSMATCH火柴,6820,191910,1027,2483,https://www.youtube.com/watch?v=IPQ9Mwufhb8,0,0,0,
