Display Name,YouTube Subscriber Count,YouTube View Count,YouTube Recent Median View Count,YouTube Recent Highest View Count,YouTube Recent Highest Viewed Video URL,Twitch Follower Count,Twitch Recent Median View Count,Twitch Recent Highest View Count,Twitch Recent Highest Viewed Video URL
鬼鬼,852000,268273516,39465,168579,https://www.youtube.com/watch?v=oWUihhABAJU,0,0,0,
杏仁ミル,343000,21831179,27733,76461,https://www.youtube.com/watch?v=SSCiVONhUkQ,17237,5287,10529,https://www.twitch.tv/videos/1096517099
梓凜,271000,20416455,1735,4353,https://www.youtube.com/watch?v=e6sKHb1DD5o,0,0,0,
高雄林小姐,103000,28470525,4737,7829,https://www.youtube.com/watch?v=-DhMFgKMEEI,0,0,0,
紅月,90200,334307,4825,14311,https://www.youtube.com/watch?v=j9knBUblecs,0,0,0,
鬼鬼副頻道,88800,462343,7696,8794,https://www.youtube.com/watch?v=-oqnggAFoTM,0,0,0,
璐洛洛,65500,6987271,15557,90167,https://www.youtube.com/watch?v=PLGm5EBdlCI,6540,782,4544,https://www.twitch.tv/videos/1093398255
懶貓子,61600,284427,146168,169908,https://www.youtube.com/watch?v=gLNU5_2-Z4w,0,0,0,
鳥羽樂奈,52700,3768162,3769,7753,https://www.youtube.com/watch?v=FyBl_aAa9IY,1257,0,0,
香草奈若,48700,5800658,4048,10346,https://www.youtube.com/watch?v=fcQAul3hets,0,0,0,
悠白,46600,1755497,8690,19036,https://www.youtube.com/watch?v=x_HX0hCuzpI,0,0,0,
灰名,45400,1934340,10397,35052,https://www.youtube.com/watch?v=QOJWeDA1okU,0,0,0,
露恰露恰,42900,919793,10528,22813,https://www.youtube.com/watch?v=3UX1jEC75Zc,0,0,0,
泰多貝亞,41300,1529556,7981,19578,https://www.youtube.com/watch?v=KR_44NFeKbs,0,0,0,
說書客,38700,2989865,2449,4458,https://www.youtube.com/watch?v=gj7dciB9spI,0,0,0,
平平子,38500,902290,10721,13119,https://www.youtube.com/watch?v=WuCVR977bTc,0,0,0,
Asa Ifrit,37400,1694878,8527,17055,https://www.youtube.com/watch?v=V9fbzKGRpO0,0,0,0,
虎妮,37400,1298428,2342,6029,https://www.youtube.com/watch?v=Ov7266UxFWA,20,0,0,
十五號,36400,992868,12888,20448,https://www.youtube.com/watch?v=7Joh0Tp168M,0,0,0,
兔姬,34900,1250259,5851,9038,https://www.youtube.com/watch?v=7xqbWquKoQk,0,0,0,
浠Mizuki,31000,814834,24090,48652,https://www.youtube.com/watch?v=CbZjxMM14yA,0,0,0,
迷子羽根,24600,59270,1330,2536,https://www.youtube.com/watch?v=MMcyI0MoUdI,0,0,0,
喵太,24400,672835,4204,4204,https://www.youtube.com/watch?v=wCl4OZraaJI,4737,1387,1731,https://www.twitch.tv/videos/1096655843
醬油Joyu,24300,229885,1014,1544,https://www.youtube.com/watch?v=Y6ROIP0Hid4,0,0,0,
如月ルミィ,22400,801856,4540,7580,https://www.youtube.com/watch?v=SZPC7CiZCc4,0,0,0,
空,22100,1538423,847,25807,https://www.youtube.com/watch?v=bs9UAn88-ws,0,0,0,
須多夜花,21000,698174,5199,35797,https://www.youtube.com/watch?v=S0cDx8sl6Kc,0,0,0,
三毛,20000,1143335,4778,35728,https://www.youtube.com/watch?v=VR3L0KSZjcY,0,0,0,
歐貝爾,19700,426151,7950,26238,https://www.youtube.com/watch?v=qxKIGuHd3SY,0,0,0,
藤乃熊,19100,86998,300,321,https://www.youtube.com/watch?v=i4lXAdnyE8w,0,0,0,
Naya,19000,4917729,1816,8689,https://www.youtube.com/watch?v=3aSRlC1K_LM,3219,0,0,
鼠屋栗太,17300,340412,1438,2618,https://www.youtube.com/watch?v=9_stJeAKqc4,0,0,0,
祈菈‧貝希毛絲,16900,787629,5560,14412,https://www.youtube.com/watch?v=RhhN1wx9QE8,0,0,0,
米亞,14600,550326,5048,18023,https://www.youtube.com/watch?v=LPgi0qV-Gko,0,0,0,
Yu,14100,3497379,1612,20430,https://www.youtube.com/watch?v=wrwYxcg_GFo,0,0,0,
貝莉莓Vtype,13900,549813,13722,72393,https://www.youtube.com/watch?v=huGQKLzCOJk,0,0,0,
諳石,12100,2800337,627,1644,https://www.youtube.com/watch?v=aaCQePyzWy0,1385,27,35,https://www.twitch.tv/videos/1088432253
蘆棠布奈,11300,242583,3013,7935,https://www.youtube.com/watch?v=euXjtbbw5XQ,0,0,0,
星見遙,11200,384184,833,2118,https://www.youtube.com/watch?v=Q7ZyrmBjkoU,0,0,0,
一介,11000,778922,0,0,,0,0,0,
蕾兒,11000,297991,2491,6932,https://www.youtube.com/watch?v=9e3UXuvCzu8,0,0,0,
夏玥白夜,10400,167002,0,0,,0,0,0,
希靈,10200,221345,2011,5523,https://www.youtube.com/watch?v=7JmpIsAYM84,0,0,0,
秋月イノリ,9060,232788,1063,1793,https://www.youtube.com/watch?v=HYvtPWk16Ck,0,0,0,
MK妹,8860,266830,3165,33305,https://www.youtube.com/watch?v=sHap7h_ag2M,0,0,0,
巴蘭利維坦,8720,221734,4409,10094,https://www.youtube.com/watch?v=vXp06czvbGU,0,0,0,
榎川幸,8250,243634,931,1477,https://www.youtube.com/watch?v=8ygFnW3KRlY,0,0,0,
塔芭絲可,8100,290580,1811,4268,https://www.youtube.com/watch?v=-Leoby5Xk-g,0,0,0,
弦戶帝丹,8010,168121,4617,8793,https://www.youtube.com/watch?v=Yg4h0kRa5Hg,0,0,0,
諾櫻,7920,233339,2394,5023,https://www.youtube.com/watch?v=IED3-ynrnzA,0,0,0,
小林あいす,7790,235738,1464,3414,https://www.youtube.com/watch?v=NWvDbt2Me9o,0,0,0,
鴨鴨伊比,7750,208631,1091,2586,https://www.youtube.com/watch?v=YI0NAhQRSgU,0,0,0,
神草甘蔗子,7730,1813216,151,158,https://www.youtube.com/watch?v=LM5J2RVof9U,0,0,0,
邱可,7200,106025,1482,2759,https://www.youtube.com/watch?v=zkeE4Eq9amQ,0,0,0,
蔡宜蓁Candy,7170,120980,5984,7381,https://www.youtube.com/watch?v=NOGumJr2P7k,0,0,0,
風絮,7150,77715,341,994,https://www.youtube.com/watch?v=WmhP8DkFzQ0,0,0,0,
TSMATCH火柴,6980,202011,735,3174,https://www.youtube.com/watch?v=ZFxGKK_qsOw,0,0,0,
瀰婭,6670,247303,804,1417,https://www.youtube.com/watch?v=Vra66jZv6OI,120,0,0,
姬宮優花,6310,129070,349,598,https://www.youtube.com/watch?v=RaHaWMr95fA,431,0,0,
洛可洛斯特,6270,181748,1593,9481,https://www.youtube.com/watch?v=mF2Z021DvLM,0,0,0,
嗚夫沃夫,6240,283109,2444,8816,https://www.youtube.com/watch?v=K2v1TkTxGtg,0,0,0,
夏莎莎,6220,71666,562,1086,https://www.youtube.com/watch?v=cF_zZ4lLIRM,0,0,0,
吉姆,6200,169529,1317,3363,https://www.youtube.com/watch?v=8j1bHGWjGr4,1133,268,1002,https://www.twitch.tv/videos/1090021895
小咖,6180,1126099,5641,15745,https://www.youtube.com/watch?v=ubH7OnG7ufQ,0,0,0,
いくせん,6150,410815,239,2139,https://www.youtube.com/watch?v=BUenPNHgzgs,77,0,0,
祈霓,5990,80562,581,2953,https://www.youtube.com/watch?v=LFCspwtclEw,0,0,0,
綾瑞香,5930,133722,443,725,https://www.youtube.com/watch?v=kPhGJ4W-UvE,263,0,0,
夏日葵,5890,338693,396,3572,https://www.youtube.com/watch?v=5rz8gTJy1r0,0,0,0,
魔法!,5690,1821784,356,566,https://www.youtube.com/watch?v=6z4_pRD5ucA,2278,0,0,
蝦拉拉,5670,158416,1658,3534,https://www.youtube.com/watch?v=mLkHfn3CnyQ,1812,947,947,https://www.twitch.tv/videos/1093500756
牧野白,5640,114505,2765,6984,https://www.youtube.com/watch?v=X_vosnrPS-U,181,0,0,
海姬依莉亞,5140,109390,867,3132,https://www.youtube.com/watch?v=iu7mvRK0HoM,0,0,0,
噓你吉娃娃,4960,210934,1020,10103,https://www.youtube.com/watch?v=Fgxt37PRs44,0,0,0,
狛井葵,4960,167992,997,1378,https://www.youtube.com/watch?v=3AoaqxtoILA,0,0,0,
LMPAPER,4920,422811,232,363,https://www.youtube.com/watch?v=kQgB1j83n74,2932,731,2043,https://www.twitch.tv/videos/1096500055
723,4780,391060,154,164,https://www.youtube.com/watch?v=472Df25sRVM,0,0,0,
銀鈴‧希爾貝露,4710,131838,776,4644,https://www.youtube.com/watch?v=WhkBucdWlGE,0,0,0,
秋月莉莉卡,4640,86145,494,1894,https://www.youtube.com/watch?v=elguNlRuU74,0,0,0,
Lumina,4600,177607,407,1050,https://www.youtube.com/watch?v=aQXFbgE8z8w,0,0,0,
萊菈‧希格娜斯,4550,77762,666,1049,https://www.youtube.com/watch?v=J-ELrsPpxWg,0,0,0,
麻子マコ,4430,83404,719,3221,https://www.youtube.com/watch?v=f9EiYzFGQug,0,0,0,
阿露比,4410,110036,1051,1443,https://www.youtube.com/watch?v=UH9sX7cbmN8,0,0,0,
解凍三色豆,4260,134268,1901,5372,https://www.youtube.com/watch?v=OaqIj9jFXVs,0,0,0,
楠橋詩耶,4220,109206,328,432,https://www.youtube.com/watch?v=2qe2H8P7LxE,436,0,0,
櫻野露,4210,132071,426,1489,https://www.youtube.com/watch?v=qTmcQWSxGeo,0,0,0,
夏樹きよし,4200,76267,777,1368,https://www.youtube.com/watch?v=RdxwxQc-TJM,0,0,0,
狐媚娘‧達亞,4180,100891,529,987,https://www.youtube.com/watch?v=CLcldwvJ7KY,0,0,0,
小岩井波波利,4130,96576,1100,3195,https://www.youtube.com/watch?v=_yIM4prSzkk,0,0,0,
紗夏,4100,66429,0,0,,2551,0,0,
布魯斯,4050,69317,958,4815,https://www.youtube.com/watch?v=UCy11sDFAMw,0,0,0,
森森觀月,4040,31555,2744,9843,https://www.youtube.com/watch?v=TIiL9RH1DzI,0,0,0,
uiru,3930,86720,449,2487,https://www.youtube.com/watch?v=4A15e5Mjc1c,0,0,0,
灰妲,3930,72491,980,2217,https://www.youtube.com/watch?v=-vD5s_c2nOY,0,0,0,
黒田翔隼,3910,95660,227,988,https://www.youtube.com/watch?v=q9Ptc_t-qRc,76,0,0,
斜胖,3880,104623,862,1324,https://www.youtube.com/watch?v=NP12oG5qp5w,0,0,0,
椎南月白,3750,21602,0,0,,0,0,0,
艾黎,3730,68506,345,1029,https://www.youtube.com/watch?v=EqXJjCdPjM0,78,0,0,
卡滋可可,3610,120392,279,766,https://www.youtube.com/watch?v=kPJkBUCREwE,467,0,0,
罷工,3570,104007,155,438,https://www.youtube.com/watch?v=WD09YTPdLI0,0,0,0,
観空部,3480,173799,348,1845,https://www.youtube.com/watch?v=m12PRYQgd8g,288,0,0,
蘭希,3470,346435,283,283,https://www.youtube.com/watch?v=M7Ym_4ngeT8,0,0,0,
周默,3220,81919,804,2330,https://www.youtube.com/watch?v=t8Yywzp5LkU,0,0,0,
