Display Name,YouTube Subscriber Count,YouTube View Count,YouTube Recent Median View Count,YouTube Recent Highest View Count,YouTube Recent Highest Viewed Video URL,Twitch Follower Count,Twitch Recent Median View Count,Twitch Recent Highest View Count,Twitch Recent Highest Viewed Video URL
杏仁ミル,342000,21708715,27155,147863,https://www.youtube.com/watch?v=w2u4GqpQobg,17175,125,230,https://www.twitch.tv/videos/1096517099
高雄林小姐,103000,28443200,5004,7827,https://www.youtube.com/watch?v=-DhMFgKMEEI,0,0,0,
紅月,90000,310480,4704,14097,https://www.youtube.com/watch?v=j9knBUblecs,0,0,0,
璐洛洛,64000,6757414,14799,85490,https://www.youtube.com/watch?v=PLGm5EBdlCI,6263,757,4534,https://www.twitch.tv/videos/1093398255
鳥羽樂奈,52700,3746099,3733,7633,https://www.youtube.com/watch?v=FyBl_aAa9IY,1259,0,0,
香草奈若,48700,5766285,3989,10336,https://www.youtube.com/watch?v=fcQAul3hets,0,0,0,
悠白,46200,1711604,9018,58208,https://www.youtube.com/watch?v=645s3s8DagM,0,0,0,
灰名,45100,1874747,9446,29641,https://www.youtube.com/watch?v=2Gk_tfqyI5k,0,0,0,
露恰露恰,42300,870451,12563,20492,https://www.youtube.com/watch?v=ZlO8f53C2PE,0,0,0,
泰多貝亞,41200,1489186,7999,19274,https://www.youtube.com/watch?v=KR_44NFeKbs,0,0,0,
平平子,38100,875451,10489,13711,https://www.youtube.com/watch?v=gXTq5AWoKuI,0,0,0,
Asa Ifrit,37300,1665596,11434,16952,https://www.youtube.com/watch?v=V9fbzKGRpO0,0,0,0,
虎妮,37300,1292381,1956,5929,https://www.youtube.com/watch?v=Ov7266UxFWA,20,0,0,
十五號,36100,969335,12834,38812,https://www.youtube.com/watch?v=NfzzKRowEDk,0,0,0,
兔姬,34800,1247182,5803,8972,https://www.youtube.com/watch?v=7xqbWquKoQk,0,0,0,
浠Mizuki,30600,784002,34915,66529,https://www.youtube.com/watch?v=xMN8GDYwt6Q,0,0,0,
迷子羽根,24700,55967,1518,2316,https://www.youtube.com/watch?v=MMcyI0MoUdI,0,0,0,
喵太,24300,666410,3818,3818,https://www.youtube.com/watch?v=wCl4OZraaJI,4644,1241,1486,https://www.twitch.tv/videos/1083391772
醬油Joyu,24200,225949,1013,1536,https://www.youtube.com/watch?v=Y6ROIP0Hid4,0,0,0,
空,22100,1523084,797,24243,https://www.youtube.com/watch?v=bs9UAn88-ws,0,0,0,
須多夜花,20900,682215,5106,35619,https://www.youtube.com/watch?v=S0cDx8sl6Kc,0,0,0,
三毛,20000,1122859,4952,35650,https://www.youtube.com/watch?v=VR3L0KSZjcY,0,0,0,
歐貝爾,19500,415205,8412,26066,https://www.youtube.com/watch?v=qxKIGuHd3SY,0,0,0,
Naya,19000,4896676,1256,8619,https://www.youtube.com/watch?v=3aSRlC1K_LM,3219,248,286,https://www.twitch.tv/videos/1083395546
鼠屋栗太,17200,332285,1496,2601,https://www.youtube.com/watch?v=9_stJeAKqc4,0,0,0,
祈菈‧貝希毛絲,16700,763535,5597,14310,https://www.youtube.com/watch?v=RhhN1wx9QE8,0,0,0,
Yu,13900,3440010,1367,19159,https://www.youtube.com/watch?v=wrwYxcg_GFo,0,0,0,
貝莉莓Vtype,13000,489461,13129,58712,https://www.youtube.com/watch?v=huGQKLzCOJk,0,0,0,
諳石,12100,2794975,580,1605,https://www.youtube.com/watch?v=aaCQePyzWy0,1384,22,33,https://www.twitch.tv/videos/1088432253
蘆棠布奈,11300,241395,2963,11692,https://www.youtube.com/watch?v=fmRexPg9icc,0,0,0,
星見遙,11200,381836,806,5712,https://www.youtube.com/watch?v=U1Tjj-J337U,0,0,0,
蕾兒,10700,281065,2381,6491,https://www.youtube.com/watch?v=GIpBFRy6uQI,0,0,0,
希靈,10100,210691,2173,5270,https://www.youtube.com/watch?v=7JmpIsAYM84,0,0,0,
巴蘭利維坦,8620,210366,4364,11848,https://www.youtube.com/watch?v=Sd2dJiMYth0,0,0,0,
塔芭絲可,7960,277289,1753,4267,https://www.youtube.com/watch?v=-Leoby5Xk-g,0,0,0,
弦戶帝丹,7940,159582,5532,8764,https://www.youtube.com/watch?v=Yg4h0kRa5Hg,0,0,0,
神草甘蔗子,7720,1812857,150,156,https://www.youtube.com/watch?v=LM5J2RVof9U,0,0,0,
鴨鴨伊比,7700,204395,1130,2558,https://www.youtube.com/watch?v=YI0NAhQRSgU,0,0,0,
風絮,7140,77165,389,993,https://www.youtube.com/watch?v=WmhP8DkFzQ0,0,0,0,
諾櫻,7120,204116,2200,4559,https://www.youtube.com/watch?v=IED3-ynrnzA,0,0,0,
邱可,7100,100001,1359,2069,https://www.youtube.com/watch?v=fQelUUKZkeE,0,0,0,
TSMATCH火柴,6950,199487,767,3024,https://www.youtube.com/watch?v=ZFxGKK_qsOw,0,0,0,
瀰婭,6630,244248,829,1413,https://www.youtube.com/watch?v=Vra66jZv6OI,120,0,0,
姬宮優花,6300,128818,361,769,https://www.youtube.com/watch?v=XczG1Gl9o-g,431,0,0,
夏莎莎,6210,71487,558,1075,https://www.youtube.com/watch?v=cF_zZ4lLIRM,0,0,0,
洛可洛斯特,6200,176831,1816,9476,https://www.youtube.com/watch?v=mF2Z021DvLM,0,0,0,
吉姆,6170,166692,1280,3267,https://www.youtube.com/watch?v=8j1bHGWjGr4,1120,480,987,https://www.twitch.tv/videos/1090021895
嗚夫沃夫,6150,267040,2464,8680,https://www.youtube.com/watch?v=K2v1TkTxGtg,0,0,0,
いくせん,6130,409179,235,2132,https://www.youtube.com/watch?v=BUenPNHgzgs,77,0,0,
祈霓,5970,79749,546,2933,https://www.youtube.com/watch?v=LFCspwtclEw,0,0,0,
