Display Name,YouTube Subscriber Count,YouTube View Count,YouTube Recent Median View Count,YouTube Recent Highest View Count,YouTube Recent Highest Viewed Video URL,Twitch Follower Count,Twitch Recent Median View Count,Twitch Recent Highest View Count,Twitch Recent Highest Viewed Video URL
杏仁ミル,343000,21860309,27894,76875,https://www.youtube.com/watch?v=SSCiVONhUkQ,17253,5336,10626,https://www.twitch.tv/videos/1096517099
高雄林小姐,103000,28476511,4728,7829,https://www.youtube.com/watch?v=-DhMFgKMEEI,0,0,0,
紅月,90200,336462,4884,14433,https://www.youtube.com/watch?v=j9knBUblecs,0,0,0,
璐洛洛,66000,7095149,14932,91956,https://www.youtube.com/watch?v=PLGm5EBdlCI,6551,782,4548,https://www.twitch.tv/videos/1093398255
鳥羽樂奈,52700,3792125,3883,10155,https://www.youtube.com/watch?v=WPqSepgX66Y,1257,0,0,
香草奈若,48700,5828261,3999,10357,https://www.youtube.com/watch?v=fcQAul3hets,0,0,0,
悠白,46800,1789375,7668,22342,https://www.youtube.com/watch?v=x_HX0hCuzpI,0,0,0,
灰名,45500,1946728,10452,35243,https://www.youtube.com/watch?v=QOJWeDA1okU,0,0,0,
露恰露恰,43100,924883,10604,23362,https://www.youtube.com/watch?v=3UX1jEC75Zc,0,0,0,
泰多貝亞,41300,1531975,7989,19713,https://www.youtube.com/watch?v=KR_44NFeKbs,0,0,0,
平平子,38600,913944,10736,13433,https://www.youtube.com/watch?v=PdQhqDXFGgU,0,0,0,
Asa Ifrit,37500,1702110,8160,17101,https://www.youtube.com/watch?v=V9fbzKGRpO0,0,0,0,
虎妮,37400,1288573,2355,6070,https://www.youtube.com/watch?v=Ov7266UxFWA,20,0,0,
十五號,36500,995228,12930,20490,https://www.youtube.com/watch?v=7Joh0Tp168M,0,0,0,
兔姬,34900,1260363,5822,9063,https://www.youtube.com/watch?v=7xqbWquKoQk,0,0,0,
浠Mizuki,31100,821061,24296,49237,https://www.youtube.com/watch?v=CbZjxMM14yA,0,0,0,
迷子羽根,24600,60655,1333,2567,https://www.youtube.com/watch?v=MMcyI0MoUdI,0,0,0,
喵太,24500,676894,3003,4377,https://www.youtube.com/watch?v=wCl4OZraaJI,4747,1448,1850,https://www.twitch.tv/videos/1096655843
醬油Joyu,24300,231279,996,1549,https://www.youtube.com/watch?v=852nfs_vnww,0,0,0,
空,22100,1546036,861,30607,https://www.youtube.com/watch?v=bs9UAn88-ws,0,0,0,
