V5##VTuber ID,YouTube Subscriber Count,YouTube View Count,YouTube Recent Total Median View Count,YouTube Recent Total Popularity,YouTube Recent Total Highest View Count,YouTube Recent Total Highest Viewed URL,YouTube Recent Livestream Median View Count,YouTube Recent Livestream Popularity,YouTube Recent Livestream Highest View Count,YouTube Recent Livestream Highest Viewed URL,YouTube Recent Video Median View Count,YouTube Recent Video Popularity,YouTube Recent Video Highest View Count,YouTube Recent Video Highest Viewed URL,Twitch Follower Count,Twitch Recent Median View Count,Twitch Recent Popularity,Twitch Recent Highest View Count,Twitch Recent Highest Viewed URL
1c5619a4ece046dd8ba68ed343489ca3,548000,103941511,5756,3440,301623,https://www.youtube.com/watch?v=iD4a0Klta44,4572,2048,9529,https://www.youtube.com/watch?v=7GAyGtLGJ0M,76668,34135,301623,https://www.youtube.com/watch?v=iD4a0Klta44,32844,0,0,0,
f6a4e7aa8d0c4e5cb39d199845ec4d02,446000,66725945,11952,5261,155937,https://www.youtube.com/watch?v=nXC0qlf1jaM,5841,1464,11255,https://www.youtube.com/watch?v=P8zbIOdpkDs,12787,6307,155937,https://www.youtube.com/watch?v=nXC0qlf1jaM,122303,12518,6116,25154,https://www.twitch.tv/videos/2807249987
5535c9524eb046c38e172ebfa06b302f,403000,135736388,10033,4783,73541,https://www.youtube.com/watch?v=tCg3JnNVmGU,10005,4819,73541,https://www.youtube.com/watch?v=tCg3JnNVmGU,10142,4650,30170,https://www.youtube.com/watch?v=VXRM2wAnZbw,74458,1564,841,4952,https://www.twitch.tv/videos/2802595167
664e1b310cf343b78623f99b31e40fae,394000,57530456,0,0,0,,0,0,0,,0,0,0,,17015,0,0,0,
d837e8fda137492c9d77882b98ff863a,359000,189158640,66747,24473,2374831,https://www.youtube.com/watch?v=LoYiD8DOmVU,31235,17187,84365,https://www.youtube.com/watch?v=0VwdpBl5yq4,327597,99164,2374831,https://www.youtube.com/watch?v=LoYiD8DOmVU,58620,16852,8047,29845,https://www.twitch.tv/videos/2808049206
182da09d8d454f37a52ec546cbb35e39,328000,81543340,35866,16191,297104,https://www.youtube.com/watch?v=gG8yxTHOZG8,8060,4399,70230,https://www.youtube.com/watch?v=N0Z_SwlzYmM,49861,25412,297104,https://www.youtube.com/watch?v=gG8yxTHOZG8,5722,0,0,0,
897400f2658a483286ca6acc927006ca,238000,39475648,4970,1562,89548,https://www.youtube.com/watch?v=F0zsg3UeycM,2023,759,4970,https://www.youtube.com/watch?v=BvZ5L1Ypqmo,15475,7386,89548,https://www.youtube.com/watch?v=F0zsg3UeycM,10643,0,0,0,
c04f006e69e04000a68cd0c41f888eb2,233000,19405805,16088,9301,1242357,https://www.youtube.com/watch?v=VMN8lWqlrJg,12097,7065,94574,https://www.youtube.com/watch?v=t_6Rz7B5Tig,107129,57502,1242357,https://www.youtube.com/watch?v=VMN8lWqlrJg,0,0,0,0,
abd64c9a64e04fb1b23faa2480c1c106,229000,79294686,4466,1909,15350,https://www.youtube.com/watch?v=LUiFdAW8oKA,2448,397,2843,https://www.youtube.com/watch?v=mruXsXf104U,4917,2074,15350,https://www.youtube.com/watch?v=LUiFdAW8oKA,2344,80,70,80,https://www.twitch.tv/videos/2822164226
4b6b055ada4d4f0ab63b7ad02a3fa3ef,225000,19049549,957,478,3082,https://www.youtube.com/watch?v=1hDPbWcdpjU,920,327,1090,https://www.youtube.com/watch?v=HiUYcmDl4WM,2595,1597,3082,https://www.youtube.com/watch?v=1hDPbWcdpjU,55901,991,396,1485,https://www.twitch.tv/videos/2808112279
