VTuber ID,YouTube Subscriber Count,YouTube View Count,YouTube Thumbnail URL,Twitch Follower Count,Twitch Thumbnail URL
00156e6583fe4923b7a32d8564e3ea4c,999,28118,https://yt3.ggpht.com/cP6rPYulkcuVvOoICTL5ePVNMhu84ZMLo-1xLRTq0V528f8AhBvqGQa-b_VLcgvdJNWvDfW7=s88-c-k-c0x00ffffff-no-rj,265,https://static-cdn.jtvnw.net/jtv_user_pictures/afd4241f-6abc-45e7-b2c3-fc9e68e396d4-profile_image-300x300.png
005fac2329ee48cb97ab0c8f1219323b,123,880,https://yt3.ggpht.com/kw8C29ppia3r5KDyrOQs7CmOyWVlTFgMnwC-aWO1kQR5p6tl8AkY7MOEEM9o2iHHFd9fPNg7xlA=s88-c-k-c0x00ffffff-no-rj,9,https://static-cdn.jtvnw.net/jtv_user_pictures/c19b3a9a-40f6-43f9-adb4-90842edb3072-profile_image-300x300.png
007847e77d894f199e1272cf81e02730,,,,689,https://static-cdn.jtvnw.net/jtv_user_pictures/162c2793-8b84-41f1-881f-99f3faedfb87-profile_image-300x300.png
00a208caab334f6daf286ebb92cfd9da,425,7485,https://yt3.ggpht.com/DJN8tHAiHiT7ZnTDK_hCzE-sptDeTVy8tnl9-mV8MGQCDxjuZa_zwrwaOzX0yK9HeWYFxf_Njg=s88-c-k-c0x00ffffff-no-rj,,
00bdfa7c234a47b285152f675d6c650a,7320,1859213,https://yt3.ggpht.com/Gae9xiUdpOW1TUfk4Dw0F0hC24Jj-HiwGfyAOz_hjF2SRPYpIzAuXVWlxe7gXa5bzFFfXzVjtw=s88-c-k-c0x00ffffff-no-rj,,
00c158176a504c9bb865b32276e79eb1,1920,61006,https://yt3.ggpht.com/6eJU2rqy1vNsEWek0P5nnD8fZHGzUV9H4QZbG0lp6SCVoWwuhHYLAQqFaD3E9_SLPlnNmnXOpA=s88-c-k-c0x00ffffff-no-rj,,
00d9cb7b0bcd451999f4fd33dd84be6c,253,26344,https://yt3.ggpht.com/PTK7f2q4xcOuBDMwSlzwgYAq7-Wg-w0HTjUsLUnQCW81Sv0SrHAFLpXzy842Qv2yaBGqUoK3Bg=s88-c-k-c0x00ffffff-no-rj,2882,https://static-cdn.jtvnw.net/jtv_user_pictures/5cf4d225-9f76-43b5-8fe5-c8dc917f4708-profile_image-300x300.png
00de1290ff0a4edda4db0385a6ba3300,652,18263,https://yt3.ggpht.com/PEqo0VFxk0C2x0UFcMaSuyapL33NMFHzXiq8bTa3pI2DjT7HzGpfTzHglIDO9ir4e6bZ4TX6nSs=s88-c-k-c0x00ffffff-no-rj,1424,https://static-cdn.jtvnw.net/jtv_user_pictures/5b0934ff-5b77-4bbc-bfee-42aa00cff148-profile_image-300x300.png
00ff650864404d0c9ce155ff4a82d804,2450,10642,https://yt3.ggpht.com/gZJjag3o0zcjlcq-_b2FBxBb7p6HCHUdCYtl7us6gF_U4INOC5NQa3adXMAI8C0UN1bcVz_lIQ=s88-c-k-c0x00ffffff-no-rj,,
0134d1ae91784122b79954c2c8571aef,181,0,https://yt3.ggpht.com/ytc/AIf8zZQQ2BX2zTv37yFIL4s_sW4PTS_1mnlCtdllEndHY4QJQ3YCU3qlv9YUsEaAPL9DRep_=s88-c-k-c0x00ffffff-no-rj,413,https://static-cdn.jtvnw.net/jtv_user_pictures/aca493b2-d93c-4526-9d05-8ac2a5a82e77-profile_image-300x300.png
0158495d5a2542a98181c2ddd21b90af,5980,0,https://yt3.ggpht.com/lzT4u3Ovljb9j3M5lsw2GtxzTHbYMtd453soBVvQmCbbbrrL6WJO2B2AnddbmNXySmhp1paWSA=s88-c-k-c0x00ffffff-no-rj,,
018244f1ad404c9eaa4ddf747c3bafa0,1000,116440,https://yt3.ggpht.com/YmssEY_p2u8h32RQf5wF78-fg9vT0mhYsvrX_YFKYaaJkzUFwPtKtuqvpC50FUBiPJqPDoZu=s88-c-k-c0x00ffffff-no-rj,,
01871d8239314affaf7032899ce6502f,1170,273109,https://yt3.ggpht.com/FfZb22b87lqtbAT2IvbOeVOvWoxOWmI3yR4u7REPdcUiGZVVlhG7PNW9ddX6zOwsankPQKND=s88-c-k-c0x00ffffff-no-rj,,
