VTuber ID,YouTube Subscriber Count,YouTube View Count,YouTube Recent Median View Count,YouTube Recent Highest View Count,YouTube Recent Highest Viewed Video URL,Twitch Follower Count,Twitch Recent Median View Count,Twitch Recent Highest View Count,Twitch Recent Highest Viewed Video URL
047a92fc18ca489282612c8ba50b9978,857000,277539565,8838,47295,https://www.youtube.com/watch?v=7g6TXQei3_c,0,0,0,
f6a4e7aa8d0c4e5cb39d199845ec4d02,367000,25578617,13488,25784,https://www.youtube.com/watch?v=Zx6GZl822RM,21047,4093,4093,https://www.twitch.tv/videos/1221818580
63dea00fb3094d46853159efa259b014,267000,20596444,869,1081,https://www.youtube.com/watch?v=GS_IiQty22k,0,0,0,
ac6d23f67018426692502b3c62ed253e,202000,23306912,88910,210248,https://www.youtube.com/watch?v=e09aHCSEfMY,0,0,0,
4b6b055ada4d4f0ab63b7ad02a3fa3ef,150000,5092519,17251,81822,https://www.youtube.com/watch?v=8FmVj4FyO5U,0,0,0,
21428cae24af4607bffe25cb2746daa6,147000,6789215,28251,123093,https://www.youtube.com/watch?v=C6qvgBfXJv0,0,0,0,
cc8e995fa1be4e798a89f277a2744c11,111000,14727459,6147,23119,https://www.youtube.com/watch?v=iz74szIw3vM,0,0,0,
b126053a1356460ebf85a874a6a55aca,103000,29353943,3847,6970,https://www.youtube.com/watch?v=z-DPFJzJomE,0,0,0,
5535c9524eb046c38e172ebfa06b302f,103000,13239794,14954,61941,https://www.youtube.com/watch?v=jW9I6fvsw1E,17061,6117,29132,https://www.twitch.tv/videos/1223652790
7c06b9e316ce4ac18ce836cd72442bbe,89900,4490609,12501,41201,https://www.youtube.com/watch?v=MOtaGIoaOJw,0,0,0,
a795a6c9f70d4133907c1c0d2c4c0962,89400,375350,0,0,,0,0,0,
db4544f1d3d74c0eafb7bd5b0c9dca6a,88300,497993,0,0,,0,0,0,
a3ce195c0069494c99849d0b1a10a7fd,55500,2491394,4470,16121,https://www.youtube.com/watch?v=v4OQAVJXiPY,0,0,0,
a0c39da35d0544e0ae94119c5255635b,55000,3061463,4209,20426,https://www.youtube.com/watch?v=EtPh7r-Bq1c,0,0,0,
98e3a5838fec4a6caa936ae35485de23,54400,1544082,5428,9006,https://www.youtube.com/watch?v=xelx9GXkA6U,0,0,0,
512b64ec20174d018540516e9edf2b2f,52100,4208794,1819,5576,https://www.youtube.com/watch?v=49UodIEJ0ec,1216,0,0,
01f26342ae4e419280bcfd6ec6e86db1,50600,1980265,7550,26256,https://www.youtube.com/watch?v=v8kHK-CFfwY,0,0,0,
0bf0ec441dc6489583f7218e02ab6a89,50100,6562686,2212,10139,https://www.youtube.com/watch?v=pOSOEtVOooc,0,0,0,
e113ace92bbe445385bcc4635a9ca570,47100,1614160,6196,17739,https://www.youtube.com/watch?v=z4SVX3PmC7E,0,0,0,
dee8efe8990e458c915e4f6a6a16b49f,41800,2150157,3945,7192,https://www.youtube.com/watch?v=bLZkQNSgg60,0,0,0,
5c4241def363418d9b7167d8369d0350,41200,1492225,1748,3943,https://www.youtube.com/watch?v=mISZ30eO8NU,21,0,0,
494d2c5daf9f4a8a8e4538687e6be14c,40700,1644576,4894,11686,https://www.youtube.com/watch?v=elljiMynTG4,0,0,0,
c41044006a014ed28107f33221a7de98,40200,2314663,3234,5574,https://www.youtube.com/watch?v=OSfPg6YsSyA,0,0,0,
a02bb0332f5942ec892c932d6a089014,39800,2485999,3281,5467,https://www.youtube.com/watch?v=yqe3CVFpKe4,0,0,0,
22ca620b93c94e5cb48175bbecf8d3af,39600,3202929,2702,11131,https://www.youtube.com/watch?v=WibsUijOiO0,0,0,0,
8a4988902b5640e6ae1829285307c636,28200,969025,4206,8497,https://www.youtube.com/watch?v=0MWuuZnP0FA,0,0,0,
d81d1032a43642eca36e82ba9a3c39c5,25900,810497,4546,4546,https://www.youtube.com/watch?v=ND3fsF48aQY,5676,0,0,
3afa3d15ff4a40de9b0950fa81a9ffc7,25200,343601,735,1696,https://www.youtube.com/watch?v=jyq16gCo4-0,0,0,0,
b08047f2566246ac995e03a5db727cfe,24500,1015812,1727,3699,https://www.youtube.com/watch?v=Y1H4JLSbS4I,0,0,0,
22c8ee785f7446e5978bab336fda92cb,24300,212479,1051,3101,https://www.youtube.com/watch?v=t28SMes9BCw,0,0,0,
2ce2f9977d4a4dc0844e518369e11e6b,24200,1077777,2962,5581,https://www.youtube.com/watch?v=f2GingRo39g,0,0,0,
5c7beefaa54444e3b0443d7abd93c1f7,23700,1588540,2650,4391,https://www.youtube.com/watch?v=SfrbEtxbBl4,0,0,0,
e73551cd98ec47388899522353fc89e3,22800,1696668,501,7981,https://www.youtube.com/watch?v=CGP9gqz4AFE,0,0,0,
d1dd83b6e8a24df4b61f766cff45113c,22400,11755130,2140,8951,https://www.youtube.com/watch?v=GD3-KuUfvn4,0,0,0,
6fb8c6dea7404638a9d78d4b0d84f64c,21900,1250839,3596,7791,https://www.youtube.com/watch?v=wxx1B3ZseEo,0,0,0,
ea4c1a67c2e445ad8028768616ceb659,21300,878028,4543,11108,https://www.youtube.com/watch?v=69ORr_eNOZk,0,0,0,
bc0b8c437eda4361b2a10003013f49cf,19700,122956,196,332,https://www.youtube.com/watch?v=lAmlrUri35w,0,0,0,
be6c475c291d45a0a7349abdb70be20d,19600,5023959,1988,12342,https://www.youtube.com/watch?v=lBbJKeQHwt0,0,0,0,
30114f720b104e7f89d9dc0399a00dd4,19300,341667,6696,14680,https://www.youtube.com/watch?v=auQRQaSNzak,0,0,0,
521fb650b9534787b19c8762957fb5d2,19300,517612,5891,10392,https://www.youtube.com/watch?v=MW8twm_XMCE,0,0,0,
4b6655120fbd4431a8f7894cac4a4d49,19000,722970,2583,35427,https://www.youtube.com/watch?v=v-6YFLiIhzQ,0,0,0,
94082eb7d950471b934592394ad3e4c8,18100,478519,690,3218,https://www.youtube.com/watch?v=sH6n93za89g,0,0,0,
ba59bb31bbcd4cf3a481c4cf72918fb0,16700,778314,1804,2091,https://www.youtube.com/watch?v=yQh1jIj0sIM,0,0,0,
f110fd69b66941bab04de9ada563c6ac,16100,500606,2916,7123,https://www.youtube.com/watch?v=ZJ5hRhokD-s,0,0,0,
265a18972d244affae35711cfd1f9931,15200,706197,1763,3724,https://www.youtube.com/watch?v=M21lkk0JSn0,0,0,0,
3be86a2a9cb447f393d235132e157789,14000,484679,2213,5572,https://www.youtube.com/watch?v=6j73r6BSx_o,0,0,0,
bed13deb3871443980e131a466519b54,13700,418853,1500,1919,https://www.youtube.com/watch?v=X6hSRyMPmiw,0,0,0,
f7c48554816643cdb8d343e6e9e6d313,12800,529339,1494,1767,https://www.youtube.com/watch?v=_iRnxTRY73M,0,0,0,
77533b0fb2324e33bff67fbbf4daf13f,12500,2940630,396,879,https://www.youtube.com/watch?v=RRhZIDf519k,1393,0,0,
f7c8264349654390a5e39810dc012a38,12000,464270,559,1121,https://www.youtube.com/watch?v=YMHdy6qxd1g,0,0,0,
b63a5ee44acf4498827a3fd984ab23e0,11900,393823,1370,5542,https://www.youtube.com/watch?v=3m0kOmi8iNI,0,0,0,
221563b6b46245379c6dc6328c9d0447,11100,822593,386,386,https://www.youtube.com/watch?v=DXKnOm-jLtc,0,0,0,
1cfadb0d2e154a258c3177ff8264336f,11100,383688,1668,3332,https://www.youtube.com/watch?v=lfdVk53pD58,0,0,0,
0665fb3db61c43b5933f1de118625382,10800,275063,6891,7592,https://www.youtube.com/watch?v=OcL8WpyPG0U,0,0,0,
b165ca888a7d4f61b754ac53ca374f11,10700,428073,1361,3208,https://www.youtube.com/watch?v=EFqalzvhzhY,0,0,0,
efe550a729e14dbab790a3f73205d8ed,10500,294536,846,1765,https://www.youtube.com/watch?v=dqM4IfUKtGg,0,0,0,
9e485b7b44e34693ad25bd04be743dbc,10300,305062,1212,1752,https://www.youtube.com/watch?v=mUOH9CP61l4,0,0,0,
86cb23450c22439e91affb91db6ed326,10200,170423,0,0,,0,0,0,
3cf8b7b95c244f0d9cba700f561c9737,10000,298153,778,27679,https://www.youtube.com/watch?v=LSYu7lyJmBQ,0,0,0,
76e92ff1a5d84b8caf04e70f100a8337,9630,1885116,922,922,https://www.youtube.com/watch?v=15htGOHdTy4,0,0,0,
6559d42f66684b8f80b4cd4589addd85,9010,290976,897,1889,https://www.youtube.com/watch?v=JbWo9Gx5lwI,0,0,0,
f2a403cb46354371837550730a397bd1,8830,323065,713,992,https://www.youtube.com/watch?v=QAgUt3ObFIE,0,0,0,
793e165182584e9aaee5dcc331abbb1e,8760,208395,449,1022,https://www.youtube.com/watch?v=x6Bqw7_Vpz0,0,0,0,
c51f84b3ec9c4501a364a6a4982fa284,8740,167811,375,682,https://www.youtube.com/watch?v=EsGBEE8Kj0s,0,0,0,
3dda133703f64b019d7eea0c5cb55335,8370,326479,646,1870,https://www.youtube.com/watch?v=s-h369bS_gg,198,0,0,
7298d2db845840d7ab462c7628967f4e,8350,267631,648,900,https://www.youtube.com/watch?v=YUMR62uDLMw,0,0,0,
