VTuber ID,YouTube Subscriber Count,YouTube View Count,YouTube Recent Median View Count,YouTube Recent Popularity,YouTube Recent Highest View Count,YouTube Recent Highest Viewed Video URL,Twitch Follower Count,Twitch Recent Median View Count,Twitch Recent Popularity,Twitch Recent Highest View Count,Twitch Recent Highest Viewed Video URL
1c5619a4ece046dd8ba68ed343489ca3,470000,79273361,7261,3387,43558,https://www.youtube.com/watch?v=koAWGjVbzjE,30887,444,374,812,https://www.twitch.tv/videos/1855434492
f6a4e7aa8d0c4e5cb39d199845ec4d02,423000,40584631,8403,4101,27397,https://www.youtube.com/watch?v=gOwQdGGnVVg,57573,7417,4424,9826,https://www.twitch.tv/videos/1840174983
664e1b310cf343b78623f99b31e40fae,397000,55716860,12311,7016,60470,https://www.youtube.com/watch?v=eDdgCghJBfo,15815,1473,801,2122,https://www.twitch.tv/videos/1849425469
5535c9524eb046c38e172ebfa06b302f,282000,57929344,16998,7374,107258,https://www.youtube.com/watch?v=qErwjby9hCE,55304,3219,1502,52906,https://www.twitch.tv/videos/1839931883
4b6b055ada4d4f0ab63b7ad02a3fa3ef,215000,13955440,3364,1438,14066,https://www.youtube.com/watch?v=8ydziHHaywE,50582,2606,1386,2787,https://www.twitch.tv/videos/1858755749
7c06b9e316ce4ac18ce836cd72442bbe,177000,25979937,6119,2888,32348,https://www.youtube.com/watch?v=CfwBAjpWVWs,41907,7992,5681,8645,https://www.twitch.tv/videos/1845897322
21428cae24af4607bffe25cb2746daa6,161000,0,0,0,0,,0,0,0,0,
abd64c9a64e04fb1b23faa2480c1c106,157000,50635930,9601,3943,50464,https://www.youtube.com/watch?v=5yFsHukFzOA,1317,0,0,0,
312fdd3c5e6d4aefa73fd3860ecc5613,153000,9990908,27674,8709,67682,https://www.youtube.com/watch?v=ytJ_yfyELm4,0,0,0,0,
e93bd1102e214cbaa71cc5b2e4a53595,114000,9787964,19265,8892,50284,https://www.youtube.com/watch?v=Q41n1uB7K28,29308,18955,6329,29675,https://www.twitch.tv/videos/1837536993
265a18972d244affae35711cfd1f9931,110000,8400068,4897,1809,23081,https://www.youtube.com/watch?v=FylAYwqXfXo,0,0,0,0,
c82ab1b4f8f64d1f84cae4ce09aa0dea,106000,8164591,14111,5907,190444,https://www.youtube.com/watch?v=jQgeNVsAGR0,20727,12484,10057,16167,https://www.twitch.tv/videos/1856086640
bafb134fd2f849898d6242d1f5f683cc,105000,8330765,12539,6448,42524,https://www.youtube.com/watch?v=UVqwcppY2cM,0,0,0,0,
b126053a1356460ebf85a874a6a55aca,103000,29565385,4828,2321,8481,https://www.youtube.com/watch?v=pssTHT5roXA,0,0,0,0,
a3ce195c0069494c99849d0b1a10a7fd,96500,7166602,2421,1368,38322,https://www.youtube.com/watch?v=zsiFqKxpvpQ,0,0,0,0,
494d2c5daf9f4a8a8e4538687e6be14c,92000,3553740,6148,3642,8091,https://www.youtube.com/watch?v=CbTj2xFRWnU,0,0,0,0,
01f26342ae4e419280bcfd6ec6e86db1,81000,5166608,7223,2954,90826,https://www.youtube.com/watch?v=Vg_iBGR11ig,4827,0,0,0,
98e3a5838fec4a6caa936ae35485de23,80300,4034509,6078,2441,23834,https://www.youtube.com/watch?v=C-gRZBMwdGc,0,0,0,0,
f110fd69b66941bab04de9ada563c6ac,80300,5559342,4810,2573,82963,https://www.youtube.com/watch?v=SVLfKtnfKPI,4443,0,0,0,
f1b5f88144e14bd188e17b2f98303713,79000,3499968,3031,1480,7670,https://www.youtube.com/watch?v=Wj1d7aAYcKE,0,0,0,0,
04d2ff1dde6b4bb68503a734274f4b7e,69400,3091260,4565,1859,41283,https://www.youtube.com/watch?v=osU1JukpF1g,0,0,0,0,
b4a1791208fd4d85b7b08ee2bad0c236,67000,2541077,10995,6184,64284,https://www.youtube.com/watch?v=kM1hkyqHzKY,0,0,0,0,
0bf0ec441dc6489583f7218e02ab6a89,65400,7637080,2229,1041,59450,https://www.youtube.com/watch?v=NCY-AMMQCoA,2134,0,0,0,
e113ace92bbe445385bcc4635a9ca570,65300,3967068,4961,2387,66988,https://www.youtube.com/watch?v=1-HvgfPa92g,0,0,0,0,
8a4988902b5640e6ae1829285307c636,62600,4011115,5700,3137,68153,https://www.youtube.com/watch?v=36qAXmHuM44,0,0,0,0,
2e01ec6b25684995ab109ac0f74f1456,61000,18792072,175,90,280,https://www.youtube.com/watch?v=u_HxUj4DUrY,47471,429,359,811,https://www.twitch.tv/videos/1850912325
ea4c1a67c2e445ad8028768616ceb659,60900,4496035,7379,3681,40152,https://www.youtube.com/watch?v=YvOoUubwJ7A,0,0,0,0,
a9b855767b2d432c9f263e3427ff33a6,59600,3542593,6011,3879,37355,https://www.youtube.com/watch?v=CvirCzIAYp0,0,0,0,0,
66c812bb04844241af1d1c7539b5e251,59500,37546348,653,422,12014,https://www.youtube.com/watch?v=UY4173YJysk,1028,74,55,421,https://www.twitch.tv/videos/1855093437
4b6655120fbd4431a8f7894cac4a4d49,57400,4551625,1639,1049,23258,https://www.youtube.com/watch?v=t9EXcDXKnUY,0,0,0,0,
1323f1b775bf43659f8b8ec2899522cd,57200,1826363,6191,4149,23247,https://www.youtube.com/watch?v=poiFT6y72_8,0,0,0,0,
58abad4aa8de49efb785367503dfd92c,57000,3517983,16471,9580,146453,https://www.youtube.com/watch?v=YxNULDuhOXc,0,0,0,0,
9cec24b011ee45648eb404066c997f49,56200,3991060,8846,5230,33447,https://www.youtube.com/watch?v=0th7NIf8GG8,0,0,0,0,
512b64ec20174d018540516e9edf2b2f,55600,5453312,883,425,2250,https://www.youtube.com/watch?v=ifBAplRe7F4,1091,0,0,0,
5c4241def363418d9b7167d8369d0350,51200,2222643,1446,294,17951,https://www.youtube.com/watch?v=DhoEr-xvxLE,44,0,0,0,
a02bb0332f5942ec892c932d6a089014,50700,4778728,0,0,0,,0,0,0,0,
c65e7caaf81a43249d5132b9fe312b24,49800,2029232,3987,1807,26357,https://www.youtube.com/watch?v=WNFioC4vCkc,6461,2366,1306,2557,https://www.twitch.tv/videos/1853448095
e78cffa246c24a1c88031151cad8c385,48100,1647335,5346,2752,33304,https://www.youtube.com/watch?v=WqpW1K8XmGY,905,0,0,0,
a8ce4642418b4fe8ba1471a32097f4c4,45600,1922137,1807,844,4654,https://www.youtube.com/watch?v=Z4hXTSa-vH0,0,0,0,0,
c41044006a014ed28107f33221a7de98,45200,3504845,3144,1332,8699,https://www.youtube.com/watch?v=01Wtf8WSfZc,4550,0,0,0,
22ca620b93c94e5cb48175bbecf8d3af,43100,4089597,2061,1273,5605,https://www.youtube.com/watch?v=MfNtnYsRNtg,0,0,0,0,
dee8efe8990e458c915e4f6a6a16b49f,42600,3765291,914,444,25726,https://www.youtube.com/watch?v=98aSy6VbVxI,2961,0,0,0,
9d9c6477329245cbb2557895f4f15686,39200,1756416,6878,2592,10461,https://www.youtube.com/watch?v=JLCI5FiN8TI,92104,17754,6134,103688,https://www.twitch.tv/videos/1848270853
7ead9e2cac544a7cb00444ef6b4698d1,38400,1529880,5117,2025,12505,https://www.youtube.com/watch?v=CNWSsHasQ1c,0,0,0,0,
658e63bebdca421ca934b0bf6aa2bcd8,36400,2200977,3871,1492,7802,https://www.youtube.com/watch?v=t1QcF57c5pc,8327,0,0,0,
ec65566d949944ffb1e2723f97ded6e0,34900,1653199,7277,3063,492363,https://www.youtube.com/watch?v=3XNiWtVxi_4,0,0,0,0,
f18407d79b4b43ffa6adf629d1723a8f,34800,1275,0,0,0,,0,0,0,0,
