Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount
杏仁ミル,305000,16843295,28901,57663
狗魚,113000,13185907,3268,20328
高雄林小姐,104000,27051513,5386,17522
紅月,88500,89489,0,0
鳥羽樂奈,40800,1636237,9729,23581
虛擬熊頭,38000,1036760,7666,131857
璐洛洛,36900,3018582,15083,36253
虎妮,34500,1019558,1564,4146
香草奈若,27200,1576901,15540,58782
悠白,26600,605534,7774,84818
兔姬,26100,826783,5670,15501
Asa Ifrit,22000,627486,5757,42647
Naya,18600,4600285,1125,5446
空,17700,1141585,1060,3248
鼠屋栗太,12500,59689,714,1612
諳石,11000,2542572,335,1240
夏玥白夜,10800,160713,0,0
一介,10700,721582,0,0
灰名,9630,143179,2154,5215
水野魚娜,7990,259478,2967,10539
藤乃熊,6600,52117,426,17283
風絮,6320,24403,188,490
蕾兒,5610,95983,2075,2905
魔法!,5480,1705868,184,507
TSMATCH火柴,5210,96887,965,1489
星見遙,5130,131092,1022,2667
草莓電波,1770,18794,865,1417
鴨鴨山,788,37457,239,826
喵朵伊,522,12595,151,542
鴨鴨伊比,173,1346,194,411
