Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount
杏仁ミル,314000,17649577,36526,86939
高雄林小姐,104000,27277690,5872,20858
紅月,88300,91829,0,0
鳥羽樂奈,44600,2005764,10246,113246
璐洛洛,40100,3428763,12498,33575
香草奈若,35700,2370890,14942,114802
虎妮,34800,1061097,2364,3595
悠白,31100,758657,7796,124941
兔姬,27300,877117,4902,9569
Asa Ifrit,23800,727884,5048,15639
喵太,21900,519954,5837,34383
Naya,18600,4628174,891,4144
空,18300,1183059,1049,6139
鼠屋栗太,13100,89034,960,2572
虛擬熊頭,11300,12944,23096,23096
諳石,11100,2567765,397,1164
三毛,10900,316972,8250,198475
一介,10700,730306,0,0
夏玥白夜,10700,161638,0,0
灰名,10400,140527,2075,4095
水野魚娜,10300,356681,2713,11084
藤乃熊,9610,40428,331,741
如月ルミィ,9030,182830,4141,7099
平平子,7950,57566,3011,12885
星見遙,6600,169983,1164,2496
蕾兒,6350,120473,1708,2927
風絮,6310,29995,199,445
魔法!,5530,1722442,430,977
TSMATCH火柴,5420,108309,809,1669
いくせん,5200,319187,334,2133
姬宮優花,5110,117201,713,2264
夏日葵,4940,281501,639,1832
LMPAPER,4770,411620,133,495
Lumina,3980,140943,216,307
綾賢ラピス,3860,39782,731,1736
綾瑞香,3520,85229,1450,8491
蝦拉拉,3340,100885,911,2965
祈霓,3230,16239,1275,6621
楠橋詩耶,3160,88615,379,1507
明石巴,3050,15273,165,195
瀰婭,3040,170234,286,785
Joyce昕,3020,301316,164,400
観空部,2940,135480,587,948
夏莎莎,2580,6667,2511,4113
邱可,2560,21647,435,3966
櫻野露,2460,62331,442,874
卡滋可可,2420,90611,255,2596
星形KARAS,2370,369625,175,358
奶茶,2340,3683,105,265
撇嘴耳包前滾翻,2320,127817,470,589
櫻坂くりこ,2240,87836,258,392
仙貝兔兔,2180,104682,222,1025
蘭希,2140,229136,328,646
Shaya,2090,82483,396,1417
藤本莉子,2080,25782,219,685
墨子,2070,61117,49,67
十五號,1920,4314,2655,3786
喵控,1890,30752,146,307
草莓電波,1850,21122,1744,1744
雨宮夢,1840,39606,149,386
水手緞帶,1790,80385,236,729
ウイル,1780,41840,396,739
希爾艾姆,1740,32546,146,494
蛋塔レイ,1730,62606,62,281
西園寺兆兆,1660,29814,266,407
紅茶拿鐵,1630,59782,394,457
南心詠,1580,38216,455,521
狐媚娘‧達亞,1550,24518,379,648
結月,1540,39651,0,0
幽々魅,1510,29970,61,135
小森,1370,8236,1766,2317
鴨鴨山,1260,46924,289,4495
喵朵伊,598,17294,138,584
鴨鴨伊比,254,4245,166,526
