Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount
杏仁ミル,314000,17723907,37060,76184
高雄林小姐,104000,27292774,5278,20872
紅月,88300,92010,0,0
鳥羽樂奈,44900,2040088,9731,114084
璐洛洛,40400,3464979,11897,35962
香草奈若,36900,2435366,15255,120715
虎妮,34800,1065811,2088,3644
悠白,31400,763803,8354,125349
兔姬,27500,880609,4960,9673
Asa Ifrit,23900,741058,5603,15732
喵太,21900,521728,3992,5882
Naya,18600,4628743,890,4146
空,18400,1185298,1078,6146
虛擬熊頭,13700,32129,9946,28399
鼠屋栗太,13100,90486,969,2590
諳石,11100,2569812,406,1186
三毛,11100,322426,7839,201319
一介,10700,731008,0,0
夏玥白夜,10700,161722,0,0
水野魚娜,10500,361056,2726,11110
灰名,10400,143433,1925,4106
藤乃熊,9910,41113,325,713
如月ルミィ,9870,191694,4084,7661
平平子,8300,61996,3242,13177
星見遙,6710,175165,1172,2500
蕾兒,6640,122018,1742,2942
風絮,6320,30268,197,445
魔法!,5530,1723022,447,984
TSMATCH火柴,5440,109202,809,1671
いくせん,5210,319724,318,2145
姬宮優花,5150,83827,712,2289
夏日葵,4990,282587,689,1854
LMPAPER,4770,411825,142,504
邱可,4170,25825,876,4444
Lumina,3980,141318,207,309
綾賢ラピス,3880,40284,716,1737
綾瑞香,3600,96709,1485,8697
祈霓,3380,18638,1264,6857
蝦拉拉,3350,101705,801,973
楠橋詩耶,3180,89012,358,628
夏莎莎,3160,12548,2432,4941
明石巴,3050,15388,170,195
瀰婭,3050,170370,291,787
Joyce昕,3020,301616,163,406
観空部,2950,135558,488,709
櫻野露,2490,63209,445,942
卡滋可可,2440,91019,258,2611
星形KARAS,2370,369966,164,367
奶茶,2340,3692,105,265
撇嘴耳包前滾翻,2320,128012,530,605
櫻坂くりこ,2240,88266,255,395
仙貝兔兔,2190,106337,234,1164
蘭希,2150,231851,329,646
Shaya,2100,83433,410,1442
藤本莉子,2090,25866,212,692
十五號,2090,5702,3054,4114
墨子,2070,61311,73,113
喵控,1890,31063,147,307
草莓電波,1850,21165,1767,1767
雨宮夢,1850,39997,163,387
ウイル,1810,42845,380,743
水手緞帶,1790,80845,238,733
希爾艾姆,1740,32709,143,494
蛋塔レイ,1730,62632,60,283
西園寺兆兆,1670,30613,274,435
紅茶拿鐵,1630,59938,334,466
南心詠,1580,38301,393,580
狐媚娘‧達亞,1560,24934,373,651
結月,1550,39680,0,0
小森,1520,8679,1814,2610
幽々魅,1510,30026,61,139
凌千歌,1500,37069,209,297
希莉亞,1490,40699,668,1444
雙命裂,1480,53739,36,128
罐罐,1420,67420,164,295
阿紋,1420,63360,109,313
煌煌,1370,62247,0,0
艾黎,1350,11578,445,1470
天堂島灯粋,1330,18842,0,0
神無月ミハル,1310,28685,241,288
CiCiCi cirycle 的 荒荒荒,1310,74013,103,829
MxM•Mir,1290,40166,97,204
森奈リヤ,1290,21845,156,1526
尤里‧佛瑞斯特,1280,19280,388,613
鴨鴨山,1270,48650,282,4796
喵朵伊,606,17716,139,584
鴨鴨伊比,257,4376,157,260
