Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount
杏仁ミル,311000,17517020,32887,83427
高雄林小姐,104000,27240775,5420,20814
紅月,88400,91566,0,0
鳥羽樂奈,44000,1984256,10135,111910
璐洛洛,39500,3358335,13318,32564
虎妮,34700,1056905,2552,3543
香草奈若,33000,2131326,13276,87063
悠白,30300,742418,8781,124200
兔姬,27100,875306,4846,9401
Asa Ifrit,22800,713405,5077,15450
Naya,18600,4626233,894,4138
空,18200,1180671,1107,6121
鼠屋栗太,13000,85529,987,2547
諳石,11100,2563672,384,1115
一介,10700,729496,0,0
夏玥白夜,10700,161479,0,0
灰名,10300,138250,2121,4066
三毛,10200,297607,7779,187427
水野魚娜,9700,343414,2672,11002
藤乃熊,9070,40093,370,1006
如月ルミィ,7640,167463,3286,6054
風絮,6320,28867,197,475
蕾兒,6240,113725,1902,2910
星見遙,6240,166626,1183,2797
平平子,5650,35555,3306,10692
魔法!,5530,1719845,312,955
TSMATCH火柴,5420,105371,811,1649
いくせん,5180,318456,345,2113
姬宮優花,5020,115951,758,2137
LMPAPER,4760,411417,173,486
夏日葵,4750,280563,631,1785
虛擬熊頭,4020,0,0,0
Lumina,3970,140686,196,306
綾賢ラピス,3840,38979,738,1718
蝦拉拉,3310,99849,931,2910
綾瑞香,3260,67834,1115,7986
楠橋詩耶,3120,88164,426,1500
明石巴,3050,15241,182,182
瀰婭,3010,169998,287,777
Joyce昕,3000,300813,163,395
観空部,2940,134732,514,946
櫻野露,2450,61288,443,808
卡滋可可,2410,89784,323,2577
邱可,2390,17490,484,2921
星形KARAS,2350,369035,170,308
奶茶,2330,3563,140,262
撇嘴耳包前滾翻,2310,127688,506,578
櫻坂くりこ,2240,87059,248,386
仙貝兔兔,2160,102498,194,766
蘭希,2140,226961,319,643
藤本莉子,2080,25471,215,672
Shaya,2080,81889,523,1394
墨子,2060,60916,53,55
喵控,1880,30419,148,530
草莓電波,1850,21031,1675,1675
雨宮夢,1840,39407,186,377
水手緞帶,1780,79497,230,723
ウイル,1740,41326,464,5194
希爾艾姆,1730,32511,162,494
蛋塔レイ,1720,72836,56,275
西園寺兆兆,1650,29486,238,405
紅茶拿鐵,1620,59549,376,432
南心詠,1580,38142,454,512
結月,1540,39599,0,0
狐媚娘‧達亞,1520,23321,390,837
小森,1310,4552,1748,1800
鴨鴨山,1080,42771,284,928
喵朵伊,592,16849,136,580
鴨鴨伊比,237,3714,169,511
