Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount
杏仁ミル,309000,17274912,29645,79596
高雄林小姐,104000,27205288,5361,20795
紅月,88400,91143,0,0
鳥羽樂奈,43300,1917169,10858,109827
璐洛洛,38800,3282087,13188,32111
虎妮,34700,1046943,1963,3965
香草奈若,30100,1903330,13326,56811
悠白,29500,720954,8458,123487
兔姬,26800,867791,6141,17037
Asa Ifrit,22700,697033,6014,54796
Naya,18600,4622433,986,4128
空,18000,1175943,1110,6094
鼠屋栗太,13000,81016,994,2496
諳石,11100,2559284,362,1061
一介,10700,727727,0,0
夏玥白夜,10700,161305,0,0
灰名,10300,173522,2049,4040
水野魚娜,9230,322351,2653,10906
三毛,8600,220174,5877,147208
藤乃熊,8390,56662,428,995
風絮,6320,28031,192,468
如月ルミィ,6240,137911,2979,5600
蕾兒,6140,112324,1924,3070
星見遙,5860,159005,1146,2781
魔法!,5510,1716136,249,923
TSMATCH火柴,5390,104014,883,1535
いくせん,5170,316520,336,2088
姬宮優花,4950,114145,729,2020
LMPAPER,4740,410947,146,458
夏日葵,4580,277486,837,9137
Lumina,3980,140120,219,293
綾賢ラピス,3800,37289,867,1709
平平子,3790,26186,2366,8790
蝦拉拉,3290,99255,890,2869
明石巴,3060,15225,207,207
楠橋詩耶,3060,87361,446,1489
Joyce昕,3010,300318,172,390
瀰婭,2980,169403,302,769
綾瑞香,2960,47771,1050,11837
観空部,2910,134115,808,1088
櫻野露,2400,58999,449,1086
卡滋可可,2390,89335,323,2556
星形KARAS,2330,368135,130,385
奶茶,2320,3393,140,261
撇嘴耳包前滾翻,2310,127403,532,1579
櫻坂くりこ,2240,86051,245,383
邱可,2160,13837,452,1072
仙貝兔兔,2140,99665,170,325
蘭希,2130,219714,309,784
藤本莉子,2070,25158,311,645
墨子,2060,60615,42,42
Shaya,2060,80171,504,1329
喵控,1860,29327,170,529
草莓電波,1840,20876,1046,1585
雨宮夢,1820,38774,271,368
水手緞帶,1770,78877,229,680
蛋塔レイ,1730,72596,61,269
希爾艾姆,1730,32283,165,492
ウイル,1690,39548,477,4925
西園寺兆兆,1640,29450,292,520
紅茶拿鐵,1620,59301,356,405
南心詠,1570,37234,439,596
結月,1530,39532,173,173
狐媚娘‧達亞,1510,22480,415,1174
小森,1140,4356,1666,1666
鴨鴨山,1070,41381,271,918
喵朵伊,577,15900,171,576
鴨鴨伊比,231,3633,167,1647
