Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount
杏仁ミル,307000,17029450,29801,65689
狗魚,113000,11894918,20884,20884
高雄林小姐,104000,27110205,5392,20320
紅月,88500,90092,0,0
鳥羽樂奈,42300,1796849,10670,97320
虛擬熊頭,38900,1112668,8613,139348
璐洛洛,37400,3101206,15681,29917
虎妮,34600,1031612,2009,4158
悠白,28300,671238,8217,119426
香草奈若,28100,1713291,15789,51820
兔姬,26400,840813,7282,16024
Asa Ifrit,22200,642240,6003,47295
Naya,18600,4605020,1138,5476
空,17800,1155066,1080,5922
鼠屋栗太,12600,67936,892,2080
諳石,11000,2547220,407,892
夏玥白夜,10800,160901,0,0
一介,10700,723771,0,0
灰名,9940,152120,1824,3913
水野魚娜,8500,290698,3020,10736
藤乃熊,7320,53979,506,17880
風絮,6320,25666,181,459
蕾兒,5920,103145,2126,2997
魔法!,5490,1709331,186,736
TSMATCH火柴,5270,100280,887,1494
星見遙,5190,140095,1052,2724
三毛,3100,16038,4539,6685
草莓電波,1780,18899,355,355
鴨鴨山,803,38685,205,859
喵朵伊,547,13963,155,570
鴨鴨伊比,192,1872,180,602
