Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount
杏仁ミル,309000,17123406,29692,73478
高雄林小姐,104000,27162662,5591,20752
紅月,88500,90750,0,0
鳥羽樂奈,42800,1880651,10952,107161
虛擬熊頭,39300,1161760,9310,142534
璐洛洛,38200,3215048,16639,31421
虎妮,34600,1043060,2025,4166
悠白,28900,703459,8184,122705
香草奈若,28600,1796190,13585,53693
兔姬,26600,856692,6755,16708
Asa Ifrit,22500,676226,6187,51411
Naya,18600,4614063,1167,5520
空,18000,1162758,1142,6030
鼠屋栗太,12900,75451,940,2421
諳石,11100,2553266,341,967
夏玥白夜,10700,161094,0,0
一介,10700,725836,0,0
灰名,10200,164324,1945,4011
水野魚娜,8750,306079,2884,10820
藤乃熊,7760,55812,494,18042
風絮,6320,26914,185,465
蕾兒,6030,106848,2160,3051
星見遙,5620,149475,1069,2765
魔法!,5500,1713188,220,849
如月ルミィ,5430,122640,2699,5285
TSMATCH火柴,5340,102249,859,1303
いくせん,5120,313867,333,1894
姬宮優花,4830,111896,856,1624
LMPAPER,4740,410577,135,421
夏日葵,4550,276186,809,9006
三毛,4200,52743,5678,17250
Lumina,3980,139516,276,2114
綾賢ラピス,3750,34026,989,2730
蝦拉拉,3260,98636,841,2805
明石巴,3050,14980,0,0
Joyce昕,3000,299738,174,388
楠橋詩耶,3000,86302,507,1483
瀰婭,2940,168573,298,739
観空部,2890,133949,653,1085
綾瑞香,2630,47196,1302,10635
卡滋可可,2370,88753,320,2405
星形KARAS,2310,368034,144,655
撇嘴耳包前滾翻,2300,126896,502,1548
櫻野露,2280,56781,490,1080
櫻坂くりこ,2230,84988,245,382
蘭希,2130,210222,301,746
仙貝兔兔,2130,97553,158,315
墨子,2060,60464,202,375
藤本莉子,2060,24693,337,597
Shaya,2040,78618,479,1266
邱可,2040,32980,1023,1325
喵控,1850,52566,178,525
草莓電波,1830,20497,898,1310
雨宮夢,1820,38582,248,359
鴨鴨山,872,40031,228,894
喵朵伊,568,15551,179,574
鴨鴨伊比,214,3319,188,1617
