Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount
杏仁ミル,309000,17141550,29614,74982
高雄林小姐,104000,27172431,5382,20771
紅月,88400,90854,0,0
鳥羽樂奈,42900,1890856,10969,107891
虛擬熊頭,39400,1161760,9314,143038
璐洛洛,38300,3234632,16034,31333
虎妮,34700,1045692,2029,4168
悠白,28900,703459,8190,122831
香草奈若,28600,1806588,13499,53942
兔姬,26700,859876,6097,16840
Asa Ifrit,22500,676226,5900,52184
Naya,18600,4615225,1118,5524
空,18000,1166973,1089,6054
鼠屋栗太,12900,76722,954,2447
諳石,11100,2554535,317,987
夏玥白夜,10700,161133,0,0
一介,10700,726184,0,0
灰名,10200,168230,1930,4021
水野魚娜,8800,306079,2726,10834
藤乃熊,7900,55860,474,2569
風絮,6320,27211,190,466
蕾兒,6050,108382,2160,3057
星見遙,5670,152412,1088,2768
如月ルミィ,5550,126806,2792,5358
魔法!,5500,1713735,235,862
TSMATCH火柴,5340,102339,869,1303
いくせん,5140,313867,336,2054
姬宮優花,4880,112761,824,1837
LMPAPER,4740,410672,137,430
夏日葵,4550,276782,810,9033
三毛,4280,58335,4468,17521
Lumina,3980,139593,277,2119
綾賢ラピス,3770,35562,889,1696
蝦拉拉,3260,98730,852,2811
明石巴,3060,14983,0,0
楠橋詩耶,3020,86472,508,1485
Joyce昕,3000,299794,174,388
瀰婭,2950,168702,298,749
観空部,2890,133971,654,1085
綾瑞香,2660,47196,919,11044
卡滋可可,2380,88753,322,2514
櫻野露,2340,56781,467,1082
星形KARAS,2320,368166,129,663
撇嘴耳包前滾翻,2300,127010,511,1553
櫻坂くりこ,2220,85175,240,382
蘭希,2130,214613,303,764
仙貝兔兔,2130,98072,160,321
墨子,2060,60508,35,35
藤本莉子,2060,24727,340,605
Shaya,2040,78881,480,1275
邱可,2040,12161,1023,1331
喵控,1850,52748,177,527
草莓電波,1830,20631,948,1405
雨宮夢,1820,38677,277,366
小森,1090,2676,1245,1245
鴨鴨山,916,40369,228,895
喵朵伊,568,15551,171,576
鴨鴨伊比,216,3319,188,1620
