Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount
杏仁ミル,314000,17706551,36640,87105
高雄林小姐,104000,27287864,5872,20862
紅月,88300,91930,0,0
鳥羽樂奈,44700,2019022,9999,113324
璐洛洛,40100,3446067,11664,33991
香草奈若,35800,2370890,14974,115699
虎妮,34800,1063458,2370,3603
悠白,31200,761534,7872,125001
兔姬,27300,877751,4921,9577
Asa Ifrit,23800,744000,5051,15650
喵太,21900,520870,5840,34435
Naya,18600,4628174,888,4144
空,18300,1184373,1083,6141
鼠屋栗太,13100,90167,960,2572
虛擬熊頭,11700,22380,23821,23821
諳石,11100,2568949,397,1167
三毛,10900,320013,8275,198814
一介,10700,730664,0,0
夏玥白夜,10700,161691,0,0
灰名,10400,142069,2026,4098
水野魚娜,10300,358803,2725,11084
藤乃熊,9650,40736,331,741
如月ルミィ,9170,184391,4149,7200
平平子,8000,57566,3020,12945
星見遙,6610,172689,1166,2497
蕾兒,6350,121433,1709,2928
風絮,6310,30173,199,445
魔法!,5530,1722442,447,979
TSMATCH火柴,5430,109076,809,1669
いくせん,5200,319449,334,2135
姬宮優花,5110,117540,716,2266
夏日葵,4940,281700,639,1832
LMPAPER,4770,411735,137,497
Lumina,3980,141197,216,307
綾賢ラピス,3860,41107,731,1736
綾瑞香,3550,91245,1458,8526
蝦拉拉,3340,101097,912,2965
祈霓,3250,17969,1284,6668
楠橋詩耶,3160,88946,379,1507
明石巴,3050,15378,167,195
瀰婭,3040,170287,275,785
Joyce昕,3020,301553,165,400
観空部,2950,135506,589,948
夏莎莎,2660,9979,2546,4282
邱可,2560,21983,435,3971
櫻野露,2460,62472,442,904
卡滋可可,2420,90656,255,2597
星形KARAS,2370,369753,162,359
奶茶,2340,3682,105,265
撇嘴耳包前滾翻,2310,128242,471,590
櫻坂くりこ,2240,88076,258,392
仙貝兔兔,2180,105486,222,1058
蘭希,2150,230735,328,646
Shaya,2090,83066,398,1428
藤本莉子,2080,25833,219,686
墨子,2070,61156,55,71
十五號,1970,5197,2727,3847
喵控,1890,31009,146,307
草莓電波,1850,21144,1747,1747
雨宮夢,1850,39682,150,386
水手緞帶,1790,80623,235,729
ウイル,1790,42650,397,740
希爾艾姆,1740,32684,146,494
蛋塔レイ,1730,62611,62,282
西園寺兆兆,1660,30465,267,408
紅茶拿鐵,1630,59824,396,459
南心詠,1580,38249,455,528
狐媚娘‧達亞,1550,24591,379,648
結月,1540,39672,0,0
幽々魅,1510,30007,61,136
小森,1380,8365,1767,2414
鴨鴨山,1260,47890,252,4543
喵朵伊,601,17553,139,584
鴨鴨伊比,255,4331,166,526
