Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount
杏仁ミル,305000,16778615,28436,55912
朕萌,122000,3576606,0,0
狗魚,113000,13182855,3759,20254
高雄林小姐,104000,27040409,5475,15698
紅月,88500,89363,0,0
鳥羽樂奈,40700,1627125,9691,23419
虛擬熊頭,37700,1029322,7639,128057
璐洛洛,36800,3008751,14667,36195
虎妮,34500,1016039,1562,4142
香草奈若,27000,1537870,15278,58215
兔姬,26100,826267,5662,15451
悠白,26000,585687,7453,71562
Asa Ifrit,22000,624052,5576,41566
Naya,18600,4598986,1224,5442
空,17600,1140435,1093,3246
鼠屋栗太,12400,58039,689,1602
諳石,11000,2541443,332,1234
夏玥白夜,10800,160672,0,0
一介,10700,721044,0,0
灰名,9560,140318,2193,5189
水野魚娜,7910,255873,2955,10467
藤乃熊,6440,51756,441,17236
風絮,6320,24069,185,489
蕾兒,5580,95212,1987,2892
魔法!,5480,1704929,166,335
TSMATCH火柴,5210,96231,1046,1488
星見遙,5110,129411,1020,2660
鴨鴨山,777,37189,235,823
喵朵伊,479,11880,150,255
