Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount
杏仁ミル,306000,16880900,29056,60372
狗魚,113000,13188888,20434,57922
高雄林小姐,104000,27060202,5750,18378
紅月,88500,89594,0,0
鳥羽樂奈,41000,1645004,9723,23696
虛擬熊頭,38100,1043097,7850,134935
璐洛洛,37000,3040270,15215,36313
虎妮,34600,1022790,1567,4149
香草奈若,27400,1596236,15636,59347
悠白,27200,619997,8032,97931
兔姬,26200,827422,8080,15583
Asa Ifrit,22100,633424,5805,43628
Naya,18600,4601647,1130,5452
空,17700,1148395,1063,5220
鼠屋栗太,12500,61294,754,1621
諳石,11000,2543872,334,1247
夏玥白夜,10800,160755,0,0
一介,10700,722018,0,0
灰名,9660,144159,2086,3807
水野魚娜,8200,266103,3016,10605
藤乃熊,6680,52285,503,17674
風絮,6320,24645,189,490
蕾兒,5760,97026,2116,2924
魔法!,5480,1706838,203,609
TSMATCH火柴,5240,99098,974,1490
星見遙,5150,135540,1044,2678
草莓電波,1770,18841,331,331
鴨鴨山,792,37816,240,837
喵朵伊,521,12775,150,513
鴨鴨伊比,177,1405,204,423
