Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount
杏仁ミル,307000,16994761,29689,63485
狗魚,113000,13194396,25039,57933
高雄林小姐,104000,27080073,5576,19516
紅月,88500,89805,0,0
鳥羽樂奈,41900,1751272,10101,83077
虛擬熊頭,38500,1065599,8681,136923
璐洛洛,37200,3071417,15474,29820
虎妮,34600,1026943,2041,4157
悠白,28000,660141,8148,114284
香草奈若,27800,1679253,15785,51153
兔姬,26300,835104,8105,15808
Asa Ifrit,22200,638092,5891,45479
Naya,18600,4603716,1088,5465
空,17800,1150677,1033,5799
鼠屋栗太,12500,63706,823,1758
諳石,11000,2546284,428,864
夏玥白夜,10800,160825,0,0
一介,10700,722918,0,0
灰名,9760,145773,2304,3866
水野魚娜,8410,277483,3022,10678
藤乃熊,7010,53382,475,17796
風絮,6310,25071,181,455
蕾兒,5830,98297,2179,2980
魔法!,5490,1708040,204,691
TSMATCH火柴,5250,100281,925,1491
星見遙,5170,138170,1027,2707
草莓電波,1770,18881,345,345
三毛,1760,3825,3870,3870
鴨鴨山,794,38126,222,843
喵朵伊,537,13716,152,566
鴨鴨伊比,184,1546,171,437
