Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount
杏仁ミル,306000,16925572,29322,62184
狗魚,113000,13191685,22787,57930
高雄林小姐,104000,27070319,5769,18844
紅月,88500,89692,0,0
鳥羽樂奈,41700,1729859,9910,78287
虛擬熊頭,38300,1050371,8227,135972
璐洛洛,37100,3056792,14650,29772
虎妮,34600,1026270,1867,4155
悠白,27800,648673,8103,111562
香草奈若,27600,1642257,15469,59962
兔姬,26200,833789,8093,15733
Asa Ifrit,22100,635733,5814,44499
Naya,18600,4602419,1103,5460
空,17800,1150096,998,5643
鼠屋栗太,12500,62111,809,1660
諳石,11000,2545051,429,1253
夏玥白夜,10800,160787,0,0
一介,10700,722420,0,0
灰名,9720,145002,2221,3850
水野魚娜,8270,270948,3070,10653
藤乃熊,6840,52485,503,17723
風絮,6320,24823,181,490
蕾兒,5820,97717,2147,2951
魔法!,5480,1707448,204,660
TSMATCH火柴,5250,100134,913,1489
星見遙,5160,136615,1057,2698
草莓電波,1770,18861,336,336
鴨鴨山,794,37844,223,841
喵朵伊,529,12979,151,552
鴨鴨伊比,181,1489,167,432
