Name,SubscriberCount,ViewCount,MedianViewCount,HighestViewCount
杏仁ミル,305000,16731336,27765,55492
朕萌,122000,3576443,0,0
狗魚,113000,13181025,3359,20196
高雄林小姐,104000,27025010,5348,12391
紅月,88500,89273,0,0
鳥羽樂奈,40600,1613960,9725,23248
虛擬熊頭,37600,1019763,7179,126237
璐洛洛,36700,2989481,14233,36166
虎妮,34500,1015697,1561,4140
香草奈若,26900,1509583,15267,57825
兔姬,26100,825744,5654,15387
悠白,25800,570305,7384,66030
Asa Ifrit,22000,616741,5566,40907
Naya,18600,4598573,1227,5438
空,17600,1140223,1060,3245
鼠屋栗太,12400,56739,687,1598
諳石,11000,2540558,326,1226
夏玥白夜,10800,160645,0,0
一介,10600,720665,0,0
灰名,9540,139609,2340,5172
水野魚娜,7860,251656,2946,10409
藤乃熊,6370,51665,439,17195
風絮,6320,23822,182,489
蕾兒,5520,92900,1982,2870
魔法!,5480,1704670,166,335
TSMATCH火柴,5190,95320,1060,1488
星見遙,5100,127495,1038,2655
鴨鴨山,773,36829,226,821
喵朵伊,479,11850,150,245
