V5##VTuber ID,YouTube Subscriber Count,YouTube View Count,YouTube Recent Total Median View Count,YouTube Recent Total Popularity,YouTube Recent Total Highest View Count,YouTube Recent Total Highest Viewed URL,YouTube Recent Livestream Median View Count,YouTube Recent Livestream Popularity,YouTube Recent Livestream Highest View Count,YouTube Recent Livestream Highest Viewed URL,YouTube Recent Video Median View Count,YouTube Recent Video Popularity,YouTube Recent Video Highest View Count,YouTube Recent Video Highest Viewed URL,Twitch Follower Count,Twitch Recent Median View Count,Twitch Recent Popularity,Twitch Recent Highest View Count,Twitch Recent Highest Viewed URL
1c5619a4ece046dd8ba68ed343489ca3,529000,112586165,5480,4493,664001,https://www.youtube.com/watch?v=wVf1ziSooAo,3519,2656,7609,https://www.youtube.com/watch?v=bUrTfrgZV5w,116706,51447,664001,https://www.youtube.com/watch?v=wVf1ziSooAo,31953,0,0,0,
f6a4e7aa8d0c4e5cb39d199845ec4d02,455000,55041585,14750,4094,45587,https://www.youtube.com/watch?v=rWleOiJN4Kg,5127,4194,11171,https://www.youtube.com/watch?v=oEY76sZEWIw,24025,3994,45587,https://www.youtube.com/watch?v=rWleOiJN4Kg,116042,48214,19838,85912,https://www.twitch.tv/videos/2379990564
664e1b310cf343b78623f99b31e40fae,396000,59405969,1735,334,7363,https://www.youtube.com/watch?v=tmU06l90dCo,1735,351,2475,https://www.youtube.com/watch?v=MiimGIMQ3Us,3844,334,7363,https://www.youtube.com/watch?v=tmU06l90dCo,17213,0,0,0,
5535c9524eb046c38e172ebfa06b302f,368000,102007807,11215,5510,80200,https://www.youtube.com/watch?v=TvTjCeC6Q4Q,11521,5434,80200,https://www.youtube.com/watch?v=TvTjCeC6Q4Q,10683,6102,54668,https://www.youtube.com/watch?v=cA25cO0Kj0o,71537,2159,1129,5723,https://www.twitch.tv/videos/2391556393
4b6b055ada4d4f0ab63b7ad02a3fa3ef,227000,17621396,1872,1401,11312,https://www.youtube.com/watch?v=fZyNFV-TjDo,1790,1401,2078,https://www.youtube.com/watch?v=gcewQ0fcDAs,4837,1730,11312,https://www.youtube.com/watch?v=fZyNFV-TjDo,55782,1488,669,2525,https://www.twitch.tv/videos/2376487017
182da09d8d454f37a52ec546cbb35e39,226000,10690681,47314,15918,261107,https://www.youtube.com/watch?v=6uYvXY1_vtY,24397,9909,95076,https://www.youtube.com/watch?v=WQcPDThcULY,60260,28720,261107,https://www.youtube.com/watch?v=6uYvXY1_vtY,1656,0,0,0,
897400f2658a483286ca6acc927006ca,224000,33343982,1732,792,11180,https://www.youtube.com/watch?v=pQEfvl1Gkak,1648,860,4300,https://www.youtube.com/watch?v=sKtJjjRAjRc,3188,702,11180,https://www.youtube.com/watch?v=pQEfvl1Gkak,10147,0,0,0,
a9f6574e98f34b20a05269134930fb50,223000,9088201,21934,331,21934,https://www.youtube.com/watch?v=p6qSQHXMlEw,21934,331,21934,https://www.youtube.com/watch?v=p6qSQHXMlEw,0,0,0,,0,0,0,0,
d837e8fda137492c9d77882b98ff863a,218000,53144112,109225,27353,297867,https://www.youtube.com/watch?v=BZouEZGRZNg,24891,13505,96371,https://www.youtube.com/watch?v=sE0bO_OD37Q,149907,61208,297867,https://www.youtube.com/watch?v=BZouEZGRZNg,18778,6893,5566,23121,https://www.twitch.tv/videos/2390736625
7c06b9e316ce4ac18ce836cd72442bbe,211000,48573518,6041,2271,17735,https://www.youtube.com/watch?v=ViGvUAqOXY8,6886,2271,13775,https://www.youtube.com/watch?v=BRjt5_lcKlk,4839,2226,17735,https://www.youtube.com/watch?v=ViGvUAqOXY8,53067,4235,1914,9926,https://www.twitch.tv/videos/2383645579
