Display Name,YouTube Subscriber Count,YouTube View Count,YouTube Recent Median View Count,YouTube Recent Highest View Count,YouTube Recent Highest Viewed Video URL,Twitch Follower Count,Twitch Recent Median View Count,Twitch Recent Highest View Count,Twitch Recent Highest Viewed Video URL
杏仁ミル,329000,20235434,26468,70333,https://www.youtube.com/watch?v=_pZp_fbTyU4,16203,4115,4115,https://www.twitch.tv/videos/1065138716
高雄林小姐,103000,28228314,5575,17703,https://www.youtube.com/watch?v=8SSJR019HlU,0,0,0,
紅月,89300,142750,4785,7653,https://www.youtube.com/watch?v=543LjuvOFZg,0,0,0,
璐洛洛,55200,5634899,9628,52795,https://www.youtube.com/watch?v=je88PzWoWf8,5046,589,2929,https://www.twitch.tv/videos/1054884428
鳥羽樂奈,52000,3609926,4647,9150,https://www.youtube.com/watch?v=eUBv_ipnTbI,1182,0,0,
香草奈若,48000,5469928,7688,59999,https://www.youtube.com/watch?v=4asQKXXz-9E,0,0,0,
悠白,43100,1435801,10713,51870,https://www.youtube.com/watch?v=ckb9ynyIABk,0,0,0,
泰多貝亞,40200,1215277,14048,24926,https://www.youtube.com/watch?v=_FR2HJmQ7TY,0,0,0,
露恰露恰,39400,650383,26186,58362,https://www.youtube.com/watch?v=k4WZvlN_8bM,0,0,0,
灰名,38900,1368997,8266,20473,https://www.youtube.com/watch?v=MramdalrgS0,0,0,0,
虎妮,36300,1230263,2804,6277,https://www.youtube.com/watch?v=ieDSO48nzNU,20,0,0,
Asa Ifrit,34400,1395492,10479,18909,https://www.youtube.com/watch?v=eKkwLjzW_Lo,0,0,0,
兔姬,33600,1143598,7978,12937,https://www.youtube.com/watch?v=59Dp0pAkNds,0,0,0,
平平子,33300,648405,14155,19481,https://www.youtube.com/watch?v=7HZISADg14I,0,0,0,
十五號,30500,648391,12887,32027,https://www.youtube.com/watch?v=z1Ma_1dc4dc,0,0,0,
浠Mizuki,26000,482954,27437,88641,https://www.youtube.com/watch?v=0F6l5LX2OfY,0,0,0,
迷子羽根,24900,35126,2085,5468,https://www.youtube.com/watch?v=1JWfBJ2zxQ4,0,0,0,
喵太,23500,627814,2225,2441,https://www.youtube.com/watch?v=NBJuMEuyzXM,4215,789,789,https://www.twitch.tv/videos/1060637563
空,21800,1458204,909,10213,https://www.youtube.com/watch?v=EPGUyYy3Qj4,0,0,0,
須多夜花,19500,480975,6125,12067,https://www.youtube.com/watch?v=Zrwi1JKSfu0,0,0,0,
三毛,19000,969540,7217,15766,https://www.youtube.com/watch?v=697V1OxQPiU,0,0,0,
Naya,18900,4807519,2775,9900,https://www.youtube.com/watch?v=J474wVFfuD8,3216,481,1091,https://www.twitch.tv/videos/1055878834
藤乃熊,18500,84260,381,1255,https://www.youtube.com/watch?v=LofBMWvBsjk,0,0,0,
鼠屋栗太,16400,265023,1646,6531,https://www.youtube.com/watch?v=VJHxg1ipdgE,0,0,0,
歐貝爾,15700,200359,27908,57808,https://www.youtube.com/watch?v=z6N32dMCbpU,0,0,0,
祈菈‧貝希毛絲,14300,594590,4780,12674,https://www.youtube.com/watch?v=XH5wvw8C0oo,0,0,0,
諳石,11900,2742854,343,1599,https://www.youtube.com/watch?v=z65Mgcoeq_c,1379,18,27,https://www.twitch.tv/videos/1057892561
蘆棠布奈,10800,188699,4787,33845,https://www.youtube.com/watch?v=t4eiddIxoG4,0,0,0,
星見遙,10700,346236,991,2115,https://www.youtube.com/watch?v=8iRrYA54ymY,0,0,0,
貝莉莓Vtype,9440,221783,3396,80363,https://www.youtube.com/watch?v=XhbBxUp0CIU,0,0,0,
蕾兒,9430,235688,2602,3315,https://www.youtube.com/watch?v=VqwK9CzUPfM,0,0,0,
希靈,8430,146401,1484,3110,https://www.youtube.com/watch?v=bGlSHlsLFK0,0,0,0,
