Display Name,YouTube Subscriber Count,YouTube View Count,YouTube Recent Median View Count,YouTube Recent Highest View Count,YouTube Recent Highest Viewed Video URL,Twitch Follower Count,Twitch Recent Median View Count,Twitch Recent Highest View Count,Twitch Recent Highest Viewed Video URL
杏仁ミル,323000,19526909,19520,53411,https://www.youtube.com/watch?v=fYwPx2UIBNs,15857,6343,8606,https://www.twitch.tv/videos/1040071329
高雄林小姐,104000,28055473,5136,32899,https://www.youtube.com/watch?v=S0F5QeZkM4s,0,0,0,
紅月,89200,115471,4046,4996,https://www.youtube.com/watch?v=mm5iK8TWSKs,0,0,0,
鳥羽樂奈,51600,3487547,5271,25196,https://www.youtube.com/watch?v=gcmet88gDwg,1194,0,0,
璐洛洛,50400,5005944,12489,34210,https://www.youtube.com/watch?v=je88PzWoWf8,4713,639,4623,https://www.twitch.tv/videos/1032447849
香草奈若,47500,5175594,13926,49390,https://www.youtube.com/watch?v=4asQKXXz-9E,0,0,0,
悠白,40100,1257019,9577,35695,https://www.youtube.com/watch?v=EGWxy8QCEWU,0,0,0,
泰多貝亞,38300,1017644,15446,34006,https://www.youtube.com/watch?v=Kpp63DfeRPo,0,0,0,
虎妮,35700,1182757,2790,7283,https://www.youtube.com/watch?v=jMokGd6AO94,20,0,0,
露恰露恰,32700,387540,30981,72491,https://www.youtube.com/watch?v=y54UfL3OtfI,0,0,0,
兔姬,32000,1080844,5183,12066,https://www.youtube.com/watch?v=FM2FERDxIng,0,0,0,
灰名,30500,1069215,7518,13439,https://www.youtube.com/watch?v=PD01zUOCy54,0,0,0,
Asa Ifrit,30300,1153480,7237,13451,https://www.youtube.com/watch?v=ImSkVIZ2YMM,0,0,0,
平平子,26000,463469,8694,18416,https://www.youtube.com/watch?v=7HZISADg14I,0,0,0,
十五號,25400,471556,10586,27203,https://www.youtube.com/watch?v=-wYZF2_JrAI,0,0,0,
迷子羽根,25100,15484,2102,4696,https://www.youtube.com/watch?v=1JWfBJ2zxQ4,0,0,0,
空,21500,1405219,987,47597,https://www.youtube.com/watch?v=maTvIFUp3uA,0,0,0,
浠Mizuki,21000,260014,101763,196571,https://www.youtube.com/watch?v=6Z6o5VlyLHQ,0,0,0,
Naya,18600,4713431,0,0,,3168,296,790,https://www.twitch.tv/videos/1043303813
三毛,18300,853566,6896,40935,https://www.youtube.com/watch?v=yAD2HnaXJl4,0,0,0,
藤乃熊,18300,80541,426,945,https://www.youtube.com/watch?v=z-3UV6G092s,0,0,0,
水野魚娜,16900,767162,3475,13331,https://www.youtube.com/watch?v=N1P0Qgi_H5s,352,0,0,
鼠屋栗太,15400,213127,1326,3574,https://www.youtube.com/watch?v=PdkrCb1NDKo,0,0,0,
須多夜花,15400,324936,3833,15397,https://www.youtube.com/watch?v=Bv_Mt1pw2xU,0,0,0,
諳石,11600,2705928,315,1354,https://www.youtube.com/watch?v=z65Mgcoeq_c,1374,20,61,https://www.twitch.tv/videos/1045425933
一介,10900,752151,761,761,https://www.youtube.com/watch?v=xJsKtzID-cE,0,0,0,
祈菈‧貝希毛絲,10800,495997,3675,13225,https://www.youtube.com/watch?v=7nL2jAZxH2w,0,0,0,
星見遙,10400,325690,1081,2272,https://www.youtube.com/watch?v=vzlKThUInNg,0,0,0,
蘆棠布奈,9140,122992,10484,55762,https://www.youtube.com/watch?v=Dsrh1boXOTA,0,0,0,
蕾兒,8610,199409,1821,2597,https://www.youtube.com/watch?v=8ZRjkz7ck9A,0,0,0,
希靈,6980,118141,1338,2858,https://www.youtube.com/watch?v=J7TcgHkJQcs,0,0,0,
風絮,6560,54924,173,2844,https://www.youtube.com/watch?v=lyamc0u5Eso,0,0,0,
歐貝爾,6510,32147,16200,17532,https://www.youtube.com/watch?v=JW_BONKzNyY,0,0,0,
TSMATCH火柴,6220,157760,863,1928,https://www.youtube.com/watch?v=EsOIZGJT8Cg,0,0,0,
鴨鴨伊比,6110,134463,2998,8015,https://www.youtube.com/watch?v=3WQyjD-Qs4g,0,0,0,
夏日葵,5880,316010,704,1426,https://www.youtube.com/watch?v=jp7O1K07nIo,0,0,0,
姬宮優花,5870,108471,462,836,https://www.youtube.com/watch?v=bvEgYOHg_mo,425,33,36,https://www.twitch.tv/videos/1039091039
いくせん,5720,361710,336,1301,https://www.youtube.com/watch?v=A5idldlqv1I,79,0,0,
瀰婭,5670,208308,608,838,https://www.youtube.com/watch?v=SDARXy1DbpA,100,0,0,
